0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 16)","(0, 2)","(0, 3)","(0, 14)","(0, 10)","(0, 8)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 11)","(1, 16)","(2, 4)","(2, 5)","(2, 13)","(2, 6)","(2, 8)","(2, 15)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 16)","(3, 12)","(4, 5)","(4, 12)","(4, 15)","(4, 11)","(4, 6)","(5, 8)","(5, 13)","(5, 15)","(6, 8)","(7, 8)","(7, 10)","(7, 11)","(8, 15)","(8, 16)","(9, 12)","(9, 14)","(9, 13)","(10, 11)","(10, 12)","(10, 13)","(11, 14)","(12, 14)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)"
100,60
0,1,16,2,3,13,8,4,5,6,14,10,15,7,11,12,9
1,0,2,3,16,4,5,6,13,8,15,14,10,7,11,12,9
4,0,3,2,1,5,6,16,8,13,15,7,14,10,11,12,9
5,0,3,2,8,4,1,6,7,16,15,11,10,13,14,12,9
6,1,3,2,4,5,0,8,16,7,15,13,11,10,14,12,9
7,0,8,10,3,6,5,16,12,2,4,13,11,1,14,15,9
11,0,10,14,12,13,4,3,9,16,2,15,5,1,7,6,8
12,0,10,14,3,11,13,7,16,4,1,9,2,5,8,15,6
13,1,16,2,5,0,8,3,14,10,15,7,6,4,11,12,9
15,0,14,8,2,16,13,1,10,5,4,3,11,12,7,6,9
0,2,7,3,10,8,4,1,5,6,12,16,13,11,15,14,9
1,2,3,0,4,5,6,16,8,13,7,15,14,10,11,12,9
2,4,0,3,1,5,6,16,8,13,15,7,14,10,11,12,9
2,5,0,3,8,4,1,6,7,16,15,11,10,13,14,12,9
2,6,3,1,0,4,5,16,8,13,7,15,14,10,11,12,9
2,7,8,14,0,13,15,11,16,3,10,5,4,1,6,12,9
3,0,15,4,5,2,14,8,12,11,6,13,1,16,7,10,9
3,1,2,4,5,0,6,8,16,7,15,13,11,10,14,12,9
3,4,0,2,1,5,6,16,8,13,7,15,14,10,11,12,9
3,5,0,2,8,1,4,6,7,16,11,15,10,13,14,12,9
3,6,2,4,1,5,0,16,8,13,7,15,14,10,11,12,9
3,7,0,8,10,6,5,16,12,2,4,13,11,1,14,15,9
3,9,12,2,4,1,5,0,6,13,15,16,11,14,8,10,7
3,12,0,10,14,7,11,13,16,8,1,4,5,9,2,6,15
4,1,0,3,2,16,5,6,13,8,15,14,10,7,12,11,9
5,1,0,3,2,8,16,4,6,7,13,15,11,10,14,12,9
8,0,1,5,16,2,3,13,4,6,7,15,14,10,11,12,9
8,5,1,16,2,13,3,0,15,14,10,6,7,4,11,12,9
8,6,1,5,16,2,3,4,13,0,7,15,14,10,11,12,9
8,7,1,5,16,2,3,11,13,4,0,14,6,15,10,12,9
8,15,1,5,16,2,4,3,13,14,0,6,7,12,10,11,9
8,16
9,2,13,4,12,15,5,10,14,3,0,11,7,16,1,6,8
9,4,12,2,13,15,5,14,10,3,11,0,1,6,16,7,8
9,5,13,1,12,4,3,14,16,11,2,10,15,0,7,6,8
9,12,2,13,4,14,10,15,5,0,11,3,16,8,1,7,6
10,5,13,14,11,12,0,15,1,4,3,9,2,8,16,6,7
10,7,9,12,13,3,11,14,4,16,5,0,1,2,15,8,6
10,11,0,14,13,12,16,2,9,4,3,1,8,15,5,6,7
11,1,0,10,14,2,3,16,12,13,7,15,4,5,6,8,9
12,1,4,3,2,5,0,6,8,14,10,16,7,15,11,13,9
13,2,3,16,5,1,0,4,6,8,14,10,15,7,12,11,9
14,0,8,15,16,2,13,1,10,5,11,3,4,12,7,6,9
14,5,13,15,8,16,0,2,3,1,10,12,4,6,7,11,9
14,11,0,10,12,13,4,3,9,16,2,15,5,1,7,6,8
16,0,2,13,8,1,14,10,15,5,3,11,12,7,4,6,9
16,1,2,0,13,8,3,14,10,5,15,4,6,7,12,11,9
16,13,8,15,2,5,14,1,0,3,11,12,4,10,6,7,9
1,2,4,3,0,5,6,16,8,13,15,7,14,10,11,12,9
2,5,1,3,0,4,6,8,16,7,15,13,11,10,14,12,9
2,8,5,14,0,13,15,16,3,10,1,4,6,7,12,11,9
2,8,15,4,6,5,3,1,0,7,16,11,14,10,13,12,9
3,1,4,2,5,0,6,8,16,7,15,13,11,10,14,12,9
3,5,1,2,4,0,6,8,16,7,15,13,11,10,14,12,9
3,6,4,11,1,7,2,8,0,5,16,15,14,10,13,12,9
11,1,2,4,3,7,0,5,6,8,10,14,16,15,13,12,9
14,9,13,4,15,12,11,2,5,10,3,1,0,7,16,6,8
16,1,3,2,0,13,8,4,5,6,14,10,15,7,11,12,9
1,2,4,5,10,11,0,13,12,14,16,3,8,15,9,6,7
3,1,4,5,11,7,8,6,0,16,2,15,14,10,13,12,9
