0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 11)","(0, 7)","(0, 8)","(0, 9)","(0, 1)","(0, 2)","(0, 15)","(0, 14)","(0, 13)","(0, 4)","(0, 12)","(0, 5)","(0, 3)","(0, 6)","(1, 3)","(1, 8)","(1, 2)","(1, 9)","(1, 4)","(1, 14)","(1, 5)","(1, 15)","(1, 7)","(2, 9)","(2, 4)","(2, 11)","(2, 10)","(2, 3)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 14)","(3, 4)","(3, 7)","(3, 8)","(3, 10)","(3, 11)","(3, 12)","(3, 5)","(3, 6)","(3, 14)","(4, 12)","(4, 13)","(4, 6)","(4, 5)","(4, 8)","(4, 7)","(4, 11)","(5, 13)","(5, 6)","(5, 12)","(5, 7)","(5, 14)","(5, 8)","(5, 9)","(5, 10)","(6, 7)","(6, 14)","(6, 8)","(6, 9)","(6, 15)","(6, 13)","(7, 14)","(7, 9)","(7, 15)","(7, 8)","(7, 10)","(7, 11)","(7, 12)","(8, 15)","(8, 9)","(8, 11)","(8, 12)","(8, 10)","(8, 13)","(9, 10)","(9, 12)","(9, 11)","(9, 13)","(9, 14)","(9, 15)","(10, 11)","(10, 13)","(10, 12)","(10, 14)","(10, 15)","(11, 12)","(11, 13)","(11, 14)","(12, 14)","(12, 15)","(12, 13)","(13, 14)","(13, 15)","(14, 15)"
1379,572
10,1,3,9,2,7,14,15,5,8,11,12,6,0,13,4
0,6,1,5,7,14,4,3,8,9,2,15,13,12,10,11
0,11,1,3,2,8,14,9,4,7,10,12,5,6,15,13
0,12,2,4,5,3,11,14,9,8,10,7,13,6,1,15
0,13,3,14,5,4,11,10,12,6,8,7,1,2,15,9
2,10,1,3,9,7,14,15,5,8,11,12,6,0,13,4
3,10,1,9,2,7,14,15,5,8,0,6,12,11,13,4
5,10,1,3,9,2,7,14,15,8,11,12,6,0,13,4
7,10,1,3,9,2,14,15,5,8,11,12,6,0,13,4
8,10,1,3,9,2,7,14,15,5,11,12,6,0,13,4
9,10,1,3,2,7,14,15,5,8,11,12,6,0,13,4
11,10,1,0,3,2,8,14,9,4,7,15,5,13,12,6
12,10,2,4,5,3,11,14,9,0,8,7,13,6,1,15
13,10,4,3,2,11,7,12,5,8,6,0,14,9,15,1
14,10,1,3,9,2,7,15,5,8,11,12,6,0,13,4
15,10,6,3,9,2,13,7,14,5,8,1,12,0,11,4
0,1,15,6,3,8,2,9,4,14,5,7,10,12,11,13
0,2,6,1,5,7,14,4,3,8,9,15,13,12,10,11
0,2,11,1,3,8,14,9,4,7,10,12,5,6,15,13
0,3,6,1,5,7,14,4,8,9,2,15,13,12,10,11
0,3,11,1,2,8,14,9,4,7,15,6,5,12,10,13
0,3,12,2,4,5,11,14,9,8,10,7,13,6,1,15
0,4,6,1,5,7,14,3,8,9,2,15,13,12,10,11
0,4,11,1,3,2,8,14,9,7,10,12,5,6,15,13
0,4,12,2,5,3,11,14,9,8,10,7,13,1,6,15
0,4,13,3,14,5,11,10,12,6,8,7,1,2,15,9
0,5,6,1,7,14,4,3,8,9,2,15,13,12,11,10
0,5,12,2,4,3,11,14,9,8,10,7,13,6,1,15
0,5,13,3,14,4,11,10,12,6,8,7,1,2,15,9
0,7,6,1,5,14,4,3,8,9,2,15,13,12,10,11
0,7,11,1,3,2,8,14,9,4,10,12,5,6,15,13
0,7,12,2,4,5,3,11,14,9,8,10,13,6,1,15
0,8,6,1,5,7,14,4,3,9,2,15,13,12,10,11
0,8,11,1,3,2,14,9,4,7,10,12,5,6,13,15
0,8,12,2,4,5,3,11,14,9,10,7,13,6,1,15
0,8,13,3,14,5,4,11,10,12,6,7,15,1,9,2
0,9,6,1,5,7,14,4,3,8,2,15,13,12,10,11
0,9,11,1,3,2,8,14,4,7,10,12,5,6,15,13
0,9,12,4,2,8,7,1,6,11,13,5,10,3,14,15
0,9,13,4,2,8,7,1,6,12,11,5,10,14,3,15
0,14,6,1,5,7,4,3,8,9,2,15,13,12,10,11
0,14,11,1,3,2,8,9,4,7,10,12,5,6,15,13
0,14,12,2,4,5,3,11,9,8,10,7,13,6,1,15
0,14,13,4,7,6,5,12,11,1,3,2,9,15,8,10
0,15,6,5,14,8,7,12,13,10,1,9,11,3,2,4
0,15,12,6,4,5,3,14,9,8,13,7,1,2,11,10
0,15,13,5,14,8,7,12,6,10,1,9,11,3,2,4
2,3,10,4,11,13,7,12,5,8,0,14,9,6,15,1
