0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 2)","(0, 15)","(0, 3)","(0, 14)","(0, 4)","(0, 6)","(0, 8)","(1, 2)","(1, 3)","(1, 16)","(1, 4)","(1, 5)","(1, 14)","(1, 6)","(1, 13)","(1, 7)","(2, 3)","(2, 5)","(2, 16)","(2, 15)","(2, 14)","(2, 13)","(2, 9)","(2, 11)","(2, 4)","(2, 10)","(2, 6)","(2, 12)","(3, 6)","(3, 7)","(3, 16)","(3, 8)","(3, 9)","(3, 12)","(3, 4)","(3, 13)","(3, 11)","(4, 6)","(4, 7)","(4, 9)","(4, 10)","(4, 15)","(4, 13)","(4, 5)","(4, 12)","(4, 16)","(5, 6)","(5, 7)","(5, 8)","(5, 11)","(5, 15)","(5, 9)","(5, 10)","(5, 12)","(6, 8)","(6, 9)","(6, 10)","(6, 12)","(6, 15)","(6, 7)","(6, 16)","(7, 8)","(7, 11)","(7, 12)","(7, 13)","(7, 16)","(7, 15)","(7, 10)","(7, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 16)","(8, 15)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 16)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
411,296
5,0,6,2,8,1,15,4,3,16,14,13,11,10,12,7,9
7,0,8,4,3,1,6,15,10,5,12,13,16,14,2,11,9
9,1,6,13,4,14,3,16,2,5,7,8,10,12,15,0,11
10,1,13,6,4,16,7,2,5,14,12,15,9,8,3,11,0
11,1,13,14,7,16,5,2,3,12,15,10,9,8,4,0,6
12,1,13,14,16,7,6,3,4,2,5,15,10,9,8,11,0
13,0,14,15,8,1,2,4,3,12,16,9,10,11,6,7,5
16,0,14,1,2,3,8,15,6,4,13,12,11,9,10,5,7
0,8,2,6,10,5,11,12,3,13,14,16,15,9,7,4,1
0,15,1,14,13,2,4,6,7,5,16,12,9,10,8,11,3
1,5,0,6,2,8,15,4,3,16,14,13,11,10,12,7,9
1,7,2,5,4,3,11,12,13,16,6,15,10,9,8,0,14
1,13,0,14,15,8,2,4,3,12,16,9,10,11,6,7,5
1,16,0,14,2,3,8,15,6,4,13,12,11,9,10,5,7
2,5,0,6,8,1,15,4,10,11,12,3,13,14,16,7,9
2,9,1,6,13,4,14,3,16,5,7,8,10,12,15,0,11
2,10,3,11,8,12,13,6,4,16,7,9,15,5,14,0,1
2,11,1,13,14,7,16,5,3,12,15,10,9,8,4,0,6
2,12,1,13,14,16,7,6,3,4,5,15,10,9,8,11,0
2,13,0,14,15,8,1,4,3,12,16,9,10,11,6,7,5
2,16,0,14,1,3,8,15,6,4,13,12,11,9,10,5,7
3,7,0,8,4,1,6,15,10,5,12,13,16,14,2,11,9
3,9,1,6,13,4,14,16,2,5,7,8,10,12,15,0,11
3,11,1,13,14,7,16,5,2,12,15,10,9,8,4,0,6
3,12,1,13,14,16,7,6,4,2,5,15,10,9,8,11,0
3,13,0,14,15,8,1,2,4,12,16,11,9,10,6,7,5
3,16,0,14,1,2,8,15,6,4,13,12,11,9,10,5,7
4,5,0,6,2,8,1,15,3,16,14,13,11,10,12,7,9
4,7,0,8,3,1,6,15,10,5,12,13,16,14,2,11,9
4,9,1,6,13,14,3,16,2,5,7,8,10,12,15,0,11
4,10,1,13,6,16,7,2,5,14,12,15,9,8,3,11,0
4,12,1,13,14,16,7,6,3,2,5,15,10,9,8,11,0
4,13,0,14,15,8,1,2,3,12,16,9,10,11,6,7,5
4,16,0,14,1,2,3,8,15,6,13,12,9,10,11,5,7
6,5,0,2,8,1,15,4,3,16,14,13,11,10,12,7,9
6,7,0,8,4,3,1,15,10,5,12,13,16,14,2,11,9
6,9,1,13,4,14,3,16,2,5,7,12,15,10,8,11,0
6,10,1,13,4,16,7,2,5,14,12,15,9,8,3,11,0
6,12,1,13,14,16,7,3,4,2,5,15,10,9,8,11,0
6,16,0,14,1,2,3,8,15,4,12,9,10,13,11,5,7
8,5,4,7,6,10,12,3,13,16,15,0,1,9,2,11,14
8,7,2,6,10,5,11,12,3,13,14,16,15,0,4,1,9
8,10,4,7,6,5,12,3,13,16,15,0,1,9,2,11,14
8,11,2,6,10,5,12,3,13,14,16,15,0,9,7,4,1
8,12,2,6,10,5,11,3,13,14,16,15,0,9,7,4,1
8,13,2,6,10,5,11,12,3,14,16,15,0,4,9,1,7
8,16,2,6,10,5,11,12,3,13,14,15,0,9,7,4,1
14,9,1,6,13,4,3,16,2,5,7,8,10,0,12,15,11
14,10,1,13,6,4,16,7,2,5,12,15,9,8,3,11,0
14,11,1,13,7,16,5,2,3,12,15,10,9,8,4,6,0
14,12,1,13,16,7,6,3,4,2,5,15,10,9,8,11,0
14,13,0,15,8,1,2,4,3,6,7,5,16,12,11,10,9
14,16,0,1,2,3,8,15,6,4,5,13,7,11,10,12,9
15,5,1,14,13,0,2,4,6,7,16,12,11,9,8,10,3
15,7,3,13,0,12,11,2,4,6,8,16,14,1,10,9,5
15,11,1,14,13,0,2,4,6,7,5,16,3,12,9,10,8
15,12,1,14,13,0,2,4,6,7,5,16,3,9,10,8,11
15,13,1,14,0,2,4,6,7,5,16,12,9,10,8,11,3
15,16,1,14,13,0,2,4,6,7,5,12,9,10,8,11,3
0,1,14
0,2,15,3,13,12,11,4,6,8,7,16,14,1,10,9,5
0,3,8,5,1,2,15,4,6,7,9,12,11,16,14,13,10
0,4,15,1,14,13,2,6,7,5,16,12,9,10,8,11,3
0,6,8,2,10,5,11,12,3,13,14,16,15,4,7,1,9
0,6,15,1,14,13,2,4,7,5,16,12,9,8,10,11,3
0,14,8,13,1,2,15,3,4,16,5,6,7,11,10,12,9
0,14,15,1,13,2,4,6,7,5,16,8,3,12,10,9,11
1,2,5,3,6,7,8,11,4,9,12,10,15,16,13,14,0
1,2,13,0,14,15,8,4,3,12,16,9,10,11,6,7,5
1,2,16,0,14,3,8,15,6,4,13,12,11,9,10,7,5
1,3,7,2,5,4,11,12,13,16,6,15,10,9,8,14,0
1,3,13,0,14,15,8,2,4,12,16,11,9,10,6,7,5
1,3,16,0,14,2,8,15,6,4,13,12,11,9,10,5,7
1,4,5,0,6,2,8,15,3,16,14,13,11,10,12,7,9
1,4,7,2,5,3,11,12,13,16,6,15,10,9,8,0,14
1,4,13,0,14,15,8,2,3,12,16,9,10,11,6,7,5
1,4,16,0,14,2,3,8,15,6,13,12,9,10,11,5,7
1,6,5,0,2,8,15,4,3,16,14,13,11,10,12,7,9
1,6,7,2,5,4,3,11,12,13,16,15,10,9,8,0,14
1,6,16,0,14,2,3,8,15,4,12,9,10,13,11,5,7
1,14,13,0,15,8,2,4,3,6,7,5,16,12,11,10,9
1,14,16,0,2,3,8,15,6,4,5,13,11,10,12,9,7
2,3,9,1,6,13,4,14,16,5,7,8,10,12,15,0,11
2,3,11,8,0,5,16,15,14,13,10,6,12,1,4,7,9
2,3,12,1,13,14,16,7,6,4,5,15,10,9,8,11,0
2,3,13,0,14,15,8,1,4,12,16,11,9,10,6,7,5
2,3,16,0,14,1,8,15,6,4,13,12,11,9,10,5,7
2,4,5,0,6,8,1,15,10,11,12,3,13,14,16,7,9
2,4,9,1,6,13,14,3,16,5,7,8,10,12,15,0,11
2,4,10,3,11,8,12,13,6,16,7,9,15,5,14,0,1
2,4,12,1,13,14,16,7,6,3,5,15,10,9,8,11,0
2,4,13,0,14,15,8,1,3,12,16,9,10,11,6,7,5
2,4,16,0,14,1,3,8,15,6,13,12,9,10,11,5,7
2,6,5,0,8,1,15,4,10,11,12,3,13,14,16,7,9
2,6,9,1,13,4,14,3,16,5,7,12,15,10,8,11,0
2,6,10,3,11,8,12,13,4,16,7,9,15,5,14,0,1
2,6,12,1,13,14,16,7,3,4,5,15,10,9,8,11,0
2,6,16,0,14,1,3,8,15,4,12,9,10,13,11,5,7
2,14,9,10,11,6,12,13,4,16,5,7,8,15,3,1,0
2,14,10,9,11,12,13,6,4,16,7,5,8,15,3,1,0
2,14,11,8,3,0,5,16,15,13,10,6,12,1,9,7,4
2,14,12,8,3,0,5,16,15,13,11,10,6,1,9,7,4
2,14,13,0,15,8,1,4,3,6,7,5,16,12,11,10,9
2,14,16,0,1,3,8,15,6,4,5,13,7,9,12,11,10
2,15,5,3,13,0,12,11,4,6,8,7,16,1,9,10,14
2,15,11,4,10,12,9,13,7,16,5,3,8,6,14,1,0
2,15,12,3,13,0,11,4,6,8,7,16,14,1,10,9,5
2,15,13,3,0,12,11,4,6,8,7,16,1,14,10,9,5
2,15,16,3,13,0,12,11,4,6,8,7,14,1,10,9,5
3,4,7,0,8,1,6,15,10,5,12,13,16,14,2,11,9
3,4,9,1,6,13,14,16,2,5,7,8,10,12,15,0,11
3,4,12,1,13,14,16,7,6,2,5,15,10,9,8,11,0
3,4,13,0,14,15,8,1,2,12,16,11,9,10,6,7,5
3,4,16,0,14,1,2,8,15,6,13,12,11,9,10,5,7
3,6,7,0,8,4,1,15,10,5,12,13,16,14,2,11,9
3,6,9,1,13,4,14,16,2,5,7,12,15,10,8,11,0
3,6,12,1,13,14,16,7,4,2,5,15,10,9,8,11,0
3,6,16,0,14,1,2,8,15,4,13,12,11,9,10,5,7
3,8,7,5,2,1,6,9,12,4,11,0,16,15,14,13,10
3,8,11,6,10,12,9,7,15,16,5,2,13,4,14,1,0
3,8,12,5,2,1,6,7,9,4,11,0,16,15,14,13,10
3,8,13,6,12,15,10,16,9,1,7,2,4,14,5,0,11
3,8,16,5,2,1,6,7,9,12,4,11,10,15,0,14,13
4,6,5,0,2,8,1,15,3,16,14,13,11,10,12,7,9
4,6,7,0,8,3,1,15,10,5,12,13,16,14,2,11,9
4,6,9,1,13,14,3,16,2,5,7,12,15,10,8,11,0
4,6,10,1,13,16,7,2,5,14,12,15,9,8,3,11,0
4,6,12,1,13,14,16,7,3,2,5,15,10,9,8,11,0
4,6,16,0,14,1,2,3,8,15,13,12,9,10,11,5,7
4,15,5,1,14,13,0,2,6,7,16,12,9,10,11,8,3
4,15,7,3,13,0,12,11,2,6,8,16,14,1,10,9,5
4,15,12,1,14,13,0,2,6,7,5,16,3,9,10,8,11
4,15,13,1,14,0,2,6,7,5,16,12,9,10,8,11,3
4,15,16,1,14,13,0,2,6,7,5,12,9,10,8,11,3
6,8,5,4,7,10,12,3,13,16,15,0,1,11,2,14,9
6,8,7,2,10,5,11,12,3,13,14,16,15,0,4,1,9
6,8,10,4,7,5,12,3,13,16,15,0,1,2,11,9,14
6,8,12,2,10,5,11,3,13,14,16,15,0,4,7,1,9
6,8,16,2,10,5,11,12,3,13,14,15,0,4,7,1,9
6,15,5,1,14,13,0,2,4,7,16,12,9,8,10,11,3
6,15,7,3,13,0,12,11,2,4,8,16,10,9,1,14,5
6,15,12,1,14,13,0,2,4,7,5,16,3,9,8,10,11
6,15,16,1,14,13,0,2,4,7,5,12,9,8,10,11,3
8,10,5,4,7,6,12,3,13,16,15,0,1,9,2,14,11
8,14,10,9,7,6,5,11,12,3,13,16,4,2,1,15,0
8,14,11,9,7,6,5,12,3,13,16,1,15,10,0,2,4
8,14,12,9,7,6,5,11,3,13,16,1,15,10,0,2,4
8,14,13,9,7,6,5,11,12,3,16,1,15,10,0,2,4
8,14,16,9,7,6,5,11,12,3,13,1,15,10,0,2,4
8,15,0,5,1,2,4,6,3,16,14,13,7,11,10,12,9
8,15,5,4,7,6,10,12,3,13,16,0,1,9,2,11,14
8,15,7,4,6,10,5,12,3,13,16,0,9,1,2,11,14
8,15,11,4,7,6,10,5,12,3,13,16,0,9,2,1,14
8,15,12,4,7,6,10,5,3,13,16,0,1,9,2,11,14
8,15,13,6,12,10,16,9,1,7,2,4,3,14,5,11,0
8,15,16,5,1,2,12,11,10,9,7,6,4,0,3,14,13
14,15,11,1,13,0,2,4,6,7,5,16,3,8,12,10,9
14,15,12,1,13,0,2,4,6,7,5,16,3,8,10,9,11
14,15,13,1,0,2,4,6,7,5,16,3,8,9,11,10,12
