0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 14)","(0, 2)","(0, 12)","(0, 4)","(0, 10)","(0, 6)","(0, 9)","(0, 7)","(0, 1)","(0, 8)","(0, 13)","(0, 5)","(0, 3)","(0, 11)","(1, 11)","(1, 7)","(1, 2)","(1, 8)","(1, 9)","(1, 4)","(1, 14)","(1, 3)","(1, 5)","(1, 13)","(1, 12)","(1, 6)","(2, 12)","(2, 8)","(2, 9)","(2, 3)","(2, 10)","(2, 4)","(2, 5)","(2, 6)","(2, 13)","(2, 14)","(3, 13)","(3, 10)","(3, 4)","(3, 11)","(3, 5)","(3, 6)","(3, 14)","(3, 8)","(3, 7)","(4, 12)","(4, 11)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 11)","(5, 12)","(5, 6)","(5, 7)","(5, 8)","(5, 10)","(6, 14)","(6, 8)","(6, 13)","(6, 7)","(6, 9)","(6, 11)","(6, 12)","(7, 9)","(7, 12)","(7, 14)","(7, 8)","(7, 10)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 12)","(9, 13)","(9, 10)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(11, 12)","(11, 14)","(11, 13)","(12, 13)","(12, 14)","(13, 14)"
1981,447
0,10,1,11,3,9,2,12,8,7,13,14,5,4,6
0,1,7,2,9,12,14,8,5,10,4,6,3,13,11
0,1,11,2,10,5,4,12,9,3,8,14,6,13,7
0,2,10,1,11,3,9,12,8,7,13,14,5,4,6
0,3,10,1,11,9,2,12,8,7,13,14,5,4,6
0,5,10,1,11,3,9,2,12,8,7,13,14,4,6
0,7,10,2,9,12,1,14,8,5,4,6,3,13,11
0,8,10,1,11,3,9,2,12,7,13,14,5,4,6
0,9,10,1,11,3,2,12,8,7,13,14,5,4,6
0,11,10,2,1,5,4,12,9,3,8,14,6,13,7
0,12,10,1,11,3,9,2,8,7,13,14,5,4,6
0,13,10,1,11,3,9,2,12,8,7,14,5,4,6
0,14,10,1,11,3,9,2,12,8,7,13,5,4,6
0,1,2,9,3,7,13,8,10,11,6,4,12,14,5
0,1,2,12,3,7,4,5,11,13,10,14,8,6,9
0,1,3,7,2,9,12,14,8,5,10,4,6,13,11
0,1,3,11,2,10,5,4,12,9,8,14,6,13,7
0,1,4,7,2,9,12,14,8,5,10,6,3,13,11
0,1,4,11,2,10,5,12,9,3,8,14,6,13,7
0,1,5,7,2,9,12,14,8,10,4,6,3,11,13
0,1,5,11,2,10,4,12,9,3,8,14,6,13,7
0,1,6,7,2,9,12,14,8,5,10,4,3,13,11
0,1,6,11,2,10,5,4,12,9,3,8,14,13,7
0,1,8,7,2,9,12,14,5,10,4,6,3,13,11
0,1,8,11,2,10,5,4,12,9,3,14,6,13,7
0,1,9,7,3,13,8,2,10,11,6,4,12,14,5
0,1,9,11,3,7,13,8,2,10,6,4,12,14,5
0,1,12,7,3,2,4,5,11,13,10,14,8,6,9
0,1,12,11,3,7,2,4,5,13,10,14,8,6,9
0,1,13,11,2,10,5,4,12,9,3,8,14,6,7
0,1,14,7,2,9,12,8,5,10,4,6,3,13,11
0,1,14,11,2,10,5,4,12,9,3,8,6,13,7
0,2,3,10,4,11,9,12,8,7,5,1,14,6,13
0,2,5,10,1,11,3,9,12,8,7,13,14,4,6
0,2,8,10,1,11,3,9,12,7,13,14,5,4,6
0,2,9,10,7,12,8,1,3,4,5,6,14,11,13
0,2,12,10,4,11,3,9,8,7,5,1,14,6,13
0,2,13,10,1,11,3,9,12,8,7,14,5,4,6
0,2,14,10,1,11,3,9,12,8,7,13,5,4,6
0,3,5,10,1,11,9,2,12,8,7,13,14,4,6
0,3,7,10,4,11,9,2,12,8,5,1,14,6,13
0,3,8,10,1,11,9,2,12,7,13,14,5,4,6
0,3,11,10,4,9,2,12,8,7,5,13,1,6,14
0,3,13,10,1,11,9,2,12,8,7,14,5,4,6
0,3,14,10,1,11,9,2,12,8,7,13,5,4,6
0,5,7,10,2,9,12,1,14,8,4,6,3,11,13
0,5,8,10,1,11,3,9,2,12,7,13,14,4,6
0,5,11,10,2,1,4,12,9,3,8,14,6,13,7
0,5,12,10,1,11,3,9,2,8,7,13,14,4,6
0,7,8,10,2,9,12,1,14,5,4,6,3,13,11
0,7,9,10,6,11,3,2,12,8,13,14,5,1,4
0,7,11,1,2,9,12,14,8,5,10,4,6,3,13
0,7,11,10,2,9,12,1,14,8,5,4,6,3,13
0,7,12,10,4,11,3,9,2,8,5,1,14,6,13
0,7,14,10,2,9,12,1,8,5,4,6,3,13,11
0,8,9,10,1,11,3,2,12,7,13,14,5,4,6
0,8,11,10,2,1,5,4,12,9,3,14,6,13,7
0,8,12,10,1,11,3,9,2,7,13,14,5,4,6
0,8,13,10,1,11,3,9,2,12,7,14,5,4,6
0,9,11,10,6,3,2,12,8,7,13,14,5,4,1
0,9,12,10,1,11,3,2,8,7,13,14,5,4,6
0,9,13,10,1,11,3,2,12,8,7,14,5,4,6
0,11,12,10,4,3,9,2,8,7,5,13,1,6,14
0,11,13,10,2,1,5,4,12,9,3,8,14,6,7
0,11,14,10,2,1,5,4,12,9,3,8,6,13,7
0,12,13,10,1,11,3,9,2,8,7,14,5,4,6
0,12,14,10,1,11,3,9,2,8,7,13,5,4,6
0,13,14,10,1,11,3,9,2,12,8,7,5,4,6
0,1,2,3,13,5,12,6,10,8,11,7,4,14,9
0,1,2,3,14,5,7,6,12,11,10,9,8,4,13
0,1,2,4,9,5,7,12,8,10,11,6,14,3,13
0,1,2,4,12,3,7,5,11,13,10,14,8,6,9
0,1,2,5,12,3,7,4,11,13,10,14,8,6,9
0,1,2,6,9,3,7,13,8,10,11,4,12,14,5
0,1,2,6,12,3,7,4,5,11,13,10,14,8,9
0,1,2,8,9,3,7,13,10,11,6,4,12,14,5
0,1,2,8,12,3,7,4,5,11,13,10,14,6,9
0,1,2,13,9,5,3,12,6,10,8,11,7,4,14
0,1,2,13,12,5,3,6,10,8,11,4,14,7,9
0,1,2,14,12,5,7,6,11,3,10,9,8,4,13
0,1,3,4,7,2,9,12,14,8,5,10,6,13,11
0,1,3,4,11,2,10,5,12,9,8,14,6,13,7
0,1,3,5,7,2,9,12,14,8,10,4,6,13,11
0,1,3,5,11,2,10,4,12,9,8,14,6,13,7
