0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"(0, 2)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(0, 14)","(0, 16)","(0, 18)","(1, 2)","(1, 4)","(1, 10)","(1, 11)","(1, 13)","(2, 3)","(2, 6)","(2, 7)","(2, 10)","(2, 12)","(2, 13)","(2, 14)","(3, 7)","(3, 9)","(3, 13)","(3, 15)","(3, 18)","(4, 7)","(4, 9)","(4, 10)","(4, 14)","(4, 15)","(4, 17)","(4, 18)","(5, 7)","(5, 9)","(5, 11)","(5, 13)","(5, 14)","(5, 15)","(5, 16)","(5, 17)","(5, 18)","(6, 8)","(6, 12)","(6, 13)","(6, 15)","(6, 16)","(7, 14)","(7, 15)","(7, 16)","(8, 9)","(8, 12)","(8, 16)","(8, 17)","(9, 10)","(9, 11)","(9, 12)","(9, 16)","(9, 17)","(9, 18)","(11, 13)","(11, 15)","(11, 16)","(11, 17)","(11, 18)","(12, 17)","(12, 18)","(13, 14)","(13, 15)","(13, 16)","(13, 18)","(14, 18)","(15, 16)","(15, 17)","(15, 18)"
183,98
0,1,2,10
1,0,2,10
3,0,2,7,9,18,10,12,13,14,4,5,16,15,1,6,8,17,11
4,0,7,9,10,14,18,3,5,16,2,15,13,17,11,6,1,12,8
11,0,5,9,16,18,13,15,2,6,14,3,7,4,17,1,10,12,8
12,0,2,6,8,9,18,3,10,13,14,16,15,7,4,1,5,11,17
13,0,2,5,6,14,16,18,7,3,12,15,9,11,4,8,17,10,1
15,2,3,6,7,13,0,16,5,14,18,9,4,12,11,17,10,8,1
17,1,4,11,9,15,18,10,3,5,16,13,12,0,2,7,14,8,6
2,3,0,7,9,18,4,5,16,14,15,10,12,13,1,17,6,11,8
2,12,0,6,8,9,18,16,13,15,3,10,14,7,5,11,1,17,4
2,13,0,5,6,14,16,18,7,15,12,9,11,3,4,17,8,10,1
4,1,9,10,11,15,17,18,13,3,5,16,12,0,14,2,6,7,8
5,0,6,13,15,16,2,14,18,7,3,12,4,9,11,17,8,10,1
5,1,11,13,15,4,7,9,14,17,18,2,16,3,0,10,12,6,8
5,10,0,9,15,4,6,7,16,18,3,11,17,14,1,13,2,8,12
5,11,0,9,16,18,13,15,2,6,14,3,7,4,17,1,10,12,8
6,0,1,2,13,10,5,14,16,18,15,11,7,9,4,12,3,17,8
7,0,1,2,4,10,14,9,18,13,5,3,16,11,12,15,6,17,8
7,3,1,2,4,13,10,14,9,15,18,5,16,0,11,12,17,6,8
7,4,13,2,3,5,14,15,16,1,18,10,0,6,12,9,17,11,8
7,15,2,3,6,13,0,16,5,14,18,9,4,12,11,17,10,8,1
8,0,5,9,16,17,11,15,18,6,7,3,4,12,13,14,2,10,1
9,0,4,7,10,14,18,3,5,16,2,15,13,17,11,6,12,1,8
9,3,7,0,4,5,16,2,18,10,14,15,17,13,12,1,6,11,8
9,4,7,0,3,5,16,10,14,18,2,15,13,17,1,11,12,6,8
9,11,4,1,15,17,18,10,13,3,5,16,12,0,2,14,6,7,8
9,12,7,0,3,4,5,16,2,6,8,18,10,14,15,13,17,1,11
9,17,3,15,4,5,11,16,18,7,14,1,13,8,0,12,2,10,6
10,0,1,2
10,1,0,2
10,4,0,7,9,14,18,2,3,5,16,15,1,12,13,6,17,11,8
10,8,0,9,15,4,6,16,17,5,7,18,3,11,14,1,2,12,13
10,16,0,9,4,7,15,14,18,2,3,5,6,11,17,13,12,1,8
11,1,0,5,9,16,18,2,10,13,7,14,4,3,12,15,6,17,8
13,1,0,2,5,6,14,16,18,10,7,3,12,11,15,9,4,8,17
14,0,1,2,4,13,10,7,9,18,15,5,6,16,3,11,12,17,8
14,4,6,0,2,13,15,7,9,10,18,5,16,1,3,8,12,11,17
14,13,1,2,4,7,10,15,18,3,5,16,0,9,11,6,12,17,8
15,3,6,2,13,7,0,16,5,14,18,9,4,12,11,17,8,10,1
16,0,4,7,9,15,10,14,18,3,5,2,11,17,6,13,1,12,8
16,1,11,13,4,7,9,15,17,18,14,2,5,3,0,10,8,12,6
16,11,0,5,9,18,13,15,2,6,14,3,7,4,17,1,10,12,8
18,0,4,7,9,10,14,3,5,15,16,2,13,17,6,11,12,1,8
18,3,8,0,9,12,2,7,6,13,14,10,4,5,15,16,11,1,17
18,4,8,0,9,12,17,7,10,14,2,6,5,11,15,3,16,1,13
18,11,4,1,9,15,17,13,10,3,5,16,12,14,2,6,0,7,8
18,12,8,0,9,2,6,3,13,14,10,15,16,7,5,11,1,4,17
18,13,2,0,3,12,14,5,6,16,7,9,8,15,17,11,4,10,1
18,15,2,0,3,12,13,14,6,7,5,16,9,8,17,4,11,10,1
0,2,6,9,3,10,12,8,16,7,18,13,15,4,5,14,11,1,17
0,2,7,13,5,6,14,16,18,3,15,9,12,4,11,10,8,17,1
