0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 1)","(0, 14)","(0, 13)","(0, 4)","(0, 9)","(0, 8)","(0, 11)","(0, 6)","(0, 5)","(1, 2)","(1, 6)","(1, 8)","(1, 12)","(1, 14)","(2, 3)","(2, 14)","(2, 12)","(2, 4)","(2, 13)","(2, 6)","(3, 5)","(3, 8)","(3, 7)","(3, 10)","(3, 13)","(4, 5)","(4, 10)","(4, 13)","(4, 14)","(4, 11)","(4, 12)","(5, 9)","(5, 11)","(5, 10)","(5, 14)","(5, 8)","(6, 14)","(6, 7)","(7, 13)","(7, 8)","(7, 9)","(8, 12)","(9, 11)","(10, 11)","(12, 14)"
131,69
2,0,1,14,4,13,6,12,7,8,3,9,5,10,11
3,0,5,8,13,4,7,10,2,12,6,9,11,14,1
7,2,13,3,6,0,9,8,1,14,4,5,11,12,10
12,0,14,8,1,4,5,2,3,13,6,10,7,11,9
0,1,5,8,14,12,4,2,13,6,3,7,10,9,11
0,4,3,13,8,5,10,2,7,12,1,14,11,6,9
0,5,3,13,8,4,7,10,2,12,6,9,11,14,1
0,10,4,11,5,8,3,12,13,2,14,1,7,6,9
0,13,3,8,5,7,4,6,9,10,2,12,1,14,11
1,2,0,14,4,13,6,12,7,8,3,9,5,10,11
1,9,0,10,4,2,12,14,11,5,8,3,13,6,7
1,11,0,5,8,14,12,4,2,13,6,3,7,10,9
1,12,0,14,8,4,5,2,3,13,6,10,7,11,9
4,2,10,3,5,13,14,0,1,6,11,8,12,7,9
4,9,0,5,11,8,12,7,14,1,13,6,3,2,10
4,10,0,11,5
4,12,1,0,2,14,8,13,6,5,3,7,9,10,11
5,3,7,9,8,0,13,6,4,2,14,1,10,11,12
6,2,0,1,14,4,13,12,7,8,3,9,5,10,11
6,7,13,0,2,9,8,1,14,4,3,11,5,12,10
6,11,0
7,3,6,2,13,0,9,8,5,1,14,4,11,12,10
8,3,0,5,13,4,7,12,10,2,6,9,14,1,11
8,7,2,3,1,12,13,6,0,4,14,9,5,10,11
8,12,0,14,1,4,5,2,3,13,6,10,7,11,9
9,7,10,11,5,3,8,0,13,6,4,2,14,1,12
9,14,5,0,3,7,2,13,8,6,1,4,11,12,10
10,3,4,2,5,13,14,0,11,8,1,6,12,7,9
10,0,4,11,5,9,13,3,7,8,2,6,12,1,14
10,0,4,11,5,14,8,3,12,1,13,2,7,6,9
11,2,4,10,3,5,13,14,0,1,6,8,12,7,9
13,2,1,0,14,4,6,12,7,8,3,9,5,10,11
13,3,1,0,2,8,5,14,4,6,12,7,9,10,11
13,7,2,3,6,0,9,8,1,14,4,5,11,12,10
14,2,0,1,4,13,6,12,7,8,3,9,5,10,11
14,11,0,5,4,8,12,1,2,13,6,3,7,10,9
14,12,0,8,1,4,5,2,3,13,6,10,7,11,9
0,1,6,10,4,11,5,2,12,14,8,3,7,13,9
0,4,5,8,12,14,1,2,13,6,3,7,10,9,11
0,8,5,10,4,11,3,12,13,2,14,1,7,6,9
0,9,5,3,13,8,7,4,6,11,10,2,12,14,1
0,9,4,11,5,14,8,7,12,1,13,6,3,2,10
0,11,4,3,13,8,5,10,2,7,12,1,14,6,9
0,11,5,3,13,8,10,4,7,2,12,6,9,1,14
0,13,4,10,11,5,3,8,2,7,12,1,14,6,9
0,14,1,5,8,12,4,2,13,6,3,7,10,9,11
0,14,4,3,13,8,5,2,10,7,1,12,6,11,9
0,14,5,3,13,8,2,4,7,1,12,6,10,9,11
1,6,2,11,0,4,14,13,12,5,7,8,3,9,10
1,8,12,0,14,4,5,2,3,13,6,10,7,11,9
1,12,2,0,14,8,4,13,6,5,3,7,9,10,11
1,14,2,5,0,8,3,4,13,6,12,10,7,11,9
1,14,12,0,8,4,5,2,3,13,6,10,7,11,9
4,5,10,0,11
4,11,10,0,5
4,11,12,1,0,2,14,8,13,6,5,3,7,10,9
4,12,2,10,3,5,13,8,14,0,7,1,6,11,9
4,13,2,11,0,1,14,6,12,5,7,8,3,9,10
5,3,8,9,7,0,13,6,4,2,14,1,10,12,11
5,10,3,7,9,8,11,0,4,13,6,2,12,14,1
6,14,2,0,1,4,13,12,7,8,3,9,5,10,11
14,4,2,11,0,5,1,13,6,3,12,8,7,10,9
14,4,12,1,0,2,8,13,6,5,3,7,9,10,11
0,11,4,5,8,12,14,1,2,13,6,3,7,10,9
0,11,9,5,3,13,8,10,7,4,6,2,12,14,1
0,14,4,5,8,12,1,2,13,6,3,7,10,9,11
1,6,14,2,11,0,5,4,13,8,3,12,7,10,9
1,14,12,2,5,0,8,4,3,13,6,10,7,11,9
4,5,10,11
