0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 2)","(0, 6)","(0, 10)","(0, 13)","(1, 4)","(1, 9)","(2, 4)","(3, 5)","(3, 7)","(3, 8)","(3, 12)","(3, 14)","(4, 5)","(4, 14)","(4, 15)","(5, 10)","(5, 11)","(5, 16)","(6, 8)","(7, 8)","(7, 11)","(7, 15)","(8, 13)","(8, 14)","(9, 14)","(10, 12)","(10, 14)","(11, 14)","(12, 15)","(13, 15)","(15, 16)"
100,33
3,4,5,14,10,11,12,7,15,8,16,13,0,6,1,2,9
4,0,1,2
9,0,1
11,4,5,14,3,10,7,12,15,8,16,13,0,1,2,6,9
16,0,5,10,15,13,4,3,8,12,1,2,14,6,7,9,11
0,4,1,2,12,10,15,5,14,13,3,16,11,8,9,6,7
0,8,6,13,5,10,3,15,4,16,14,12,7,1,2,11,9
1,5,4,14,9,3,10,11,12,7,0,15,8,6,13,2,16
1,6,0,9,8,14,13,4,10,15,2,5,7,12,16,3,11
1,10,0,5,4,14,2,9,3,11,12,8,6,13,7,15,16
1,14,4,9,13,0,8,15,10,2,6,7,5,12,3,11,16
2,5,4,14,3,10,11,12,7,0,15,8,6,13,1,16,9
2,6,0,9,1,4,14,8,13,10,15,5,7,12,16,3,11
2,10,0,5,4,14,1,3,11,9,12,8,6,13,7,15,16
2,14,4,13,0,8,15,10,1,6,7,5,12,3,11,9,16
3,5,7,11,14,4,10,8,15,12,16,13,0,6,1,2,9
5,4,0,10,1,2,14,3,11,9,12,8,6,13,7,15,16
6,3,8,5,0,10,13,12,14,15,4,16,11,7,1,2,9
7,3,5,11,14,8,4,10,15,12,16,13,0,6,1,2,9
7,4,15,0,8,6,13,1,2,14,9,3,11,10,5,12,16
8,3,4,14,5,10,11,12,7,15,13,16,0,6,1,2,9
10,9,14,7,5,3,12,11,15,8,4,1,16,13,0,6,2
11,5,15,7,4,16,3,14,12,10,8,13,0,6,1,2,9
12,0,10,11,3,5,7,15,14,8,6,13,4,16,1,2,9
12,3,6,8,10,0,14,13,5,4,11,15,16,1,2,7,9
12,4,15,11,3,5,10,7,14,16,8,13,0,1,2,6,9
12,7,3,15,6,8,10,0,13,14,5,11,4,16,1,2,9
12,8,3,6,10,0,14,5,13,4,11,15,16,1,2,7,9
13,3,8,6,0,10,5,12,14,4,15,16,11,1,2,7,9
14,0,10,5,3,4,11,12,8,6,13,7,1,2,15,9,16
14,3,5,4,10,11,12,7,15,8,16,13,0,6,1,2,9
14,4,0,10,1,2,5,9,3,11,12,8,6,13,7,15,16
15,4,0,13,1,2
