0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 10)","(0, 11)","(0, 14)","(0, 15)","(0, 16)","(1, 5)","(1, 6)","(1, 9)","(1, 10)","(1, 12)","(1, 13)","(2, 5)","(2, 6)","(2, 16)","(3, 5)","(3, 7)","(3, 8)","(3, 9)","(3, 11)","(3, 14)","(3, 15)","(3, 16)","(3, 17)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 15)","(5, 6)","(5, 7)","(5, 9)","(5, 11)","(5, 14)","(5, 17)","(6, 7)","(6, 8)","(6, 10)","(6, 11)","(6, 13)","(7, 8)","(7, 9)","(7, 12)","(7, 13)","(7, 15)","(8, 10)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(9, 14)","(9, 16)","(10, 12)","(10, 15)","(11, 12)","(11, 14)","(11, 17)","(12, 13)","(12, 17)","(13, 16)","(15, 17)"
129,76
0,4,5,6,7,8,15,3,17,10,11,14,16,9,12,1,2,13
1,0,5,6,10,9,7,11,14,16,4,12,13,8,15,3,2,17
2,0,5,6,16,3,9,13,7,8,11,14,15,10,1,4,12,17
3,0,5,7,8,11,14,15,16,4,6,17,2,9,12,13,10,1
4,1,5,6,9,7,10,11,12,13,0,8,15,3,17,16,14,2
9,0,5,7,10,11,14,16,1,6,2,3,8,12,15,13,4,17
12,0,7,10,11,6,8,9,15,3,5,1,13,4,14,16,17,2
13,0,6,7,8,16,2,3,9,5,11,14,15,1,12,10,4,17
17,1,5,12,7,9,11,3,15,6,13,0,8,16,14,10,4,2
0,5,4,6,7,8,15,10,3,17,1,9,12,11,14,16,13,2
3,1,5,9,13,7,8,16,6,12,0,10,4,2,11,17,14,15
4,2,5,6,3,7,8,9,15,16,11,0,13,12,10,1,17,14
5,1,0,6,10,9,7,11,14,16,4,12,13,8,15,3,2,17
5,2,0,6,16,13,3,9,1,7,8,12,11,14,15,10,4,17
5,3,0,7,8,11,14,15,16,6,9,12,13,4,10,17,2,1
5,4,1,6,9,7,10,11,12,13,0,8,15,3,17,16,14,2
5,9,0,7,10,11,14,16,6,8,12,15,3,13,1,2,4,17
5,17,1,12,7,9,11,3,15,6,13,0,8,16,14,4,10,2
6,0,4,5,7,8,15,3,17,10,11,14,16,9,12,1,2,13
6,1,0,5,10,9,4,7,11,14,16,8,15,12,13,3,2,17
