0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 9)","(0, 10)","(0, 14)","(1, 3)","(1, 6)","(1, 7)","(1, 9)","(1, 10)","(1, 12)","(1, 15)","(1, 16)","(2, 3)","(2, 4)","(2, 7)","(2, 8)","(2, 10)","(2, 13)","(2, 15)","(2, 16)","(2, 17)","(3, 4)","(3, 7)","(3, 9)","(3, 10)","(3, 11)","(3, 13)","(3, 15)","(3, 16)","(4, 6)","(4, 11)","(4, 14)","(4, 16)","(4, 17)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 12)","(5, 14)","(5, 16)","(6, 10)","(6, 11)","(6, 13)","(7, 8)","(7, 14)","(7, 15)","(7, 17)","(8, 11)","(8, 14)","(8, 15)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(11, 12)","(11, 14)","(11, 15)","(11, 16)","(11, 17)","(12, 13)","(12, 15)","(12, 16)","(12, 17)","(14, 16)","(15, 16)"
174,96
7,0,1,2,3,5,14,10,15,16,6,9,12,8,4,11,13,17
8,0,2,5,14,7,16,4,10,1,3,15,17,11,12,6,9,13
11,2,3,4,8,15,16,17,7,14,5,12,1,0,10,9,6,13
12,0,1,5,9,10,6,7,16,14,11,13,4,15,17,2,3,8
13,1,3,6,9,10,12,0,4,11,15,16,5,2,14,17,8,7
15,0,1,2,3,10,7,16,5,14,4,12,8,6,9,11,17,13
16,0,1,2,3,4,5,14,7,10,15,6,9,12,8,11,17,13
17,0,2,4
0,1,2,3,7,10,15,16,5,14,12,4,6,9,8,11,13,17
0,2,1,3,7,10,15,16,5,14,12,4,8,6,9,11,13,17
0,4,1,3,6,16,10,11,13,5,2,14,12,15,9,8,17,7
0,5,4,6,14,16,10,11,1,2,3,9,12,15,8,17,7,13
0,14,3,4,7,9,10,11,16,2,17,6,1,5,15,8,12,13
1,7,2,0,3,10,15,16,5,14,4,12,6,9,8,11,17,13
1,12,8,7,15,5,11,17,3,14,16,0,6,9,2,4,10,13
1,15,2,0,3,7,10,16,5,14,4,12,6,9,8,11,17,13
1,16,2,0,3,7,10,15,4,5,14,12,6,17,11,9,8,13
2,7,1,0,3,10,15,16,5,14,4,12,8,6,9,11,17,13
2,8,6,0,4,10,13,5,11,14,3,9,16,15,12,7,17,1
