0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 8)","(0, 5)","(0, 11)","(0, 14)","(0, 2)","(0, 4)","(0, 13)","(1, 9)","(1, 6)","(1, 7)","(1, 12)","(1, 3)","(1, 10)","(1, 8)","(2, 9)","(2, 8)","(2, 10)","(2, 12)","(2, 3)","(2, 7)","(2, 11)","(2, 13)","(2, 15)","(3, 13)","(3, 14)","(3, 10)","(4, 10)","(4, 13)","(4, 15)","(4, 5)","(4, 11)","(4, 6)","(4, 7)","(4, 14)","(5, 13)","(5, 12)","(5, 11)","(5, 10)","(5, 8)","(5, 15)","(6, 11)","(6, 12)","(6, 14)","(6, 7)","(6, 9)","(6, 10)","(7, 13)","(7, 8)","(7, 9)","(8, 14)","(8, 13)","(8, 15)","(8, 10)","(8, 9)","(8, 11)","(9, 14)","(9, 10)","(9, 11)","(10, 15)","(11, 12)","(12, 13)","(12, 15)","(13, 14)","(14, 15)"
150,84
3,0,13,14,2,9,8,15,1,10,11,7,4,5,12,6
6,0,11,14,4,9,8,2,7,10,1,13,15,5,12,3
7,0,13,8,2,4,14,15,10,5,11,9,6,3,12,1
9,0,2,14,11,8,3,13,15,6,4,1,10,7,5,12
10,0,4,2,8,5,13,15,11,7,14,12,3,6,9,1
12,0,2,5,11,13,8,10,15,4,1,7,14,6,9,3
15,1,8,10,12,2,13,5,11,6,9,3,7,0,4,14
0,2,7,8,4,13,14,15,10,5,11,9,3,6,12,1
0,4,3,14,2,13,10,9,8,15,6,7,11,5,1,12
0,5,3,14,2,13,10,8,15,4,9,6,12,11,1,7
1,3,9,14,2,10,6,8,13,0,15,4,12,7,11,5
1,6,5,12,10,8,11,4,2,15,13,9,7,14,0,3
1,7,5,12,10,8,13,4,6,2,15,11,9,3,0,14
2,3,9,14,1,10,8,13,0,15,6,4,7,12,11,5
2,7,6,9,10,12,11,1,4,8,15,5,13,3,0,14
2,9,6,10,12,7,11,1,15,5,4,8,13,3,14,0
2,10,1,9,8,12,3,7,11,6,14,13,15,5,4,0
2,12,10,6,5,1,15,11,7,9,4,14,13,0,8,3
2,15,7,4,8,10,13,11,0,5,14,9,1,6,3,12
4,6,5,11,12,10,9,2,8,13,15,1,14,7,0,3
4,7,5,13,8,0,14,15,10,11,2,9,6,3,12,1
4,10,3,13,14,5,8,2,9,6,15,0,12,11,7,1
4,15,3,10,13,14,2,8,5,9,6,12,0,7,11,1
5,10,3,13,4,8,2,14,15,11,0,7,1,12,9,6
5,12,10,6,2,1,15,11,4,7,9,14,8,13,0,3
5,15,3,13,10,14,2,4,8,12,9,6,0,11,7,1
8,7,0,13,2,4,10,11,15,5,14,9,1,6,3,12
8,9,0,2,14,11,3,13,15,6,4,1,10,7,5,12
8,10,0,4,2,5,13,15,11,7,14,12,3,6,9,1
8,15,1,10,12,2,5,6,11,13,9,3,7,0,4,14
9,1,5,10,11,8,12,4,2,6,15,13,7,14,0,3
10,1,2,9,7,12,3,8,11,6,14,4,13,5,15,0
11,0,1,6,12,9,8,14,4,7,10,2,5,13,15,3
11,6,3,2,1,14,10,9,12,7,8,13,0,15,4,5
11,9,1,6,12,8,14,7,10,2,5,13,15,0,4,3
11,12,1,6,9,8,14,7,10,2,13,15,5,0,4,3
12,1,5,10,8,2,15,6,13,11,9,3,7,0,4,14
13,0,1,3,7,8,12,14,2,10,4,6,15,5,11,9
13,3,1,7,8,12,2,6,14,10,15,5,11,9,0,4
13,7,1,3,8,12,2,14,10,15,5,11,6,9,0,4
13,12,1,3,7,8,2,14,10,6,15,5,11,9,0,4
14,0,3,2,13,9,8,15,11,1,10,7,4,5,12,6
14,3,12,6,13,15,2,1,10,7,4,11,9,5,8,0
14,6,3,1,10,9,8,4,15,2,7,11,13,0,5,12
14,9,5,8,13,0,15,4,10,11,7,2,12,3,6,1
14,15,3,10,2,4,9,8,6,13,0,11,7,5,1,12
0,2,8,10,5,4,13,12,11,15,7,14,3,1,6,9
0,4,5,10,8,2,7,14,13,15,11,12,1,6,9,3
0,8,5,10,2,4,12,11,13,15,7,14,1,6,9,3
0,8,11,1,6,12,9,14,4,7,10,2,5,13,15,3
0,8,13,1,3,7,12,14,2,10,4,6,5,11,15,9
0,8,14,12,5,11,2,13,15,1,6,4,10,9,3,7
1,6,7,8,11,14,9,10,12,4,2,0,5,3,13,15
1,8,7,6,14,10,9,11,3,13,4,15,0,2,5,12
1,8,9,6,7,14,10,11,13,4,2,3,15,0,5,12
1,8,10,7,4,2,9,6,13,15,5,11,0,14,12,3
2,7,8,6,9,10,12,11,14,1,4,15,5,3,13,0
2,8,9,6,10,12,7,11,14,1,15,5,4,3,13,0
2,8,10,7,4,9,1,6,13,15,11,0,5,14,12,3
2,8,15,9,14,10,3,13,0,6,4,1,5,12,7,11
2,9,7,6,10,12,11,4,8,1,15,5,13,0,14,3
2,11,0,7,6,4,9,8,13,12,10,14,1,15,5,3
2,11,9,7,6,4,8,12,10,1,14,13,15,0,5,3
2,13,0,7,8,4,14,15,10,5,11,9,3,6,12,1
2,13,7,6,9,10,12,11,4,14,8,1,3,5,15,0
4,5,10,14,13,0,8,15,9,3,6,2,12,7,11,1
4,5,11
4,5,13
4,5,15,9,10,11,6,7,14,8,2,1,3,12,0,13
4,11,0,3,10,13,14,2,9,8,5,6,15,12,7,1
4,13,0,3,10,14,2,8,5,9,15,6,7,11,1,12
4,13,14
4,14,0,12,13,15,5,11,6,2,8,7,10,9,3,1
5,8,10,14,13,0,4,15,9,3,6,2,12,7,11,1
5,8,11
5,8,13
5,8,15,9,11,10,14,2,12,4,6,0,3,13,1,7
5,11,0,3,13,10,2,14,4,8,12,9,6,15,7,1
5,13,0,3,10,14,2,4,8,9,15,6,12,11,7,1
8,11,9,1,6,12,14,7,10,2,5,13,15,0,4,3
8,13,7,1,3,12,14,2,10,5,11,15,6,9,4,0
8,13,14
9,1,6,5,10,11,8,12,4,2,15,7,14,13,0,3
13,14,0,3,2,9,8,15,7,11,1,10,4,12,5,6
