0,1,2,3,4,5,6,7,8,9,10,11
"(0, 6)","(0, 1)","(0, 11)","(0, 2)","(0, 3)","(0, 10)","(0, 9)","(0, 4)","(0, 8)","(0, 5)","(1, 3)","(1, 9)","(1, 8)","(1, 7)","(1, 2)","(1, 11)","(1, 4)","(1, 10)","(1, 5)","(1, 6)","(2, 3)","(2, 9)","(2, 8)","(2, 4)","(2, 5)","(2, 11)","(2, 6)","(2, 10)","(2, 7)","(3, 5)","(3, 7)","(3, 9)","(3, 4)","(3, 6)","(3, 11)","(4, 10)","(4, 5)","(4, 6)","(4, 8)","(4, 7)","(5, 9)","(5, 6)","(5, 11)","(5, 8)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(7, 9)","(7, 10)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(9, 10)","(10, 11)"
1041,317
7,0,9,10,3,1,6,5,11,4,2,8
1,7,0,9,10,3,6,5,11,4,2,8
2,7,0,9,10,3,1,6,5,11,4,8
3,7,0,9,10,1,6,5,11,4,2,8
4,7,0,9,10,3,1,6,5,11,2,8
5,7,0,9,10,3,1,6,11,4,2,8
6,7,0,9,10,3,1,5,11,4,2,8
9,7,0,10,3,1,6,5,11,4,2,8
10,7,0,9,3,1,6,5,11,4,2,8
11,7,0,9,10,3,1,6,5,4,2,8
1,2,7,0,9,10,3,6,5,11,4,8
1,3,7,0,9,10,6,5,11,4,2,8
1,4,7,0,9,10,3,6,5,11,2,8
1,5,7,0,9,10,3,6,11,4,2,8
1,6,7,0,9,10,3,5,11,4,2,8
1,9,7,0,10,3,6,5,11,4,2,8
1,10,7,0,9,3,6,5,11,4,2,8
1,11,7,0,9,10,3,6,5,4,2,8
2,3,7,0,9,10,1,6,5,11,4,8
2,4,7,0,9,10,3,1,6,5,11,8
2,5,7,0,9,10,3,1,6,11,4,8
2,6,7,0,9,10,3,1,5,11,4,8
2,9,7,0,10,3,1,6,5,11,4,8
2,10,7,0,9,3,1,6,5,11,4,8
2,11,7,0,9,10,3,1,6,5,4,8
3,4,7,0,9,10,1,6,5,11,2,8
3,5,7,0,9,10,1,6,11,4,2,8
3,6,7,0,9,10,1,5,11,4,2,8
3,9,7,0,10,1,6,5,11,4,2,8
3,11,7,0,9,10,1,6,5,4,2,8
4,5,7,0,9,10,3,1,6,11,2,8
4,6,7,0,9,10,3,1,5,11,2,8
4,10,7,0,9,3,1,6,5,11,2,8
5,6,7,0,9,10,3,1,11,4,2,8
5,9,7,0,10,3,1,6,11,4,2,8
5,10,7,0,9,3,1,6,11,4,2,8
5,11,7,0,9,10,3,1,6,4,2,8
6,9,7,0,10,3,1,5,11,4,2,8
6,10,7,0,9,3,1,5,11,4,2,8
6,11,7,0,9,10,3,1,5,4,2,8
9,10,7,0,3,1,6,5,11,4,2,8
9,11,7,0,10,3,1,6,5,4,2,8
10,11,7,0,9,3,1,6,5,4,2,8
0,1,2,8,3,9,6,5,11,4,7,10
0,1,2,10,3,7,4,9,11,6,5,8
1,2,3,7,0,9,10,6,5,11,4,8
1,2,4,7,0,9,10,3,6,5,11,8
1,2,5,7,0,9,10,3,6,11,4,8
1,2,6,7,0,9,10,3,5,11,4,8
1,2,9,7,0,10,3,6,5,11,4,8
1,2,10,7,3,4,9,11,0,6,5,8
1,2,11,7,0,9,10,3,6,5,4,8
1,3,4,7,0,9,10,6,5,11,2,8
1,3,5,7,0,9,10,6,11,4,2,8
1,3,6,7,0,9,10,5,11,4,2,8
1,3,9,7,0,10,6,5,11,4,2,8
1,3,11,7,0,9,10,6,5,4,2,8
1,4,5,7,0,9,10,3,6,11,2,8
1,4,6,7,0,9,10,3,5,11,2,8
1,4,10,7,0,9,3,6,5,11,2,8
1,5,6,7,0,9,10,3,11,4,2,8
1,5,9,7,0,10,3,6,11,4,2,8
1,5,10,7,0,9,3,6,11,4,2,8
1,5,11,7,0,9,10,3,6,4,2,8
1,6,9,7,0,10,3,5,11,4,2,8
1,6,10,7,0,9,3,5,11,4,2,8
1,6,11,7,0,9,10,3,5,4,2,8
1,9,10,7,0,3,6,5,11,4,2,8
