0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 2)","(0, 3)","(0, 10)","(0, 12)","(0, 4)","(0, 8)","(0, 11)","(0, 9)","(0, 15)","(1, 3)","(1, 4)","(1, 8)","(1, 10)","(1, 13)","(2, 3)","(2, 4)","(2, 5)","(2, 7)","(2, 14)","(3, 4)","(3, 5)","(3, 11)","(3, 10)","(3, 14)","(4, 5)","(4, 9)","(4, 6)","(5, 8)","(5, 15)","(5, 11)","(5, 14)","(6, 7)","(6, 8)","(6, 10)","(6, 13)","(7, 9)","(7, 11)","(8, 13)","(8, 10)","(9, 10)","(9, 11)","(9, 15)","(11, 14)","(12, 14)","(12, 15)","(12, 13)","(13, 15)","(14, 15)"
107,60
0,1,3,10,4,8,5,9,6,2,15,11,7,13,14,12
1,0,3,4,8,10,5,6,9,2,15,11,13,7,14,12
5,1,4,3,8,0,6,10,2,11,15,13,9,7,14,12
6,3,10,4,9,0,1,7,11,8,13,2,5,15,14,12
7,1,6,8,10,9,13,4,2,3,11,0,5,15,12,14
13,0,8,12,15,5,4,3,2,11,14,1,6,9,10,7
14,0,15,12,11,3,2,5,9,7,4,8,10,6,13,1
0,2,1,3,10,4,8,5,9,6,15,11,7,13,14,12
3,0,1,10,4,8,9,6,5,11,7,15,13,2,14,12
3,1,0,4,8,10,5,6,9,2,15,11,13,7,14,12
3,5,1,4,8,0,6,10,2,11,15,13,9,7,14,12
3,14,0,15,12,11,2,5,9,7,4,8,10,6,13,1
4,0,1,3,10,8,5,9,6,2,15,11,7,13,14,12
4,1,0,3,8,10,5,6,9,2,15,11,13,7,14,12
4,5,1,3,8,0,10,6,2,11,15,9,13,7,14,12
4,9
5,2,1,4,3,8,0,6,10,11,15,7,13,9,14,12
8,0,7,6,2,11,9,10,4,5,3,14,1,15,12,13
8,1,9,0,10,4,3,6,5,11,13,7,15,2,14,12
8,5,13,15,0,2,3,4,11,12,1,14,6,7,10,9
8,6,5,4,1,0,10,13,3,2,11,15,9,12,14,7
8,7,6,12,13,0,9,15,2,11,14,5,4,1,3,10
8,13,0,12,15,5,4,3,2,11,14,1,6,9,10,7
9,0,3,10,11,4,6,1,5,7,8,13,15,2,12,14
9,7,10,6,4,2,3,1,0,11,8,13,5,14,15,12
9,10
9,12,15,0,8,10,13,5,6,1,3,4,11,14,2,7
10,0,1,3,4,8,5,9,6,2,15,11,7,13,14,12
10,1,2,0,3,4,8,9,6,5,7,11,13,15,14,12
10,6,7,9,4,3,1,0,2,11,8,13,5,14,15,12
10,12,0,8,13,6,1,15,4,3,9,5,14,11,7,2
10,14,3,0,15,12,11,2,9,5,7,4,8,6,13,1
10,15,9,0,11,3,14,5,4,12,2,8,1,6,13,7
11,0,2,14,3,5,7,15,12,4,8,9,13,6,1,10
11,1,3,13,9,15,14,5,0,12,8,7,6,10,4,2
12,0,3,14,15,11,2,5,9,7,4,8,10,6,13,1
12,1,13,14,3,15,0,5,10,4,8,2,11,6,9,7
12,6,13,14,7,2,4,11,8,5,10,3,15,9,0,1
12,13,0,8,15,5,14,4,3,2,11,1,6,9,10,7
13,1,2,8,5,15,0,12,14,6,7,4,3,10,11,9
14,1,3,9,15,11,4,10,0,13,5,2,6,12,8,7
15,0,8,5,13,4,3,2,11,12,9,1,6,14,10,7
15,1,13,11,14,5,9,0,3,8,12,6,7,2,4,10
15,5,11,14,9,0,12,3,2,4,8,13,10,1,7,6
15,6,13,11,14,5,9,0,7,8,12,1,3,2,4,10
0,2,3,1,10,4,8,9,6,5,7,11,15,13,14,12
3,4,0,1,10,8,9,6,5,11,7,15,13,2,14,12
3,4,1,0,8,10,5,6,9,2,15,11,13,7,14,12
3,4,5,1,8,0,10,6,2,11,15,9,13,7,14,12
3,5,2,1,4,8,0,6,10,11,15,7,13,9,14,12
3,10,0,1,4,8,9,6,5,11,7,15,13,2,14,12
3,10,1,13,6,8,4,5,0,9,15,2,11,12,7,14
3,11,5,13,1,9,15,14,0,12,8,7,6,4,10,2
3,11,14,0,15,12,2,5,9,7,4,8,10,6,13,1
4,0,2,1,3,10,8,5,9,6,15,11,7,13,14,12
4,5,2,1,3,8,0,10,6,11,15,9,7,13,14,12
8,10,0,7,6,9,2,11,4,5,3,14,1,15,12,13
9,10,0,7,6,2,11,4,8,3,5,14,1,15,12,13
9,15,0,8,10,5,13,3,6,1,4,11,2,12,14,7
2,3,4,5,13,1,0,12,14,8,15,6,7,10,11,9
