0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 5)","(0, 1)","(0, 8)","(0, 2)","(1, 10)","(1, 12)","(1, 8)","(1, 7)","(1, 14)","(2, 7)","(2, 8)","(2, 11)","(2, 10)","(2, 5)","(2, 12)","(3, 11)","(3, 13)","(3, 4)","(3, 9)","(3, 7)","(3, 6)","(3, 8)","(4, 6)","(4, 13)","(4, 9)","(4, 14)","(4, 5)","(5, 10)","(5, 6)","(5, 12)","(5, 9)","(6, 8)","(6, 10)","(6, 11)","(6, 13)","(7, 12)","(7, 14)","(7, 9)","(8, 9)","(8, 13)","(9, 14)","(9, 10)","(9, 11)","(10, 11)","(12, 14)"
86,43
6,2,8,5,10,11,0,9,1,3,4,7,14,12,13
7,0,2,1,8,10,12,9,3,6,5,11,14,4,13
9,2,5,8,10,11,7,0,6,12,1,3,4,14,13
10,0,5,1,2,12,8,7,6,9,3,11,4,14,13
12,0,5,1,2,10,8,7,9,6,3,14,11,4,13
14,0,1
0,1,7,2,8,10,12,9,3,6,5,14,11,4,13
0,2,3,8,7,11,9,1,6,5,10,14,4,12,13
0,3,8,12,5,1,2,7,6,9,4,10,11,14,13
0,4,5,1,14,10,12,9,2,6,8,7,11,3,13
0,5,1,10,12,2,7,8,9,3,6,14,11,4,13
1,7,11,10,2,3,9,6,8,0,12,5,14,4,13
1,10,9,8,7,14,6,2,3,4,5,11,0,12,13
1,12,6,10,8,5,2,9,0,7,11,14,4,3,13
1,13,8
2,4,5
3,4,5,9,6,8,10,11,13,2,0,1,7,12,14
3,6,2,11,7,8,5,10,9,1,12,0,4,14,13
3,7,2,11,8,9,6,1,5,10,4,14,0,12,13
5,6,3,9,4,8,10,11,2,0,13,1,7,12,14
5,9,3,6,4,8,10,11,2,0,13,1,7,12,14
5,10,1,0,12,2,7,8,9,3,6,14,11,4,13
5,12,1,0,10,2,7,8,9,3,6,14,11,4,13
8,6,2,5,10,11,0,9,1,3,4,7,14,12,13
8,9,2,5,10,11,7,0,6,12,1,3,4,14,13
9,3,2,5,8,10,11,7,6,4,0,12,1,13,14
13,2,8
13,4,2,8,5,6,9,3,0,10,11,7,1,14,12
13,6,2,8,5,10,11,0,9,1,3,4,7,14,12
13,7,3,5,4,6,2,12,9,14,8,10,11,1,0
0,1,8,12,5,2,10,6,9,7,11,4,3,14,13
0,5,2,3,8,6,9,4,7,11,13,1,10,14,12
1,7,12,13,8,3,14,4,5,6,2,9,0,11,10
1,14,7,11,10,9,2,3,6,8,5,0,12,4,13
1,14,12,6,10,8,4,5,9,2,13,3,0,7,11
3,4,6,12,7,14,5,9,2,8,10,11,13,1,0
3,8,6,12,7,2,1,5,9,11,10,0,4,14,13
4,5,6,12,14,9,8,3,10,11,7,13,2,0,1
8,0,2,12,1,5,10,7,6,9,3,11,4,14,13
8,13,6,2,5,10,11,0,9,4,1,3,7,14,12
9,3,4,6,5,8,10,11,0,2,13,1,7,12,14
13,3,4,5,6,9,8,10,11,2,0,1,7,12,14
13,3,6,2,8,11,7,5,10,9,1,0,12,4,14
