0,1,2,3,4,5,6,7,8,9,10,11
"(0, 11)","(0, 2)","(0, 10)","(0, 6)","(0, 3)","(1, 3)","(1, 11)","(1, 7)","(2, 3)","(2, 4)","(3, 4)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)"
83,31
1,2,3
0,2,1,11,3
0,1,11,3,10
1,2,3,11,0,9,7,10,6,4,5,8
3,5,4,0,6,2
3,6,4,0,2,1,7,11,5,9,10,8
4,1,3,0,2,6,11,7,5,9,8,10
4,2,1,3
5,0,6,1,7,11,3,9,4,10,8,2
5,1,7,4,3,6,0,11,2,9,8,10
5,2,4,0,6,3
5,4,0,6,3,2
6,0,1,7,11,3,9,4,8,10,5,2
6,1,7,4,3,5,0,11,2,9,8,10
6,1,7,8,4,3,5,0,10,11,2,9
7,0,6,4,5,2,3,1,11,9,10,8
7,1,2,6,4,5,0,3,11,9,10,8
7,4,6,5,3,1,0,11,2,9,8,10
7,4,6,5,8,3,1,0,10,11,2,9
8,1,7,4,6,3,5,0,10,11,2,9
8,4,6,3,7,1,0,10,5,9,11,2
8,5,7,6,0,10,9,11,1,3,4,2
8,5,7,6,9,3,1,4,0,10,11,2
9,0,10,11,1,7,3,6,8,4,5,2
9,1,7,11,6,8,0,10,3,4,5,2
9,5,7,3,10,0,11,1,4,8,6,2
10,2,0,1,11,3
10,7,9,8,0,6,11,1,3,4,2,5
11,8,10,9,0,6,7,1,3,4,2,5
5,1,7,6,4,3,0,11,2,9,8,10
8,6,7,0,10,9,11,1,3,4,5,2
