0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 3)","(0, 6)","(0, 7)","(0, 9)","(0, 1)","(0, 11)","(1, 3)","(1, 5)","(1, 2)","(1, 9)","(1, 6)","(2, 4)","(2, 5)","(2, 12)","(2, 6)","(2, 7)","(3, 4)","(3, 6)","(3, 8)","(4, 5)","(4, 6)","(4, 8)","(5, 6)","(5, 7)","(5, 8)","(5, 12)","(5, 11)","(6, 12)","(6, 7)","(7, 12)","(7, 9)","(7, 8)","(7, 10)","(8, 9)","(8, 12)","(9, 11)","(10, 11)","(10, 12)","(11, 12)"
82,45
2,0,1,6,7,5,9,11,8,12,10,4,3
5,0,6,7,1,11,12,2,9,10,8,3,4
8,2,5,12,4,7,6,3,1,0,9,11,10
10,1,11,5,12,7,9,0,2,6,8,3,4
12,0,11,6,7,5,10,9,1,8,2,3,4
0,1,2,6,7,5,9,11,8,12,10,3,4
0,7,5,6,1,11,12,2,9,10,8,3,4
0,11,2,6,7,1,12,5,9,10,8,3,4
1,2,4,3,5,6,8,9,12,7,0,11,10
1,5,0,6,7,11,12,2,9,10,8,3,4
1,9
3,4,0,6
3,8,2,4,1,6,5,12,7,9,0,11,10
4,2,3,1,6,5,8,12,7,9,11,0,10
6,2,0,1,7,5,9,11,8,12,10,3,4
6,5,0,7,1,11,2,9,12,10,8,3,4
6,10,12,7,1,11,5,9,0,2,8,3,4
6,12,0,11,7,5,10,9,1,8,2,3,4
7,2,4,5,6,8,3,12,0,1,11,9,10
7,5,1,6,0,2,9,11,8,10,12,3,4
7,8,4,5,6,2,3,12,0,1,9,11,10
7,10,1,5,6,0,2,9,11,12,8,3,4
7,12,1,5,6,0,2,9,11,8,10,3,4
9,8,3,1,0,5,7,11,4,6,2,12,10
10,2,12,7,5,11,9,0,1,8,6,3,4
11,5,1,9,0,8,7,6,12,3,4,10,2
0,1,3,5,6,7,11,4,8,12,2,9,10
0,6,1,2,7,5,9,11,8,12,10,3,4
1,2,5,4,3,6,8,9,12,7,11,0,10
1,3,6
1,6,2,4,3,5,8,9,12,7,0,11,10
1,6,5,0,7,11,2,9,12,10,8,3,4
3,4,6
4,2,5,3,1,6,8,9,12,7,11,0,10
6,4,2,3,1,5,8,12,7,9,11,0,10
6,7,2,4,5,8,3,12,0,1,11,9,10
6,7,5,1,0,2,9,11,8,12,10,3,4
6,7,12,1,5,0,2,9,11,8,10,3,4
7,2,5,4,6,8,3,12,0,1,11,9,10
7,8,5,11,0,12,9,10,3,6,1,4,2
7,12,2,4,5,6,8,3,0,1,11,9,10
1,2,5,6,11,9,0,12,7,8,10,3,4
6,7,2,5,11,0,12,9,10,1,8,3,4
6,7,12,2,4,5,8,3,0,1,11,9,10
7,12,2,5,4,6,8,3,0,1,11,9,10
