0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 2)","(1, 8)","(2, 13)","(3, 6)","(4, 12)","(5, 9)","(5, 11)","(6, 7)","(7, 10)","(8, 9)","(9, 13)","(10, 13)","(12, 13)"
424,19
3,5,6,7,10,13,9
11,4,5,9,13,12
3,6,5,7,10,13,9
0,1,13,9,8,2,3,10,7,6,11,5,4,12
0,1,13,9,8,4,12,3,10,7,6,11,5
0,2,4,13,12,3,10,7,6,11,9,5,1,8
0,2,3,13,10,7,6,11,9,5,1,8,12
1,2,8,9,13,4,12,3,10,7,6,11,5
0,1,13,9,8,2,3,10,7,6,4,12
0,1,13,9,8,2,4,12,5,3,10,7,6
0,2,3,13,10,7,6,4,12,5,9,1,8
0,2,4,13,12,6,10,7,1,9,8,11,5
0,2,4,13,12,3,10,7,6,8,9,11,5
11,0,5,9,13,1,8,2,4,12,3,10,7,6
11,4,5,9,13,12,7,10,0,1,8,2,3,6
11,4,5,9,13,12,10,0,1,8,2,3,7,6
0,1,13,9,8,2,3,10,7,6,4,12,5
7,0,10,13,1,9,8,2,4,12,5,3,6
10,0,13,1,9,8,2,4,12,5,3,7,6
