0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 2)","(0, 12)","(0, 4)","(0, 10)","(0, 6)","(0, 8)","(0, 7)","(0, 1)","(0, 3)","(0, 11)","(0, 9)","(1, 3)","(1, 4)","(1, 12)","(1, 11)","(1, 10)","(1, 8)","(1, 13)","(1, 2)","(1, 5)","(1, 6)","(1, 7)","(2, 4)","(2, 5)","(2, 6)","(2, 12)","(2, 11)","(2, 10)","(2, 9)","(2, 3)","(2, 13)","(2, 7)","(3, 5)","(3, 6)","(3, 13)","(3, 8)","(3, 12)","(3, 9)","(3, 10)","(3, 4)","(3, 7)","(4, 7)","(4, 8)","(4, 9)","(4, 13)","(4, 12)","(4, 11)","(4, 5)","(4, 6)","(5, 7)","(5, 9)","(5, 10)","(5, 11)","(5, 13)","(5, 12)","(5, 6)","(6, 7)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(7, 10)","(7, 12)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 12)","(10, 13)","(10, 11)","(11, 12)","(11, 13)","(12, 13)"
Nombre de convexes,2593
Nombre d'attributs,176
Attributs :
0,1,2,3,4,6,7
0,1,2,3,4,6,13
0,1,2,3,4,7,12
0,1,2,3,4,12,13
0,1,2,3,6,7,10
0,1,2,3,6,10,13
0,1,2,3,7,10,12
0,1,2,3,10,12,13
0,1,2,4,6,7,11
0,1,2,4,6,11,13
0,1,2,4,7,11,12
0,1,2,4,11,12,13
0,1,2,6,7,10,11
0,1,2,6,10,11,13
0,1,2,7,10,11,12
0,1,2,10,11,12,13
0,1,3,4,6,7,8
0,1,3,4,6,8,13
0,1,3,4,7,8,12
0,1,3,4,8,12,13
0,1,3,6,7,8,10
0,1,3,6,8,10,13
0,1,3,7,8,10,12
0,1,3,8,10,12,13
0,1,4,6,7,8,11
0,1,4,6,8,11,13
0,1,4,7,8,11,12
0,1,4,8,11,12,13
0,1,6,7,8,10,11
0,1,6,8,10,11,13
0,1,7,8,10,11,12
0,1,8,10,11,12,13
0,2,3,4,6,7,9
0,2,3,4,6,9,13
0,2,3,4,7,9,12
0,2,3,4,9,12,13
0,2,3,6,7,9,10
0,2,3,6,9,10,13
0,2,3,7,9,10,12
0,2,3,9,10,12,13
0,2,4,6,7,9,11
0,2,4,6,9,11,13
0,2,4,7,9,11,12
0,2,4,9,11,12,13
0,2,6,7,9,10,11
0,2,6,9,10,11,13
