0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 11)","(0, 4)","(0, 10)","(0, 9)","(0, 1)","(0, 6)","(0, 2)","(0, 12)","(1, 3)","(1, 13)","(1, 4)","(1, 12)","(1, 6)","(1, 9)","(1, 10)","(1, 2)","(1, 7)","(2, 9)","(2, 8)","(2, 4)","(2, 5)","(3, 12)","(3, 4)","(3, 11)","(3, 9)","(3, 6)","(4, 6)","(4, 8)","(4, 10)","(4, 11)","(5, 9)","(5, 13)","(5, 12)","(5, 11)","(5, 6)","(5, 8)","(6, 10)","(6, 12)","(6, 13)","(6, 7)","(6, 8)","(7, 8)","(7, 10)","(7, 12)","(7, 9)","(8, 9)","(8, 13)","(8, 10)","(9, 10)","(9, 11)","(9, 13)","(10, 11)","(10, 12)","(11, 12)","(11, 13)"
177,88
3,0,1,12,4,11,9,6,13,10,5,7,8,2
5,1,9,13,12,6,2,0,7,3,10,11,8,4
7,0,10,12,9,1,6,11,3,5,8,13,4,2
8,1,7,9,4,2,13,10,6,0,3,11,5,12
0,11,3,4,9,1,6,12,8,10,2,5,7,13
1,3,2,4,9,0,8,10,11,6,12,13,7,5
1,7,5,13,12,6,9,2,8,0,11,3,10,4
2,5,7,9,8,1,12,6,0,3,10,11,13,4
2,8,3,9,1,4,6,0,10,11,5,7,13,12
4,3,0,1,12,11,9,6,13,10,5,7,8,2
4,8,1,7,9,2,13,10,6,0,3,11,5,12
6,3,0,1,12,4,11,9,13,10,5,7,8,2
6,5,7,9,12,8,0,1,3,10,13,11,2,4
6,7,0,10,12,9,1,11,3,5,8,13,4,2
6,8,3,9,4,5,0,1,7,10,13,2,11,12
9,3,0,1,12,4,11,6,13,10,5,7,8,2
9,5,1,13,12,6,2,0,11,8,3,7,10,4
9,7,0,10,12,1,6,11,3,5,13,8,4,2
9,8,1,7,4,2,13,10,6,0,3,11,5,12
10,7,0,12,9,1,6,11,3,5,8,13,4,2
10,8,3,6,1,4,11,12,9,0,5,13,7,2
11,3,2,0,5,9,4,1,6,12,13,8,10,7
11,5,8,10,13,9,4,6,12,0,1,2,3,7
12,3,0,1,4,11,9,6,13,10,8,2,5,7
12,5,4,11,1,3,6,10,0,8,2,13,9,7
12,7,0,10,9,1,6,5,3,11,8,13,2,4
13,5,4,0,1,8,6,11,2,9,12,10,7,3
13,8,4,0,1,6,11,10,9,2,7,3,12,5
0,1,2,3,11,4,9,6,12,10,13,5,8,7
0,1,6,3,11,4,9,12,10,13,5,8,2,7
0,1,10,3,11,4,9,6,12,13,5,8,2,7
0,1,12,5,13,11,9,6,2,8,3,10,4,7
0,1,13,5,11,9,6,2,12,3,10,4,8,7
0,2,4
0,2,9
0,4,11,9,1,8,3,10,2,13,12,6,7,5
0,6,13
0,9,11,8,13,4,10,6,2,5,1,3,12,7
0,10,11,3,4,9,1,6,12,8,2,5,7,13
0,12,11,9,1,3,5,7,10,13,4,6,2,8
0,13,11,8,4,10,9,6,2,5,1,3,12,7
1,2,4
1,2,9
1,3,4,5,13,12,6,9,2,11,8,0,10,7
1,6,3,2,4,0,5,8,9,11,10,12,13,7
1,6,7,9,10,0,5,13,3,8,11,12,4,2
1,6,13
1,9,7,8,13,4,6,10,2,0,11,5,3,12
1,9,13
1,10,7,5,13,12,6,9,2,11,8,0,3,4
1,12,3,5,13,6,9,2,11,0,8,10,7,4
1,12,7,5,13,6,9,2,8,0,11,10,3,4
2,5,8,7,9,1,12,6,0,3,10,11,13,4
2,9,5,7,8,1,12,6,4,13,10,0,11,3
2,9,8,4,0,1,3,10,11,13,6,12,7,5
4,6,3,0,1,12,11,9,13,10,5,7,8,2
4,6,8,9,1,0,3,10,2,11,5,13,7,12
4,10,8,5,6,2,11,12,9,1,0,13,3,7
4,10,11
6,5,8,12,7,10,9,11,0,1,3,13,4,2
6,10,7,0,12,9,1,11,3,5,8,13,4,2
6,10,8,3,1,4,11,12,9,13,2,7,0,5
6,12,3,0,1,4,11,9,13,10,8,2,5,7
6,12,7,0,10,9,1,8,5,3,13,11,4,2
6,13,5,7,1,8,9,12,2,4,10,0,3,11
6,13,8,4,0,1,11,10,9,2,7,3,12,5
9,10,7,0,12,1,6,11,3,5,13,8,4,2
9,10,8,6,5,0,1,7,3,13,12,11,2,4
9,10,11
9,11,5,12,0,1,7,3,10,13,6,2,4,8
9,13,5,7,1,8,6,12,2,4,10,0,3,11
9,13,8,4,0,2,1,3,10,11,6,12,5,7
10,11,12
10,12,7,0,9,1,6,5,3,11,8,13,2,4
11,13,5,8,10,9,4,6,0,1,12,2,3,7
13,8,5,4,0,1,6,11,2,10,9,12,7,3
0,1,4,6,9,8,3,10,2,11,5,13,7,12
0,1,4,10,5,13,11,9,6,2,12,8,3,7
0,1,12,6,9,11,3,5,7,10,13,8,4,2
0,4,6,10
0,6,10,1,3,11,4,9,12,5,13,8,2,7
0,6,10,12
0,10,12,1,5,13,11,9,6,2,8,3,4,7
1,4,6,10
1,6,7,10,11,3,13,4,12,9,0,5,8,2
1,6,12,7,9,10,0,5,13,3,8,11,4,2
1,10,12,7,5,13,6,9,2,11,8,0,3,4
6,10,12,7,0,9,1,8,5,3,13,11,4,2
