0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 6)","(0, 14)","(0, 9)","(1, 5)","(1, 10)","(1, 6)","(2, 4)","(2, 10)","(2, 8)","(3, 9)","(3, 6)","(3, 13)","(3, 10)","(3, 12)","(4, 8)","(4, 10)","(5, 12)","(5, 8)","(5, 14)","(5, 11)","(6, 7)","(6, 10)","(7, 13)","(7, 14)","(9, 12)","(9, 13)","(11, 14)","(11, 12)","(11, 13)","(13, 14)"
163,57
0,4,6,10,9,3,1,12,5,8,14,2,7,13,11
2,5,8,0,10,6,14,1,4,7,3,13,11,12,9
2,0,10,6,9,3,1,12,5,8,14,4,13,7,11
3,5,12,0,9,6,14,13,1,7,11,10
4,5,8,0,10,6,14,1,2,7,3,13,11,12,9
5,4,8,10,1,2,0,14,6,13,3,7,11,9,12
5,4,8,11,1,10,2,3,13,12,6,14,7,9,0
5,4,8,14,1,10,2,6,0,7,3,13,9,12,11
6,8,1,5,10,2,4,0,14,7,13,3,11,9,12
6,4,10,13,3,7,1,14,5,11,0,8,12,9,2
7,2,6,10,0,14,5,8,13,3,1,11,12,4,9
7,4,6,10,0,14,5,8,13,3,1,11,12,2,9
8,0,5,14,10,4,2,6,1,13,3,7,11,9,12
8,1,5,0,14,6,7,10,2,4,3,13,12,9,11
8,2,0,5,14,10,6,1,13,3,7,4,11,9,12
8,4,0,5,14,10,6,1,13,3,7,2,11,9,12
8,1,5,11,10,4,2,12,3,13,9,6,14,7,0
8,1,5,12,0,14,6,9,11,7,13,10,2,4,3
8,1,5,14,10,4,2,13,3,0,6,7,11,9,12
9,0,2,3,10,6
9,2,3,10,13,1,6,0,12,5,14,11,7,8,4
11,0,14,3,12,13,6,9,5,7,1,10
11,2,5,8,3,12,13,10,4,9,14,1,0,6,7
11,4,5,8,14,1,10,3,13,12,2,6,0,7,9
12,0,9,1,5,6,3,10,14,11,13,7
12,1,5,2,8,3,10,4,6
12,5,0,9,14,13,11,3,6,1,7,10
13,0,9,14,1,5,11,3,6,7,10,12
13,2,3,10,1,14,5,11,6,7,8,0,12,4,9
13,2,3,10,4,5,14,11,8,12,1,0,6,7,9
13,2,3,10,6,7,1,14,5,11,8,0,12,4,9
14,2,5,8,3,13,10,12,4,11,9,1,6,0,7
0,1,6,2,10,3,9,12,5,8,14,4,7,13,11
0,1,6,4,10
0,1,6,5,14,7,2,10,8,3,13,4,9,12,11
1,2,10,3,6,0,9,12,5,8,14,4,13,7,11
1,3,10,6,4,0,9,12,5,8,14,2,13,7,11
2,3,10,4,1,6
2,4,5,8,0,10,6,14,1,7,3,13,11,12,9
5,7,14,8,10,1,6,13,3,0,4,2,11,9,12
5,8,12,0,14,9,11,13,3,10,2,4,6,1,7
5,4,8,11,2,13,14,10,3,0,6,7,1,12,9
5,4,8,14,2,10,1,13,3,0,6,7,11,9,12
6,7,10,0,14,13,3,5,1,9,11,12
7,1,6,2,10,3,13,14,5,11,0,8,12,9,4
7,1,6,4,10,0,14,5,8,13,3,11,12,2,9
8,1,5,11,12,13,14,10,3,6,7,9,0,2,4
8,1,5,14,11,10,4,2,13,3,0,6,7,12,9
9,3,4,10,13,1,6,0,12,5,14,11,7,8,2
12,0,9,3,6,7,5,14,11,13,1,10
13,3,4,10,1,14,5,11,6,7,8,0,12,2,9
1,2,10,3,6,4,0,9,12,5,8,14,13,7,11
2,4,6,10,7,0,14,5,8,13,3,1,11,12,9
5,8,11,12,0,14,9,13,3,10,2,4,6,1,7
5,8,11,13,14,6,1,4,10,2,0,7,12,3,9
14,5,8,12,11,0,9,13,3,10,2,4,6,1,7
14,5,8,11,2,3,13,12,4,10,9,1,6,0,7
