0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 16)","(0, 3)","(0, 15)","(0, 4)","(0, 7)","(0, 1)","(0, 6)","(0, 10)","(1, 3)","(1, 4)","(1, 16)","(1, 5)","(1, 10)","(2, 3)","(2, 4)","(2, 16)","(2, 7)","(2, 8)","(2, 11)","(2, 14)","(3, 4)","(3, 6)","(3, 10)","(3, 14)","(3, 11)","(4, 8)","(4, 12)","(4, 15)","(4, 16)","(4, 13)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 15)","(5, 11)","(6, 9)","(6, 15)","(6, 12)","(6, 7)","(6, 14)","(7, 11)","(7, 12)","(7, 14)","(7, 13)","(7, 17)","(7, 15)","(8, 10)","(8, 11)","(8, 12)","(8, 17)","(9, 12)","(9, 15)","(9, 17)","(9, 16)","(9, 14)","(10, 11)","(10, 13)","(10, 17)","(11, 12)","(11, 13)","(11, 15)","(11, 17)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 17)","(15, 16)","(16, 17)"
146,83
2,1,3,4,16,0,7,5,11,14,6,12,13,15,17,8,9,10
5,0,6,7,1,15,3,4,16,11,2,14,8,12,13,9,17,10
8,1,10,5,4,11,13,3,0,15,12,2,7,16,14,6,9,17
9,2,16,14,17,13,12,8,7,11,10,15,4,5,6,0,3,1
11,1,10,5,3,8,6,4,2,12,15,7,0,13,16,14,9,17
12,0,15,16,4,7,6,17,13,2,9,3,14,8,11,10,5,1
13,3,14,11,10,4,12,17,7,2,8,15,0,1,16,6,9,5
14,0,7,3,6,11,2,12,13,17,10,15,5,4,16,8,9,1
17,6,14,9,7,12,5,15,11,8,16,13,3,2,4,10,0,1
0,1,2,16,3,4,7,15,17,13,12,6,14,11,5,9,10,8
0,6,2,16,3,4,7,14,15,12,9,1,17,13,11,5,8,10
0,7,5,15,1,6,16,4,3,17,13,12,2,9,8,14,11,10
0,15,3,11,6,4,10,7,12,5,13,8,2,1,17,14,16,9
2,3,1,4,16,0,7,11,14,6,5,12,13,15,17,10,8,9
3,11,1,10,5,8,6,4,2,12,15,7,0,13,16,14,9,17
3,14,0,7,6,11,2,12,13,17,10,15,5,4,16,8,9,1
4,2,1,3,16,0,7,12,13,15,5,11,14,6,17,8,9,10
4,8,1,10,5,13,3,0,11,15,16,7,14,2,6,12,17,9
4,12,0,15,16,7,6,17,13,2,9,3,8,14,11,10,5,1
6,5,4,3,15,0,12,8,1,11,14,2,10,16,7,9,13,17
6,9,2,3,7,14,16,0,11,4,1,5,12,17,15,13,10,8
6,12,5,11,9,15,8,7,3,17,14,4,2,1,0,10,16,13
6,14,2,3,7,0,11,16,4,15,10,12,5,13,17,9,1,8
7,2,10,11,0,13,17,3,8,15,16,4,14,6,5,12,9,1
7,5,4,0,2,12,13,15,8,1,6,16,3,10,11,14,9,17
7,11,1,5,0,10,3,6,15,8,13,17,2,14,12,9,16,4
7,12,5,11,9,15,8,6,17,3,14,4,2,16,10,0,1,13
7,13,4,0,2,12,15,16,10,3,6,11,14,8,17,1,9,5
7,14,1,5,0,3,6,9,15,11,2,12,17,16,13,4,10,8
7,17,10,11,0,13,15,3,16,4,14,9,6,12,2,1,8,5
8,2,3,10,11,4,13,0,1,12,15,14,16,7,6,5,17,9
10,8,9,17,5,12,7,11,16,14,1,6,15,0,13,2,3,4
10,11,2,8,3,4,1,0,13,12,15,5,16,7,6,14,9,17
10,13,9,17,14,15,16,7,11,3,12,6,2,0,1,5,4,8
10,17,7,11,13,0,15,3,14,16,4,9,6,12,2,1,8,5
11,2,1,10,5,3,4,16,8,13,0,17,7,6,15,9,12,14
13,4,14,3,2,12,10,11,6,16,7,8,15,0,1,17,5,9
15,5,4,8,1,11,12,10,16,0,13,2,3,17,7,9,6,14
15,9,3,0,11,6,4,14,16,7,10,12,5,17,13,8,2,1
