0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 2)","(0, 4)","(0, 5)","(0, 7)","(0, 9)","(0, 10)","(0, 11)","(0, 13)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 7)","(1, 8)","(1, 9)","(1, 13)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 10)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 10)","(3, 11)","(3, 13)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 13)","(5, 7)","(5, 9)","(5, 13)","(6, 8)","(6, 9)","(6, 11)","(6, 12)","(6, 13)","(7, 8)","(7, 9)","(7, 13)","(8, 9)","(8, 10)","(9, 11)","(9, 13)","(10, 12)","(11, 13)","(12, 13)"
202,97
3,0,1,5,7,10,11,13,2,8,9,12,6,4
6,1,2,3,4,8,9,13,5,7,10,0,11,12
8,0,1,2,4,7,9,10,3,6,5,11,13,12
12,0,10,13,3,6,1,5,7,11,2,4,9,8
0,10,1,2,3,8,5,6,7,11,13,4,9,12
0,11,8,1,2,4,7,9,10,3,6,13,5,12
1,3,4,6,7,8,13,2,9,5,10,0,11,12
1,8,0,2,4,7,9,10,6,5,3,13,11,12
1,12,13,4,6,2,3,8,9,10,0,5,7,11
2,6,7,3,4,8,9,13,1,5,10,11,0,12
2,8,0,1,4,7,9,10,3,6,5,11,13,12
4,6,7,2,3,8,9,13,0,1,5,10,11,12
4,8,0,1,2,7,9,10,3,6,5,13,11,12
4,12,6,13,8,10,1,3,7,9,0,2,5,11
5,3,0,1,7,10,11,13,2,8,9,12,6,4
5,12,13,0,10,2,3,6,1,7,8,11,9,4
7,3,0,1,5,10,11,13,2,8,9,12,6,4
7,8,0,1,2,4,9,10,3,6,5,11,13,12
7,12,13,0,10,2,3,8,6,1,5,11,4,9
9,6,3,1,5,7,8,11,13,2,4,0,10,12
9,8,0,1,2,4,7,10,3,5,6,11,13,12
9,12,6,13,3,1,5,7,8,11,10,2,4,0
10,3,7,0,2,8,1,5,11,13,4,9,6,12
10,8,1,0,2,3,4,7,9,5,11,13,6,12
11,3,5,0,9,13,1,7,10,6,8,2,4,12
11,6,2,0,4,9,13,1,7,8,5,3,10,12
11,12,6,13,8,3,9,10,1,4,7,5,0,2
13,3,0,1,5,7,10,11,2,8,9,12,6,4
13,6,2,0,1,5,7,4,9,11,3,8,10,12
13,12,0,10,3,6,1,5,7,11,2,4,9,8
0,1,2,4,6,7,8,9,11,13,3,10,5,12
0,1,4,3,5,7,10,11,13,6,8,9,2,12
0,1,9,3,5,7,10,11,13,6,8,2,4,12
0,1,13,3,5,7,10,11,2,9,8,12,6,4
0,9,11,12,10,13,6,8,3,2,4,1,7,5
0,13,11,8,1,2,4,7,9,10,3,6,5,12
1,2,8,6,3,4,9,13,5,7,10,11,0,12
1,3,5,6,2,4,8,9,13,7,10,0,11,12
1,4,8,6,2,3,9,13,0,7,5,10,11,12
1,5,12,13,6,2,3,4,8,9,10,0,7,11
1,7,3,4,6,8,13,2,9,5,10,0,11,12
1,7,8,0,2,4,9,10,6,5,3,13,11,12
1,7,12,13,4,6,2,3,8,9,10,0,5,11
1,9,8,3,5,6,7,11,13,2,0,4,10,12
1,13,3,4,6,7,8,2,9,0,5,10,11,12
2,7,8,0,1,4,9,10,3,6,5,11,13,12
4,6,8,7,2,3,9,13,0,1,5,10,11,12
4,7,8,0,1,2,9,10,3,6,5,13,11,12
4,9,6,7,2,3,8,13,0,1,5,10,11,12
4,9,8,0,1,2,7,10,3,6,5,13,11,12
4,13,6,8,1,3,7,9,2,5,11,0,10,12
5,7,3,0,1,10,11,13,2,8,9,12,6,4
5,7,12,13,0,10,2,3,8,6,1,11,9,4
5,13,3,0,1,7,10,11,2,8,9,12,6,4
7,9,8,0,1,2,4,10,3,5,6,11,13,12
7,13,3,0,1,5,10,11,2,8,9,12,6,4
9,11,6,10,0,8,3,2,12,4,13,1,7,5
9,13,6,3,1,5,7,8,11,2,4,0,10,12
11,3,6,12,13,10,0,2,8,1,5,7,4,9
11,13,3,5,0,9,1,7,10,6,8,2,4,12
11,13,6,2,0,1,5,7,4,9,3,8,10,12
13,6,3,10,0,12,2,8,4,9,11,1,5,7
0,1,2,5,6,4,9,11,13,3,8,7,10,12
0,1,7,2,4,6,8,9,11,13,3,10,5,12
0,1,7,4,3,5,10,11,13,6,8,9,2,12
0,1,7,9,3,5,10,11,13,6,8,2,12,4
0,1,7,13,3,5,10,11,2,9,8,12,6,4
0,1,9,4,3,5,7,10,11,13,6,8,2,12
0,1,13,4,3,5,7,10,11,6,8,9,2,12
0,2,5,7
0,5,9,1,3,7,10,11,13,6,8,2,4,12
0,5,13,1,3,7,10,11,2,8,9,12,6,4
0,9,13,1,3,5,7,10,11,6,8,2,4,12
1,2,5,7
1,3,5,7,12,13,6,10,0,2,4,8,9,11
1,4,7,8,6,2,3,9,13,0,5,10,11,12
1,4,9,8,6,2,3,13,0,7,5,10,11,12
1,5,13,3,6,2,4,8,9,0,7,10,11,12
1,7,9,8,3,5,6,11,13,2,0,4,10,12
1,7,13,3,4,6,8,2,9,0,5,10,11,12
4,7,9,8,0,1,2,10,3,6,5,13,11,12
4,9,13,6,11,0,2,1,7,8,5,3,10,12
5,7,13,3,0,1,10,11,2,8,9,12,6,4
9,11,13,6,10,0,8,3,12,2,4,1,7,5
0,1,5,7,9,3,10,11,13,6,8,2,12,4
0,1,7,9,4,3,5,10,11,13,6,8,2,12
0,1,7,13,4,3,5,10,11,6,8,9,2,12
0,4,7,9,13
0,4,9,13,1,3,5,7,10,11,6,8,2,12
0,5,7,9,13
0,5,7,13,1,3,10,11,2,8,12,9,6,4
0,5,9,13,1,3,7,10,11,6,8,2,4,12
