0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 4)","(0, 5)","(0, 10)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 11)","(1, 16)","(2, 4)","(2, 12)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 10)","(3, 12)","(3, 14)","(4, 5)","(4, 6)","(4, 9)","(4, 11)","(4, 13)","(4, 14)","(4, 16)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 11)","(5, 14)","(5, 17)","(6, 7)","(6, 8)","(6, 9)","(6, 11)","(6, 12)","(7, 14)","(7, 17)","(8, 10)","(9, 10)","(9, 13)","(9, 15)","(9, 16)","(10, 12)","(10, 13)","(11, 15)","(12, 13)","(13, 15)","(14, 15)","(14, 17)","(15, 16)","(15, 17)"
155,88
0,2,4
1,3,4,5,6,7,8,14
2,1,4
3,0,4,5,10,9,13,8,6,1,12,7,2,14,15,17,11,16
8,0,5,10,3,9,4,6,1,13,12,7,14,15,17,2,11,16
9,0,4,5,10,3,13,8,6,12,1,2,7,14,15,17,11,16
13,0,10,4,3,9,12,5,6,2,8,1,7,14,15,17,11,16
15,2,9,4,11,13,14,16,12,1,5,6,10,3,7,8,17,0
0,2,4,1,5
0,2,4,11,5
0,2,4,14,5,16,15,1,9,11,13,17,10,12,7,6,8,3
1,2,4,0,5
1,3,4,5,6,7,8,14,16,9,15,10,11,13,17,0,12,2
2,1,4,9,3,12,5,6,7,8,10,13,0,14,15,17,11,16
2,1,4,11,0,5
2,1,4,16,3,12,5,6,7,8,13,10,9,15,14,17,0,11
4,3,0,5,10,8,9,13,1,6,12,7,2,14,15,17,11,16
4,9,0,5,10,3,8,13,6,12,1,2,7,14,15,17,11,16
4,13,0,10,3,9,12,5,6,2,8,1,7,14,15,17,11,16
5,0,2,4
5,1,3,4,6,7,8,14
5,3,0,4,10,9,13,8,6,1,12,7,2,14,15,17,11,16
5,2,4,9,0,10,8,3,12,13,1,6,7,14,15,17,11,16
5,2,4,17,14
6,1,3,4,5,7,8,14
6,3,0,4,5,10,9,13,8,12,1,2,7,14,15,17,11,16
6,0,4,5,11
7,0,5,16,1,4,9,3,6,14,10,8,12,15,13,11,17,2
7,1,2,4,3,5,6,14,12,13,8,9,10,15,17,0,11,16
7,3,0,5,4,10,8,9,1,6,14,13,15,12,17,11,16,2
8,1,2,4,3,5,6,12,10,13,0,9,7,14,15,17,11,16
9,1,0,4,5,10,3,13,8,6,7,12,14,15,17,2,11,16
10,0,11,8,1,9,5,3,6,12,4,13,15,16,14,17,7,2
10,3,6,8,9,12,1,5,4,13,7,0,2,14,15,17,11,16
10,7,3,13,1,4,5,6,14,9,12,15,17,8,11,16,0,2
10,8,2,12,1,4,3,5,6,13,9,7,0,14,15,17,11,16
10,9,12,6,13,3,8,4,5,1,0,2,7,14,15,17,11,16
11,1,2,4
12,1,6,10,8,9,3,5,13,4,7,0,14,15,17,2,11,16
12,2,9,10,6,13,4,8,3,0,1,5,7,14,15,17,11,16
12,3,4,2,6,13,9,10,5,0,8,1,7,14,15,17,11,16
12,5,3,6,4,2,13,9,10,8,0,1,7,14,15,17,11,16
12,6,0,10,4,5,8,3,9,13,2,1,7,14,15,17,11,16
13,1,9,4,3,10,12,5,6,7,8,0,2,14,15,17,11,16
14,0,4,5,1,7,3,6,10,8,9,13,12,15,17,2,11,16
14,2,4,0,5
14,3,0,4,5,10,9,13,8,15,6,1,12,11,16,17,7,2
16,0,4,1,5,9,10,3,13,8,6,7,12,15,11,14,17,2
16,1,0,4,5,9,10,8,3,13,6,7,12,15,11,14,17,2
17,0,5,1,7,4,3,6,14,10,8,9,15,13,12,11,16,2
17,1,5,7,2,4,14,3,6,12,13,8,15,9,10,11,16,0
17,3,5,14,7,0,4,10,1,6,9,13,8,15,11,16,12,2
0,1,4,5,2,10,8,9,3,13,12,6,7,14,15,17,11,16
0,1,4,5,6,10,8,9,3,13,12,7,2,14,15,17,11,16
2,4,9,0,5,10,3,8,12,13,6,1,7,14,15,17,11,16
2,1,4,5,9,15,11,13,12,14,16,17,6,3,10,7,8,0
2,1,4,5,11
4,5,3,0,10,9,13,8,6,1,12,7,2,14,15,17,11,16
4,5,9,0,10,3,13,8,6,12,1,2,7,14,15,17,11,16
4,5,13,9,0,10,3,8,12,6,1,2,7,14,15,17,11,16
4,5,16,1,9,0,10,3,13,8,6,7,12,15,11,14,17,2
4,6,1,3,5,7,8,14
4,6,3,0,5,10,8,9,13,12,1,2,7,14,15,17,11,16
4,9,1,0,5,10,3,8,13,6,7,12,14,15,17,2,11,16
4,14,3,0,5,10,8,9,13,1,6,15,12,7,11,16,17,2
4,16,1,0,5,9,10,3,13,8,6,7,12,15,11,14,17,2
4,16,6,9,1,3,5,10,7,8,0,13,12,14,15,17,2,11
4,16,9,0,5,10,1,3,8,13,6,7,12,15,11,14,17,2
4,17,5,14,0,1,7,3,6,10,8,9,13,15,12,11,16,2
7,5,1,2,4,3,6,14,12,13,8,9,10,15,17,0,11,16
7,5,3,0,4,10,1,6,14,9,13,8,12,15,17,2,11,16
7,5,6,0,4,1,3,14,8,10,9,12,13,15,2,17,11,16
7,5,14,0,4,1,3,6,8,10,9,13,12,15,17,2,11,16
10,9,13,14,3,4,5,15,6,12,0,11,16,8,17,7,1,2
10,12,3,13,4,0,9,2,6,5,8,1,7,14,15,17,11,16
16,2,4,9,0,5,10,1,3,8,12,13,6,7,15,11,14,17
4,5,6,3,0,10,9,13,8,12,1,2,7,14,15,17,11,16
4,5,6,9,0,10,3,13,8,12,1,2,7,14,15,17,11,16
4,5,9,1,0,10,3,13,8,6,7,12,14,15,17,2,11,16
4,5,14,3,0,10,9,13,8,15,6,1,12,11,16,17,7,2
4,16,9,1,0,5,10,3,8,13,6,7,12,15,11,14,17,2
7,5,6,1,2,4,3,14,12,13,8,9,10,15,17,0,11,16
7,5,17,6,0,4,1,3,14,8,10,9,15,13,12,11,16,2
7,5,17,14,0,4,1,3,6,8,10,9,15,13,12,11,16,2
16,2,4,9,1,3,12,5,6,10,7,8,13,15,0,14,17,11
1,4,5,6,9,15,11,16,13,14,17,12,7,3,2,10,8,0
1,4,5,6,11
7,5,17,6,1,2,4,3,14,12,13,8,15,9,10,11,16,0
