0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 6)","(0, 9)","(0, 12)","(0, 13)","(0, 15)","(1, 6)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 15)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(2, 14)","(2, 15)","(3, 6)","(3, 7)","(3, 8)","(3, 10)","(3, 13)","(4, 8)","(4, 10)","(4, 11)","(4, 13)","(4, 14)","(4, 15)","(5, 7)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(6, 7)","(6, 12)","(6, 14)","(6, 15)","(7, 9)","(7, 10)","(7, 11)","(7, 14)","(8, 9)","(8, 11)","(8, 13)","(8, 14)","(9, 10)","(9, 14)","(10, 12)","(10, 14)","(11, 13)","(11, 14)","(11, 15)","(12, 13)","(12, 14)","(13, 14)","(14, 15)"
168,96
5,1,9,10,11,12,2,7,8,14,0,4,13,6,15,3
7,1,6,9,10,11,0,2,14,3,12,15,5,8,4,13
8,2,4,9,11,13,14,0,10,1,5,7,3,15,6,12
10,0,1,2,3,4,9,12,6,11,15,7,13,8,14,5
11,0,1,2,4,13,15,6,9,10,12,14,7,3,5,8
14,1,6,9,10,11,12,15,0,2,7,3,5,8,4,13
0,1,5,2,9,12,13,10,11,6,15,14,8,7,3,4
0,2,3,6,7,10,13,1,12,14,9,5,11,4,15,8
0,3,5,2,9,12,13,7,10,6,8,1,14,11,4,15
0,4,1,10,11,15,2,3,9,12,5,7,14,13,6,8
0,13,1,11,12,2,4,15,5,14,6,9,10,3,7,8
1,10,8,9,11,3,4,14,2,5,7,0,13,6,15,12
1,11,14,6,9,10,12,15,2,7,0,3,5,8,4,13
2,5,6,7,12,14,10,1,3,0,9,11,15,13,8,4
2,7,4,10,11,14,1,5,0,6,9,12,15,13,3,8
2,10,3,0,6,7,13,1,4,9,12,14,5,11,15,8
2,11,3,0,6,7,10,13,8,1,4,15,9,12,14,5
2,14,3,0,6,7,10,13,8,4,9,12,15,1,5,11
3,7,5,10,13,2,4,12,14,11,0,6,8,1,9,15
3,8,12,0,6,10,13,14,4,9,1,2,15,7,5,11
3,10,6,1,2,7,12,14,0,9,11,15,13,5,8,4
4,8,10,3,9,14,0,13,7,6,2,1,12,15,5,11
4,10,1,0,11,15,2,3,9,12,13,5,7,14,6,8
4,11,1,0,10,15,2,13,3,9,12,5,7,14,6,8
4,14,1,0,10,11,15,6,9,12,2,13,3,5,7,8
6,7,1,9,10,11,0,2,14,5,8,3,12,4,15,13
6,14,1,9,10,11,12,15,0,2,7,5,8,3,4,13
9,5,1,10,11,12,2,4,7,14,8,13,0,6,15,3
9,7,1,6,10,11,0,2,14,3,12,15,4,5,8,13
9,8,13,0,2,5,14,3,4,12,6,15,11,7,10,1
9,10,0,1,2,3,4,12,6,11,15,7,13,8,14,5
9,14,1,6,10,11,12,15,0,2,7,3,4,5,8,13
12,5,1,9,10,11,0,2,14,7,8,4,13,3,15,6
12,10,0,1,2,3,4,9,6,11,15,7,13,8,14,5
13,5,1,0,11,12,9,10,2,4,15,3,14,7,8,6
13,8,2,4,9,11,14,0,10,5,1,7,3,15,6,12
13,11,1,0,12,2,4,15,5,14,6,9,10,3,7,8
13,14,1,0,11,12,6,9,10,15,2,4,3,5,7,8
15,11,0,1,2,4,13,6,9,10,12,14,7,3,5,8
15,14,1,6,9,10,11,12,0,2,7,3,5,8,4,13
0,1,6,11,2,4,13,15,7,14,9,10,12,3,5,8
0,2,4,12,10,13,14,1,3,9,5,6,15,11,7,8
0,3,6,14,2,4,9,12,13,15,7,8,10,11,1,5
0,6,2,11,1,4,13,15,7,14,9,10,12,3,5,8
0,12,1,5,2,9,13,10,11,6,15,14,8,7,3,4
0,12,2,5,9,13,1,10,14,8,6,11,15,3,4,7
0,12,13,1,11,2,4,15,5,14,6,9,10,3,7,8
0,13,2,3,6,7,10,12,14,1,9,5,11,4,15,8
0,15,1,5,2,9,12,13,11,14,10,6,8,7,4,3
0,15,2,3,6,7,10,13,1,12,14,9,11,5,4,8
0,15,4,1,10,11,2,3,9,12,14,5,7,13,6,8
1,6,12
1,6,15
2,4,10,13,3,5,12,14,0,6,7,8,11,1,9,15
2,4,11,12,0,10,13,14,1,5,15,3,9,6,7,8
2,4,14,9,0,8,10,6,12,13,15,3,1,11,7,5
2,5,7,8,4,9,11,13,14,3,10,0,1,6,12,15
2,6,7,13,0,3,12,14,5,11,9,4,15,1,10,8
2,6,14,5,7,12,10,1,3,0,9,11,15,13,8,4
2,9,5,6,0,1,7,14,12,13,3,4,15,10,11,8
2,9,7,4,0,8,10,14,11,3,6,13,1,12,15,5
2,9,10,4,0,8,14,1,3,12,13,6,15,11,7,5
2,9,14,4,0,8,10,6,12,13,15,3,1,11,7,5
2,12,5,9,0,1,10,14,13,3,4,6,15,11,8,7
2,12,10,4,0,13,14,1,3,9,6,15,5,11,7,8
2,12,14,4,0,10,13,6,9,15,1,3,5,7,8,11
2,13,5,10,3,4,12,14,0,6,7,8,11,9,1,15
2,13,11,3,0,6,7,10,8,1,4,15,9,12,14,5
2,13,14,3,0,6,7,10,8,4,9,12,15,1,5,11
2,15,11,3,0,6,7,10,13,8,1,4,9,12,14,5
4,8,11,12,0,2,10,13,14,1,5,3,9,15,6,7
4,13,0,1,10,11,15,12,2,3,5,14,9,7,6,8
4,13,8,10,2,3,5,12,14,9,11,0,6,7,1,15
4,13,11,1,0,10,15,12,2,3,9,5,14,7,6,8
4,13,14,1,0,10,11,15,12,6,9,2,3,5,7,8
4,15,11,1,0,10,2,13,3,9,12,14,5,7,6,8
6,12,14,1,9,10,11,15,0,2,7,5,8,3,4,13
6,15,14,1,9,10,11,12,0,2,7,5,8,3,4,13
12,13,5,1,0,11,9,10,2,4,15,3,14,7,8,6
12,13,14,1,0,11,6,9,10,15,2,4,3,5,7,8
15,14,2,3,0,6,7,8,10,13,4,9,12,1,11,5
2,4,11,13,12,0,10,14,1,5,15,3,9,6,7,8
2,4,13,14,10,3,5,12,0,6,7,8,11,9,15,1
2,4,15,11,13,0,14,1,6,9,12,10,7,3,8,5
2,4,15,14,10,1,0,6,9,11,12,13,3,7,8,5
2,5,7,9,8,4,11,13,14,3,10,0,1,6,12,15
2,9,10,5,6,0,1,7,14,3,12,4,13,15,11,8
2,9,14,5,6,0,1,7,12,4,13,15,3,10,11,8
2,12,5,10,13,3,4,14,0,6,7,8,11,9,1,15
2,12,13,5,11,1,14,0,6,9,10,15,4,3,7,8
2,12,13,14,4,0,10,6,9,15,1,3,5,7,8,11
2,12,14,5,9,0,1,10,4,6,13,15,3,11,8,7
2,13,5,11,12,1,14,0,6,9,10,15,4,3,7,8
4,8,11,13,12,0,2,10,14,1,5,3,9,15,6,7
2,5,7,9,10,13,3,11,14,0,8,4,12,6,1,15
2,9,14,5,7,8,4,11,13,3,0,10,1,6,12,15
