0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 7)","(0, 12)","(0, 9)","(0, 2)","(0, 6)","(0, 8)","(0, 10)","(0, 3)","(0, 16)","(0, 5)","(0, 4)","(1, 11)","(1, 7)","(1, 8)","(1, 13)","(1, 6)","(1, 16)","(1, 3)","(1, 2)","(2, 13)","(2, 14)","(2, 10)","(3, 12)","(3, 15)","(3, 4)","(3, 5)","(3, 6)","(3, 11)","(3, 14)","(3, 10)","(4, 16)","(4, 5)","(4, 9)","(4, 13)","(4, 10)","(5, 13)","(5, 7)","(5, 15)","(5, 12)","(5, 6)","(5, 16)","(6, 11)","(6, 12)","(6, 16)","(6, 13)","(7, 14)","(7, 12)","(7, 8)","(7, 9)","(7, 11)","(8, 13)","(8, 14)","(8, 10)","(9, 10)","(9, 14)","(9, 11)","(9, 15)","(10, 16)","(10, 11)","(10, 13)","(11, 16)","(11, 12)","(12, 15)","(12, 14)","(13, 15)","(13, 14)","(14, 15)","(15, 16)"
169,93
0,1,7,2,6,8,3,16,14,5,12,11,13,10,15,4,9
1,0,7,8,6,16,3,2,5,12,11,14,13,10,4,15,9
11,0,6,16,10,9,3,12,7,13,1,5,4,15,8,14,2
13,0,2,5,8,4,6,10,14,1,7,3,16,11,9,12,15
14,1,2,8,7,3,13,0,10,5,12,11,15,4,6,9,16
15,1,16,3,13,4,11,10,6,0,5,14,9,12,7,2,8
0,2,9,14,10,8,7,3,12,13,1,11,5,15,4,6,16
1,2,12,11,7,6,3,14,0,10,9,16,5,13,8,4,15
2,13,0,5,8,4,6,10,7,3,16,1,14,11,9,12,15
2,14,12,0,7,9,8,3,1,5,11,10,15,4,13,6,16
3,0,2,14,1,10,9,8,7,12,13,6,16,11,4,15,5
3,1,5,7,13,6,16,0,14,12,11,8,4,15,10,2,9
3,11,0,6,16,10,9,12,7,13,1,5,4,15,8,14,2
3,14,11,9,7,12,4,10,0,15,1,5,13,16,2,8,6
3,15,4,16,5,13,9,11,10,6,1,0,7,14,12,2,8
4,0,2,13,10,5,8,6,3,16,7,1,14,11,15,12,9
4,13,3,1,5,6,15,10,14,16,7,11,8,2,0,12,9
5,0,2,13,8,4,6,10,7,1,14,16,3,11,9,12,15
5,13,3,1,4,6,15,10,14,7,16,11,8,2,0,9,12
