0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 17)","(0, 2)","(0, 16)","(0, 3)","(0, 15)","(0, 4)","(0, 14)","(0, 5)","(0, 13)","(0, 6)","(0, 12)","(1, 2)","(1, 3)","(1, 17)","(1, 4)","(1, 16)","(1, 15)","(1, 6)","(1, 14)","(1, 7)","(1, 13)","(1, 11)","(2, 3)","(2, 4)","(2, 17)","(2, 6)","(2, 7)","(2, 15)","(2, 8)","(2, 14)","(2, 11)","(3, 5)","(3, 6)","(3, 7)","(3, 17)","(3, 8)","(3, 16)","(3, 9)","(3, 15)","(3, 13)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 17)","(4, 10)","(4, 15)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 17)","(5, 13)","(5, 12)","(6, 8)","(6, 10)","(6, 11)","(6, 12)","(6, 15)","(6, 7)","(6, 14)","(6, 16)","(7, 8)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(11, 17)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 16)","(13, 17)","(14, 15)","(14, 16)","(14, 17)","(15, 16)","(16, 17)"
715,423
7,0,5,4,3,2,12,1,13,6,8,11,17,9,15,10,16,14
8,1,7,6,11,4,3,13,2,14,10,12,5,0,16,9,15,17
9,2,8,11,4,14,3,15,6,10,12,7,5,17,1,13,16,0
10,3,9,8,7,13,6,5,15,16,11,12,4,14,2,1,0,17
11,0,12,13,14,15,6,16,5,17,2,1,8,7,10,9,3,4
0,5,2,4,6,3,7,8,11,17,1,9,15,10,14,16,13,12
0,12,4,10,9,15,8,7,6,5,13,14,16,3,11,2,1,17
1,7,0,5,4,3,2,12,13,6,11,17,8,9,15,10,16,14
1,11,0,12,13,14,15,6,16,5,17,2,7,8,10,9,3,4
2,7,0,5,4,3,12,1,13,6,8,11,17,9,15,10,16,14
2,8,1,7,6,11,4,3,13,14,10,12,5,0,16,9,15,17
2,11,0,12,13,14,15,6,16,5,17,1,8,7,3,10,9,4
3,7,0,5,4,2,12,1,13,6,8,11,17,9,15,10,14,16
3,8,1,7,6,11,4,13,2,14,10,12,5,0,16,9,15,17
3,9,4,2,1,5,0,6,7,17,8,15,14,11,16,13,10,12
