0,1,2,3,4,5,6,7,8,9,10,11
"(0, 8)","(0, 7)","(0, 2)","(0, 5)","(1, 9)","(1, 5)","(1, 8)","(1, 6)","(1, 2)","(2, 6)","(2, 7)","(2, 10)","(2, 8)","(2, 9)","(2, 3)","(3, 7)","(3, 8)","(3, 4)","(3, 10)","(3, 5)","(3, 6)","(4, 8)","(4, 11)","(4, 10)","(4, 6)","(4, 9)","(5, 6)","(5, 11)","(5, 10)","(6, 7)","(6, 11)","(7, 8)","(8, 9)","(8, 10)","(8, 11)","(10, 11)"
83,51
0,1,8,2,5,3,10,11,6,7,4,9
1,0,5,8,2,11,3,10,6,4,7,9
3,1,8,2,5,6,0,10,11,4,7,9
6,0,2,5,7,10,1,3,4,11,8,9
10,1,2,8,5,6,0,3,11,4,7,9
11,3,4,5,10,6,8,1,0,2,7,9
0,2,6,7,5,3,1,10,8,4,11,9
1,2,5,6,10,0,3,11,4,7,8,9
2,3,5,6,10,0,1,11,4,7,8,9
2,6,0,5,7,1,3,10,8,4,11,9
2,10,1,8,5,0,3,11,6,7,4,9
4,3,5,11,10,6,8,2,0,1,7,9
4,6,2,8,3,10,9,1,7,11,5,0
5,1,4,6,11,3,10,9,8,2,7,0
5,3,4,6,11,10,2,8,0,1,9,7
5,6,0,2,7,10,1,3,4,11,8,9
5,10,2,1,6,0,3,8,11,4,7,9
5,11,4,6,3,10,2,8,0,1,9,7
6,1,0,2,5,7,8,10,3,11,4,9
7,0,1,2,6,8,5,10,3,11,4,9
7,3,1,2,6,8,5,10,0,11,4,9
7,6,1,2,8,4,3,11,9,10,5,0
7,9,2,8
8,0,1,2,5,6,10,3,11,7,4,9
8,1,0,5,2,11,3,10,6,4,7,9
8,3,1,2,5,6,10,0,11,7,4,9
8,10,1,2,5,6,0,3,11,7,4,9
8,11,3,4,5,10,6,1,0,2,7,9
9,0,8,2,6,1,4,7,5,3,11,10
9,1,0,8,2,5,3,10,11,6,4,7
11,4,5,3,10,6,8,2,0,1,7,9
0,2,7,6,5,1,3,10,8,4,11,9
2,3,6,5,10,0,1,4,11,8,7,9
2,7,3,5,6,10,0,1,11,4,8,9
2,7,6,1,8,4,3,11,10,9,5,0
2,8,0,6,4,3,1,7,11,5,10,9
2,8,1,7,6,11,4,3,10,5,9,0
2,8,3,6,4,1,7,11,10,9,5,0
2,8,10,1,5,6,0,3,11,7,4,9
2,9,1,7,8,6,4,3,11,10,5,0
2,10,3,6,4,11,5,8,9,1,0,7
4,8,3,9,2,6,10,1,7,11,5,0
4,8,9,10,2,6,3,1,7,11,5,0
4,8,10,2,3,6,9,1,7,11,5,0
4,8,11,7,3,6,10,5,2,1,0,9
7,8,0,1,2,6,5,10,3,11,4,9
7,8,3,1,2,6,5,10,0,11,4,9
8,9,1,0,2,5,6,10,3,11,7,4
0,2,7,8,6,5,4,3,1,11,10,9
2,7,8,3,9,4,10,6,11,5,1,0
2,8,10,3,6,4,1,7,11,5,9,0
