0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 8)","(0, 4)","(0, 5)","(0, 13)","(0, 1)","(0, 9)","(1, 7)","(1, 14)","(2, 15)","(2, 9)","(2, 13)","(2, 8)","(2, 11)","(2, 7)","(3, 7)","(3, 15)","(3, 13)","(4, 7)","(4, 13)","(4, 5)","(4, 11)","(5, 14)","(5, 16)","(5, 10)","(5, 12)","(6, 16)","(6, 13)","(6, 8)","(6, 10)","(7, 12)","(7, 15)","(7, 9)","(7, 16)","(8, 14)","(8, 16)","(8, 13)","(8, 12)","(9, 15)","(9, 16)","(9, 14)","(10, 11)","(10, 16)","(10, 15)","(10, 12)","(10, 13)","(11, 16)","(11, 12)","(11, 15)","(13, 15)","(14, 16)","(15, 16)"
86,42
2,0,9,13,8,15,16,14,11,7,5,6,10,1,4,12,3
7,0,4,1,9,14,16,8,5,11,2,12,13,15,10,3,6
10,2,11,15,13,4,5,7,0,8,14,16,12,9,3,1,6
12,0,8,5,14,16,9,1,11,10,7,2,15,4,13,6,3
14,0,8,5,9,1,16,12,2,7,11,10,15,13,4,6,3
15,0,9,13,2,8,16,14,5,6,10,11,7,1,4,12,3
16,2,11,8,9,15,7,12,4,0,14,13,10,5,1,6,3
0,1,12,8,5,7,14,16,2,4,9,11,10,15,13,6,3
0,3,13,5,7,4,12,16,15,10,1,9,2,11,8,6,14
0,4,3,13,7,2,15,1,9,8,11,14,16,12,10,5,6
0,5,3,13,4,10,7,16,12,15,2,6,8,11,1,9,14
0,6,8,13,2,9,16,14,15,5,10,11,7,1,12,4,3
0,8,2,13,9,15,16,14,5,11,7,6,10,1,12,4,3
1,2,7,14,9,8,16,0,12,11,15,13,4,5,10,3,6
1,3,7,11,4,0,12,15,2,16,14,13,5,9,8,10,6
1,7,0,4,9,14,16,8,5,11,2,12,13,15,10,3,6
3,6,13,0,8
3,7,0,13,4,1,9,2,15,14,8,11,16,5,12,10,6
4,8,0,13,5,14,16,12,10,9,1,11,7,6,15,2,3
4,11
5,10,4,11,13,16,12,2,15,0,7,6,8,9,14,3,1
6,7,16,8,12,2,10,11,5,13,15,9,4,0,14,3,1
6,8,3,13
8,2,5,0,14,16,12,15,10,13,11,9,7,4,1,6,3
9,2,6,16,13,8,11,15,7,10,0,14,4,12,3,1,5
9,3,15,7,14,1,16,13,8,0,6,10,2,4,12,5,11
9,6,16,5,14,0,10,8,1,13,15,2,12,7,4,11,3
9,7,1,14,0,16,8,5,4,11,2,12,13,15,10,3,6
11,2,14,16,9,8,15,7,0,12,13,10,4,1,5,6,3
12,1,7,2,11,8,16,14,4,15,0,10,5,9,13,6,3
13,2,5,0,4,10,15,11,16,9,8,7,14,12,1,6,3
13,10,2,11,15,4,5,7,0,8,14,16,12,9,3,1,6
13,15,1,0,7,9,4,3,2,14,11,8,16,5,10,12,6
15,1,7,0,9,13,4,14,2,3,11,16,8,5,12,10,6
16,3,15,7,8,13,2,12,6,10,4,9,11,5,0,14,1
0,8,3,13,5,14,16,12,7,4,15,10,9,1,6,11,2
3,6,13,8
4,13,0,5,10,11,2,15,16,12,7,9,8,14,6,3,1
8,13,0,2,9,16,14,15,6,10,5,11,7,1,12,4,3
8,13,2,5,0,14,16,12,4,10,15,11,9,7,1,6,3
9,2,7,14,8,1,16,0,12,11,15,13,4,5,10,3,6
13,3,15,9,2,0,7,8,4,1,16,14,12,11,6,10,5
