0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 9)","(0, 10)","(0, 2)","(0, 7)","(0, 11)","(0, 6)","(0, 3)","(0, 14)","(0, 1)","(0, 4)","(0, 15)","(1, 2)","(1, 11)","(1, 3)","(1, 8)","(1, 9)","(1, 10)","(1, 7)","(1, 4)","(2, 9)","(2, 10)","(2, 3)","(2, 4)","(2, 12)","(2, 13)","(2, 16)","(2, 11)","(3, 9)","(3, 14)","(3, 5)","(3, 10)","(3, 4)","(3, 11)","(3, 13)","(3, 12)","(4, 10)","(4, 13)","(4, 9)","(4, 15)","(5, 14)","(5, 12)","(5, 15)","(5, 16)","(5, 13)","(5, 8)","(5, 9)","(5, 6)","(6, 9)","(6, 14)","(6, 13)","(6, 12)","(6, 15)","(6, 7)","(6, 10)","(6, 16)","(7, 10)","(7, 15)","(7, 13)","(7, 9)","(7, 16)","(7, 14)","(7, 11)","(8, 9)","(8, 16)","(8, 15)","(8, 12)","(8, 14)","(8, 11)","(8, 10)","(9, 16)","(9, 11)","(9, 12)","(9, 14)","(10, 11)","(10, 16)","(10, 13)","(11, 16)","(11, 12)","(11, 13)","(12, 14)","(12, 16)","(13, 15)","(13, 16)","(14, 15)","(14, 16)"
372,180
5,2,12,3,16,13,9,11,6,14,10,7,4,8,0,1,15
8,0,9,15,1,14,11,10,6,7,5,4,2,3,16,13,12
12,1,11,2,8,3,9,10,16,5,14,6,7,4,0,13,15
13,1,7,4,2,3,11,10,15,0,9,16,14,8,5,6,12
16,1,11,9,10,8,7,2,6,0,3,4,15,14,12,13,5
0,6,5,9,3,14,15,8,7,4,10,13,12,1,11,16,2
0,14,2,3,12,16,9,5,10,11,13,6,7,15,8,4,1
0,15,3,5,14,13,4,9,6,16,7,2,11,10,8,1,12
1,8,7,9,16,15,14,11,10,6,0,5,4,2,3,13,12
2,12,1,11,8,3,9,16,10,5,14,7,13,6,4,0,15
2,13,1,7,4,3,11,10,0,9,16,15,14,6,5,8,12
2,16,8,1,9,10,12,11,7,3,6,0,4,13,15,14,5
3,5,8,9,14,10,1,11,12,6,0,2,16,7,4,13,15
3,12,1,11,2,8,9,10,16,5,14,6,7,4,0,13,15
3,13,1,7,4,2,11,10,0,9,14,15,16,6,5,8,12
4,13,1,7,2,3,11,10,15,0,9,16,14,8,5,6,12
6,5,8,9,14,12,15,10,16,0,7,4,2,3,1,11,13
6,12,4,9,13,0,15,10,2,3,16,7,11,5,8,14,1
6,13,4,9,0,15,10,2,3,16,7,11,5,8,14,1,12
6,16,4,9,13,0,15,10,2,3,7,11,5,8,14,1,12
7,13,5,15,9,16,6,14,8,0,4,2,3,11,1,10,12
7,16,5,15,13,9,6,14,8,0,4,2,3,11,1,10,12
9,5,2,12,3,16,13,11,6,14,10,7,4,8,0,1,15
9,8,0,15,1,14,11,10,7,5,6,4,13,3,12,16,2
9,12,1,11,2,8,3,10,16,5,14,7,4,0,6,13,15
9,16,1,11,10,8,7,2,4,0,3,6,15,14,12,13,5
10,8,0,9,15,1,14,11,6,2,3,16,7,4,5,13,12
10,13,1,7,4,2,3,11,15,0,9,16,14,8,6,5,12
10,16,1,11,9,8,7,2,6,0,3,4,15,14,12,13,5
11,8,0,9,15,1,14,10,6,7,5,4,2,3,16,13,12
11,12,1,2,8,3,9,10,16,5,14,6,7,4,0,13,15
11,13,1,7,4,2,3,10,15,0,9,16,14,8,5,6,12
11,16,1,9,10,8,7,2,6,0,3,4,15,14,12,13,5
14,5,2,3,12,16,0,9,13,10,11,6,7,15,4,8,1
14,8,4,3,15,0,9,1,10,5,11,12,13,7,6,2,16
14,12,2,3,16,0,9,5,10,11,13,7,6,15,8,4,1
14,16,4,3,15,0,9,10,2,13,5,11,12,7,8,6,1
15,5,4,3,13,9,14,0,7,6,2,11,16,8,12,10,1
15,8,4,9,1,10,6,0,7,5,14,2,3,16,11,13,12
15,13,3,5,14,0,4,9,6,16,7,10,2,11,8,1,12
0,1,7,8,9,10,11,14,15,16,6,2,3,4,5,13,12
0,3,14,8,9,10,11,1,15,5,12,6,2,16,7,4,13
0,6,7,8,9,10,11,14,1,15,12,16,5,2,3,4,13
0,7,14,5,9,6,3,15,13,16,8,4,2,11,12,10,1
0,7,15,5,9,6,3,14,13,16,8,4,2,11,12,10,1
0,9,6,5,3,14,15,10,13,12,4,7,8,2,11,16,1
0,9,14,2,3,12,16,5,10,11,13,6,7,15,8,4,1
0,10,6,5,9,3,14,15,16,13,8,2,7,1,11,4,12
1,8,9,10,6,0,2,3,16,7,11,4,14,12,15,5,13
1,10,8,9,7,4,2,11,16,0,3,6,15,14,13,12,5
1,11,8,7,9,16,15,14,10,6,0,5,4,2,3,13,12
2,3,12,1,11,8,9,16,10,5,14,13,7,6,4,0,15
2,3,13,1,7,4,11,10,0,9,16,14,15,6,5,8,12
2,4,13,1,7,3,11,10,0,9,16,15,14,6,5,8,12
2,9,12,1,11,8,3,16,10,5,14,7,13,4,0,6,15
2,9,16,10,8,6,0,3,7,1,11,4,12,15,5,14,13
2,10,13,1,7,4,3,11,0,9,16,15,14,6,8,5,12
2,10,16,9,7,4,11,0,3,1,6,8,13,15,14,12,5
2,11,12,1,8,3,9,16,10,5,14,7,13,6,4,0,15
2,11,13,1,7,4,3,10,0,9,16,15,14,6,5,8,12
2,11,16,8,1,9,10,12,7,3,6,0,4,13,15,14,5
3,4,13,1,7,2,11,10,0,9,14,15,16,6,5,8,12
3,5,9,11,12,16,13,8,2,6,10,14,7,4,15,1,0
3,9,12,1,11,2,8,10,16,5,14,7,4,0,6,13,15
3,10,13,1,7,4,2,11,0,9,14,15,16,6,8,5,12
3,11,12,1,2,8,9,10,16,5,14,6,7,4,0,13,15
3,11,13,1,7,4,2,10,0,9,14,15,16,6,5,8,12
3,14,5,8,9,10,1,11,12,6,0,2,16,7,4,13,15
3,14,12,4,15,0,9,2,5,13,8,6,7,11,16,10,1
4,10,13,1,7,2,3,11,15,0,9,16,14,8,6,5,12
6,5,9,11,13,0,12,7,10,16,3,8,4,2,15,14,1
6,7,13,9,4,2,3,5,11,16,10,0,15,1,12,14,8
6,7,16,8,9,14,12,15,10,5,1,11,0,4,2,3,13
6,9,12,4,13,0,15,10,2,3,7,5,11,16,14,8,1
6,9,16,4,13,0,15,10,2,7,3,5,11,14,8,1,12
6,10,13,5,16,3,8,11,9,14,2,12,0,1,15,7,4
6,10,16,5,3,13,8,9,14,0,12,2,11,1,15,7,4
6,12,5,8,9,14,15,10,16,0,7,4,2,3,1,11,13
6,13,5,14,7,3,15,16,9,10,0,1,11,12,4,2,8
6,14,0,5,9,3,15,8,7,4,10,13,12,16,1,11,2
6,14,5,8,9,12,15,10,16,0,7,4,2,3,1,11,13
6,14,12,4,9,13,0,15,10,3,2,16,7,11,5,8,1
6,14,16,4,9,13,0,15,10,3,2,7,11,5,8,1,12
6,15,0,5,9,3,14,8,7,4,10,13,12,16,1,11,2
6,15,5,12,8,14,9,16,10,0,7,4,2,3,1,11,13
6,15,13,4,9,0,10,8,7,5,14,2,3,16,11,1,12
6,16,5,8,9,14,12,15,10,0,7,4,2,3,1,11,13
7,9,16,5,15,13,6,14,8,0,4,2,3,11,1,10,12
7,10,13,5,15,9,16,6,14,3,8,0,4,2,1,11,12
7,10,16,5,15,13,9,6,14,3,8,0,4,2,11,1,12
7,11,13,9,6,4,2,3,5,16,0,12,10,15,14,1,8
7,11,16,8,10,15,9,14,1,4,0,6,13,2,3,5,12
7,14,16,5,15,13,9,6,8,0,4,3,2,11,1,10,12
7,15,13,5,9,16,6,14,8,0,4,2,3,11,1,10,12
9,11,8,0,15,1,14,10,7,5,6,4,13,3,12,16,2
9,11,12,1,2,8,3,10,16,5,14,7,4,0,6,13,15
9,11,16,1,10,8,7,2,4,0,3,6,15,14,12,13,5
9,14,5,2,3,12,16,0,13,10,11,6,7,15,4,1,8
9,14,8,4,3,15,0,1,10,5,11,12,13,7,6,2,16
9,14,12,2,3,16,0,5,10,11,13,7,6,15,8,4,1
9,14,16,4,3,15,0,10,2,13,5,11,12,7,8,6,1
10,11,8,0,9,15,1,14,6,2,3,16,7,4,5,13,12
10,11,13,1,7,4,2,3,15,0,9,16,14,8,6,5,12
10,11,16,1,9,8,7,2,6,0,3,4,15,14,12,13,5
14,8,5,7,9,16,15,1,11,10,13,6,0,4,2,3,12
14,15,0,5,9,6,3,8,7,4,13,12,10,1,11,16,2
14,15,5,4,3,0,9,13,6,10,2,7,11,8,16,12,1
14,15,8,4,3,0,9,1,10,5,13,11,12,6,7,2,16
14,16,5,4,3,15,0,9,10,2,13,11,12,7,8,6,1
15,8,5,13,16,11,10,7,14,6,0,12,3,9,4,1,2
0,1,7,9,10,8,6,2,3,16,11,4,15,14,5,12,13
0,1,10,7,9,4,2,11,16,3,6,8,13,15,12,14,5
0,1,11,7,8,9,10,14,15,16,6,2,3,4,5,13,12
0,6,7,9,13,10,2,11,3,4,15,16,5,1,8,12,14
0,7,9,11
0,7,9,14,5,6,3,15,13,16,12,10,1,11,4,2,8
0,7,10,11
0,7,14,6,8,9,10,11,1,15,16,12,5,2,3,4,13
0,7,15,6,13,10,2,11,3,4,8,1,9,16,12,14,5
1,7,9,11
1,7,10,11
2,3,4,13,9,7,6,5,11,16,10,0,1,14,15,12,8
2,3,9,12,1,11,8,16,10,5,14,13,7,4,0,6,15
2,3,10,13,1,7,4,11,0,9,16,14,15,6,8,5,12
2,3,11,12,8,1,9,10,16,14,5,7,0,6,4,13,15
