0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 16)","(0, 2)","(0, 3)","(0, 14)","(0, 4)","(0, 13)","(0, 5)","(0, 9)","(0, 10)","(1, 2)","(1, 3)","(1, 16)","(1, 15)","(1, 14)","(1, 11)","(1, 12)","(1, 6)","(2, 3)","(2, 4)","(2, 16)","(2, 6)","(2, 15)","(2, 8)","(2, 11)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 16)","(3, 9)","(3, 13)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 14)","(5, 7)","(5, 8)","(5, 9)","(6, 7)","(6, 8)","(6, 15)","(6, 13)","(7, 8)","(7, 9)","(7, 11)","(7, 15)","(8, 11)","(8, 12)","(8, 16)","(9, 10)","(9, 12)","(10, 11)","(10, 12)","(10, 14)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(14, 15)","(15, 16)"
171,90
6,0,4,3,2,13,1,14,15,11,12,16,7,8,10,9,5
7,0,5,9,4,3
8,1,6,11,12,16,2,7,15,13,3,9,4,14,0,5,10
11,0,10,13,14,1,2,12,15,6,3,4,16,9,8,7,5
12,0,13,10,14,16,1,9,11,15,3,6,2,8,7,4,5
15,0,14,16,13,1,2,12,11,4,3,6,10,9,8,7,5
0,4,1,3,2,6,14,13,15,11,12,16,7,10,8,9,5
0,5,1,3
0,9,1,3,12,16,13,10,14,15,11,6,4,2,7,8,5
0,10,2,11,13,14,1,12,15,6,3,4,16,9,8,7,5
0,13,2,11,15,6,3,10,14,1,8,7,16,4,12,9,5
1,6,0,4,3,2,13,14,15,11,12,16,7,8,10,9,5
1,11,0,10,13,14,2,12,15,6,3,4,16,9,8,7,5
1,12,10,0,14,11,16,13,9,2,15,8,3,6,7,4,5
1,15,0,14,16,13,2,12,11,4,3,6,10,9,8,7,5
2,6,0,4,3,13,1,14,11,15,12,8,7,10,16,9,5
2,8,3,7,6,5,4,16,11,15,1,0,13,14,12,10,9
2,11,0,10,13,14,1,12,15,6,3,4,8,16,9,7,5
2,15,0,14,16,13,1,11,4,12,3,6,10,8,7,9,5
3,6,0,4,2,13,1,14,15,11,12,16,7,8,10,9,5
3,7,0,5,9,4
3,10,0,9,4,14,7,5,13,1,12,15,11,6,2,16,8
4,6,1,3,2,0,14,13,15,11,12,7,16,8,10,9,5
4,7,0,5,9,3
4,8,1,3,2,6,0,14,11,12,16,5,7,13,9,15,10
4,14
5,7,0,9,4,3
5,8,3,7,6,4,16,2,15,11,1,0,12,13,14,10,9
5,10,9,0,2,4,3,8,11,14,7,6,16,1,13,12,15
9,7,0,5,4,3
9,12,8,7,5,11,15,10,16,2,6,0,14,3,13,1,4
10,11,7,9,12,15,8,14,16,2,6,5,4,0,1,13,3
13,6,2,11,15,0,3,8,7,1,10,14,16,4,12,5,9
13,11,10,12,14,0,16,1,9,2,15,3,8,6,7,4,5
13,12,10,14,11,0,1,2,16,9,3,15,6,8,4,7,5
13,15,5,0,3,7,1,16,2,14,4,9,6,11,12,8,10
14,11,0,10,13,1,2,12,15,6,3,4,16,9,8,7,5
14,12,0,13,10,16,1,9,11,15,3,6,2,8,7,4,5
14,15,0,16,13,1,2,12,3,11,6,4,10,9,8,7,5
