0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 17)","(0, 12)","(0, 5)","(0, 8)","(1, 17)","(1, 4)","(1, 6)","(1, 9)","(2, 3)","(2, 4)","(2, 14)","(2, 7)","(3, 15)","(3, 9)","(3, 13)","(3, 16)","(4, 17)","(4, 10)","(4, 11)","(5, 13)","(5, 9)","(6, 7)","(6, 8)","(7, 8)","(8, 9)","(8, 10)","(8, 12)","(8, 13)","(8, 14)","(9, 15)","(10, 12)","(10, 16)","(10, 15)","(11, 13)","(11, 16)","(12, 13)"
166,85
2,0,4,17,14,8,7,10,1,6,12,9,13,3,5,15,11,16
11,0,13,12,5,8,4,17,10,9,1,16,15,3,6,2,7,14
13,2,3
15,0,9,8,10,5,12,13,3,16,11,4,17,1,2,6,14,7
0,1,17,3,12,13,5,8,9,4,2,10,6,7,14,11,16,15
0,5,2,17,4,8,7,14,13,3,9,1,6,12,11,10,16,15
1,2,4,0,17,14,8,7,6,9,10,3,5,15,12,13,16,11
1,3,9,0,17,8,13,5,12,4,2,11,6,10,14,7,16,15
1,2,4,9,3,16,10,11,8,15,13,5,6,7,14,0,12,17
1,2,4,10,16,11,9,3,13,5,8,15,6,12,0,17,7,14
1,2,4,11,16,10,9,3,8,15,13,5,6,7,14,0,12,17
1,2,4,17,0,14,8,7,9,6,10,3,5,15,12,13,16,11
3,2,0,9,8,13,5,12,4,17,14,7,1,10,11,6,16,15
3,4,2,0,9,8,13,5,12,17,14,7,1,10,11,6,16,15
3,7,2,1,9,6,4,8,13,14,10,11,5,0,16,15,12,17
4,2,0,17,14,8,7,1,6,10,9,12,3,5,15,13,16,11
4,6,1,0,17,8,10,9,12,15,5,13,11,3,16,2,7,14
4,7,2,0,17,8,14,1,6,10,9,12,3,5,15,13,16,11
4,9,1,0,17,8,5,10,6,13,11,15,12,16,3,2,7,14
5,1,9,14,0,8,13,4,2,6,17,12,7,10,11,3,15,16
6,0,8,5,9,1,13,3,17,4,11,12,2,7,16,10,14,15
6,1,0,8,17,9,5,13,11,4,3,12,16,10,2,7,15,14
6,2,7,0,8,4,17,14,10,1,12,9,13,3,5,15,11,16
7,0,8,5,9,13,3,12,2,4,17,14,10,1,11,6,15,16
