0,1,2,3,4,5,6,7,8,9
"(0, 1)","(0, 8)","(0, 3)","(0, 5)","(0, 9)","(0, 2)","(1, 2)","(1, 3)","(1, 9)","(1, 4)","(1, 8)","(1, 5)","(1, 7)","(1, 6)","(2, 3)","(2, 5)","(2, 8)","(2, 7)","(2, 4)","(2, 9)","(3, 5)","(3, 6)","(3, 7)","(3, 9)","(3, 8)","(3, 4)","(4, 5)","(4, 8)","(4, 9)","(4, 7)","(4, 6)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(8, 9)"
312,168
4,0,5,1,8,9,3,2
6,0,5,8,3,9,1
7,0,8,5,9,3,1,2
0,7,1,8,3,5,9,2
1,4,0,5,8,9,3,2
1,6,2,5,8,3,9,4
1,7,0,8,5,9,3,2
2,4,0,5,1,8,9,3
2,7,0,8,5,9,3,1
3,4,0,5,1,8,9,2
3,6,0,5,8,9,1
3,7,0,8,5,9,1,2
4,0,5,1,8,9,3,2,6
4,0,5,1,8,9,3,2,7
5,4,0,1,8,9,3,2
5,6,0,8,3,9,1
5,7,0,8,9,3,1,2
8,4,0,5,1,9,3,2
8,6,0,5,3,9,1
8,7,0,5,9,3,1,2
9,4,0,5,1,8,3,2
9,6,0,5,8,3,1
9,7,0,8,5,3,1,2
1,2,4,0,5,8,9,3
1,2,7,0,8,5,9,3
1,3,4,0,5,8,9,2
1,3,7,0,8,5,9,2
1,5,4,0,8,9,3,2
1,5,6,2,8,3,9,4
1,5,7,0,8,9,3,2
1,6,2,5,8,3,9,4,7
1,8,4,0,5,9,3,2
1,8,6,2,5,3,9,4
1,8,7,0,5,9,3,2
1,9,4,0,5,8,3,2
1,9,6,2,5,8,3,4
1,9,7,0,8,5,3,2
2,3,4,0,5,1,8,9
2,3,7,0,8,5,9,1
2,5,4,0,1,8,9,3
2,5,7,0,8,9,3,1
2,8,4,0,5,1,9,3
2,8,7,0,5,9,3,1
2,9,4,0,5,1,8,3
2,9,7,0,8,5,3,1
3,5,4,0,1,8,9,2
3,5,6,0,8,9,1
3,5,7,0,8,9,1,2
3,8,4,0,5,1,9,2
3,8,6,0,5,9,1
3,8,7,0,5,9,1,2
3,9,4,0,5,1,8,2
3,9,6,0,5,8,1
3,9,7,0,8,5,1,2
5,8,4,0,1,9,3,2
5,8,6,0,3,9,1
5,8,7,0,9,3,1,2
5,9,4,0,1,8,3,2
5,9,6,0,8,3,1
5,9,7,0,8,3,1,2
8,9,4,0,5,1,3,2
8,9,6,0,5,3,1
8,9,7,0,5,3,1,2
0,1,2,3,4,8,5,9
1,2,3,4,0,5,8,9
1,2,5,4,0,8,9,3
1,2,5,7,0,8,9,3
1,2,8,4,0,5,9,3
1,2,8,7,0,5,9,3
1,2,9,4,0,5,8,3
1,2,9,7,0,8,5,3
1,3,5,4,0,8,9,2
1,3,5,7,0,8,9,2
1,3,6,4,0,5,8,9,2
1,3,8,4,0,5,9,2
1,3,8,7,0,5,9,2
1,3,9,4,0,5,8,2
1,3,9,7,0,8,5,2
1,5,8,4,0,9,3,2
1,5,8,6,2,3,9,4
1,5,8,7,0,9,3,2
1,5,9,4,0,8,3,2
1,5,9,6,2,8,3,4
1,5,9,7,0,8,3,2
1,8,9,4,0,5,3,2
1,8,9,6,2,5,3,4
1,8,9,7,0,5,3,2
2,3,5,4,0,1,8,9
2,3,5,7,0,8,9,1
2,3,8,4,0,5,1,9
