0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 5)","(0, 6)","(0, 7)","(0, 9)","(1, 5)","(1, 6)","(1, 15)","(1, 16)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 11)","(2, 13)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 10)","(3, 11)","(3, 14)","(4, 5)","(4, 9)","(4, 12)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(5, 15)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 16)","(7, 8)","(7, 11)","(7, 12)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 14)","(8, 16)","(9, 10)","(9, 13)","(9, 15)","(9, 16)","(10, 15)","(11, 12)","(11, 13)","(11, 14)","(11, 16)","(12, 15)","(13, 14)"
163,86
0,4,5,9
1,4,5
2,4,5
3,4,5
4,3,5
8,1,5,6,16,9,11,15,13,2,3,7,10,12,14,0,4
13,0,5,7,9,6,8,2,11,14,16,3,1,10,15,12,4
0,1,5,6,3,7
0,2,5,6,7
0,3,5,6,7
0,4,5,9,3,6,7,8,10,12,13,15,11,14,2,1,16
0,4,5,9,6,8,7,12,13,15,2,11,14,1,10,16,3
1,2,5,6,0,7
1,3,5,6,0,7
1,4,5,13,9,6,15,16,2,7,10,12,8,11,0,3,14
3,4,5,13,7,11,14,9,12,8,0,6,16,10,15,2,1
5,8,1,6,16,9,11,15,13,2,3,7,10,12,14,0,4
5,13,0,7,9,6,8,2,11,14,16,3,1,10,15,12,4
6,0,4,5,9
6,1,3,5
6,2,1,5
6,3,1,5
6,4,5,9,10
7,0,3,5,6
7,2,1,5,6
7,3,1,5,6
7,4,5,12,10,3,6,8,9,15,11,1,0,13,2,16,14
8,2,4,5,9,12,6,13,15,7,11,1,10,3,16,14,0
9,0,3,5,6,8,10,7,13,11,14,2,16,1,15,12,4
9,4,0,5
10,0,5,6,9,3,7,8,13,2,11,14,16,1,15,12,4
10,3,4,5,9,6,8,12,15,7,11,1,0,13,16,2,14
10,4,5,9,0,6
11,0,5,7,10,3,8,6,9,2,16,13,1,14,15,12,4
11,2,4,5,12,7,8,9,13,16,6,15,0,14,1,3,10
11,3,4,5,12,7,8,9,13,16,6,10,15,0,14,2,1
11,4,5,12,6,2,3,7,8,16,9,13,10,0,1,15,14
12,0,5,7,10,8,15,6,9,3,1,4,13,11,16,2,14
12,4,3,5,7,8,11,9,15,6,10,0,13,16,1,2,14
13,1,5,12,7,11,15,6,16,9,2,8,3,10,4,0,14
14,1,5,3,6,8,16,11,9,2,7,13,15,10,0,12,4
14,3,2,5,8,11,13,6,7,9,16,10,0,1,15,12,4
14,4,5,0,9,8,13,12,6,7,2,11,15,3,16,10,1
15,1,4,5,9,12,6,16,8,10,7,11,3,0,13,2,14
16,1,5,6,8,9,11,2,3,7,15,13,10,14,0,12,4
1,2,5,6,7
1,3,5,6,7
5,6,8,1,16,9,11,15,13,2,3,7,10,12,14,0,4
5,7,0,3,6
5,7,2,1,6
5,7,3,1,6
5,8,2,4,9,12,6,13,15,7,11,1,10,3,16,14,0
5,9,0,3,6,8,10,7,13,11,14,2,16,1,15,12,4
5,10,3,4,9,6,8,12,15,7,11,1,0,13,16,2,14
5,11,2,6,3,7,8,16,1,9,15,13,10,0,12,14,4
5,11,3,6,2,7,8,16,1,9,15,13,10,0,12,14,4
5,12,4,6,7,8,9,0,13,15,11,2,14,1,10,3,16
5,14,3,2,8,11,13,6,7,9,16,10,0,1,15,12,4
5,14,6,3,8,9,13,10,2,7,11,0,16,1,15,12,4
5,14,8,2,11,13,7,9,3,0,6,16,10,1,15,12,4
5,14,10,3,8,4,9,12,13,6,15,11,7,2,1,16,0
5,14,11,2,8,13,7,9,3,0,6,16,10,1,15,12,4
5,14,13,0,7,9,3,8,11,6,10,2,16,1,15,12,4
5,14,15,0,9,8,13,10,12,6,7,2,11,3,4,1,16
5,15,1,11,12,16,8,6,9,10,2,3,7,13,4,14,0
5,15,7,12,10,3,6,8,11,1,9,2,16,13,0,4,14
16,6,8,7,11,2,3,5,1,9,15,0,13,10,12,14,4
5,6,7,8,1,16,9,11,0,13,15,2,3,14,10,12,4
5,6,8,2,4,9,12,13,15,7,11,14,1,10,0,3,16
5,6,9,0,3,8,10,7,13,2,11,14,16,1,15,12,4
5,6,9,8,2,13,7,11,14,0,3,16,10,1,15,12,4
5,10,3,6,4,9,8,12,15,7,11,1,0,13,2,16,14
5,10,6,8,1,15,16,9,12,11,4,13,7,3,2,14,0
5,11,2,7,6,3,8,16,1,9,15,13,0,10,12,14,4
5,11,3,7,6,2,8,16,1,9,15,13,10,0,12,14,4
5,11,7,8,1,16,6,9,2,3,13,0,15,10,14,12,4
5,12,7,8,1,15,6,16,9,10,11,4,0,13,3,2,14
5,14,8,3,4,9,12,13,6,10,15,11,7,2,1,16,0
5,14,11,3,7,8,13,2,9,6,16,10,0,1,15,12,4
5,15,9,10,3,6,8,1,12,16,4,7,11,0,13,2,14
16,6,8,9,7,11,0,5,13,2,3,1,14,10,15,12,4
3,5,6,7,8,9,10,0,13,11,14,2,16,1,15,12,4
5,11,2,7,8,10,3,6,16,1,9,15,13,0,12,14,4
5,11,3,7,8,10,6,2,16,1,9,15,13,0,12,14,4
5,11,7,12,8,1,16,6,15,9,2,3,10,13,0,4,14
5,14,11,3,8,9,13,16,6,10,7,2,1,0,15,12,4
