0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 12)","(0, 11)","(0, 8)","(0, 10)","(0, 6)","(0, 13)","(0, 5)","(0, 3)","(1, 3)","(1, 4)","(1, 5)","(1, 12)","(1, 11)","(1, 7)","(1, 8)","(1, 2)","(2, 3)","(2, 14)","(2, 6)","(2, 8)","(2, 10)","(2, 9)","(3, 8)","(3, 13)","(3, 9)","(3, 11)","(3, 12)","(4, 5)","(4, 6)","(4, 11)","(4, 12)","(4, 7)","(4, 10)","(5, 7)","(5, 8)","(5, 11)","(5, 10)","(5, 13)","(6, 8)","(6, 9)","(6, 10)","(6, 12)","(6, 13)","(7, 9)","(7, 10)","(7, 14)","(8, 9)","(8, 13)","(8, 10)","(8, 14)","(9, 10)","(9, 11)","(9, 13)","(9, 14)","(10, 11)","(10, 13)","(11, 14)","(12, 13)","(12, 14)","(13, 14)"
179,109
0,2,8,10,6,3,9,11,13,12,14,1,5,4,7
1,0,3,5,12,11,8,13,4,14,6,9,10,7,2
2,0,3,6,8,10,13,9,12,11,14,5,1,4,7
4,0,5,6,11,12,10,8,13,1,9,14,3,2,7
9,1,8,7,11,3,2,5,10,14,0,4,13,12,6
14,1,12,11,2,7,8,0,3,4,6,13,9,10,5
0,3,7,10,5,1,9,2,11,13,8,4,12,6,14
1,2,0,3,5,12,11,8,6,10,13,9,4,14,7
3,1,0,5,12,11,8,13,4,14,6,9,10,7,2
3,2,0,6,8,10,9,12,13,11,14,1,4,5,7
3,9,1,8,7,11,2,5,10,14,0,4,13,12,6
4,1,3,11,12,14,0,7,2,8,13,9,10,6,5
5,0,6,4,8,10,13,11,12,1,9,14,3,2,7
5,1,3,8,11,0,13,9,10,14,12,7,2,6,4
5,4,0,6,11,12,10,8,13,9,14,1,3,7,2
6,0,7,4,9,10,5,11,12,8,13,3,14,1,2
6,2,7,4,9,10,14,1,11,12,8,3,13,5,0
6,4,9,11,7,10,0,14,1,5,12,8,13,3,2
6,9,1,4,8,2,12,7,11,3,10,5,0,13,14
7,1,3,9,8,11,2,5,10,14,0,4,13,12,6
7,4,0,5,10,6,11,12,8,13,1,9,14,3,2
8,0,2,10,6,3,9,11,13,12,14,1,5,4,7
8,1,0,3,5,12,11,13,4,14,6,9,10,7,2
8,2,0,3,6,10,13,9,12,11,14,5,1,4,7
8,9,1,7,11,3,2,5,10,14,4,0,13,12,6
8,14,1,12,11,2,7,13,0,6,3,4,9,5,10
9,2,1,8,7,11,3,5,10,14,0,4,13,12,6
10,0,4,12,11,6,5,13,14,1,3,9,8,2,7
10,2,5,8,1,4,11,7,6,9,14,3,0,13,12
10,4,3,9,0,2,11,13,8,1,12,7,6,14,5
10,9,1,7,2,11,5,8,4,3,14,6,0,13,12
11,0,2,9,14,1,3,10,8,6,13,7,12,5,4
11,1,2,9,14,3,10,8,7,12,13,0,5,4,6
11,4,0,5,6,12,10,8,13,1,9,14,3,2,7
11,9,2,14,1,3,10,12,7,8,13,4,5,0,6
11,14,8,9,0,1,5,3,10,6,13,7,2,12,4
12,0,2,14,1,6,3,8,10,11,13,7,9,5,4
12,1,2,14,6,3,11,7,8,13,9,4,0,10,5
12,4,0,5,6,11,10,1,13,8,9,14,3,2,7
12,14,11,0,1,3,4,8,13,5,10,6,7,2,9
13,0,2,9,3,14,6,8,10,11,12,7,5,1,4
13,9,2,3,14,6,8,10,11,12,0,7,5,1,4
13,14,7,9,10,5,8,11,2,1,0,3,4,6,12
14,2,7,10,1,9,11,13,8,5,4,12,3,0,6
0,3,8,12,6,1,13,14,9,2,4,5,11,7,10
1,2,3,7,14,10,9,12,11,8,13,5,4,0,6
3,8,1,0,5,12,11,13,4,14,6,9,10,7,2
3,8,2,0,6,10,9,12,13,11,14,1,4,5,7
3,8,9,1,7,11,2,5,10,14,4,0,13,12,6
3,9,2,7,1,14,10,11,8,12,4,5,13,0,6
3,12,0,11,14,1,4,2,13,9,8,7,5,6,10
3,12,13
3,13,0,7,1,9,14,10,5,12,8,11,2,4,6
3,13,9,7,1,14,10,5,12,8,11,2,4,0,6
4,1,5,6,12,8,2,0,10,13,14,3,9,11,7
5,7,1,3,8,11,0,13,9,10,14,4,12,6,2
5,7,4,0,10,6,11,12,13,8,9,14,1,3,2
5,8,0,9,7,11,10,13,6,3,1,14,4,2,12
5,10,0,6,4,8,13,11,12,1,9,14,3,7,2
5,10,4,6,8,0,13,1,12,11,7,2,3,14,9
5,11,0,9,7,8,10,13,6,3,1,4,14,2,12
5,11,1,3,8,0,13,9,10,14,12,7,2,6,4
5,11,4,0,6,12,10,8,13,9,1,14,3,7,2
5,13,0,7,9,14,10,8,11,6,3,12,2,1,4
6,0,8,9,11,10,13,3,4,14,1,5,2,12,7
6,2,8,7,4,9,10,14,1,5,11,12,3,13,0
6,8,9,1,4,2,12,7,11,3,5,10,14,13,0
6,9,2,7,4,10,14,1,11,12,13,8,5,3,0
6,10,0,7,4,9,5,11,12,8,13,3,14,1,2
6,10,2,7,4,9,14,1,11,12,8,3,13,5,0
6,10,9,1,4,8,2,12,7,11,5,3,0,13,14
6,12,0,11,4,9,10,14,1,3,5,7,13,8,2
6,12,13
6,13,0,7,4,9,10,14,5,12,11,8,3,2,1
6,13,9,7,4,10,14,5,12,11,2,8,0,3,1
7,1,4,3,9,11,12,8,2,10,6,13,14,5,0
8,1,2,0,3,5,12,11,6,10,13,9,4,14,7
8,9,2,1,7,11,3,5,10,14,4,0,13,12,6
8,10,0,4,6,5,1,12,11,13,2,9,7,3,14
8,10,2,5,1,4,11,7,6,9,14,0,3,13,12
8,10,9,1,7,2,11,5,4,3,14,6,0,13,12
8,13,0,2,9,3,14,6,10,11,12,7,1,5,4
8,13,9,2,3,14,6,10,11,12,0,7,1,5,4
8,13,14,7,9,5,1,10,11,3,2,12,4,0,6
8,14,2,7,9,5,1,10,11,13,3,12,4,0,6
10,7,4,3,9,0,2,11,13,8,1,12,6,14,5
10,9,2,5,8,7,11,13,1,14,0,3,4,6,12
10,11,0,4,12,6,5,13,14,1,3,9,8,2,7
10,11,4,3,9,0,2,13,8,1,12,7,6,14,5
10,13,0,4,12,6,5,11,1,14,3,8,9,7,2
10,13,9,5,8,7,11,1,14,0,3,4,2,12,6
11,4,1,3,12,14,0,7,2,8,13,9,10,6,5
12,13,0,2,14,1,6,3,9,8,10,11,7,5,4
5,8,0,10,12,4,1,13,6,3,14,11,7,2,9
5,8,10,13
5,8,13,0,9,7,11,10,6,3,1,14,4,2,12
5,10,13,0,7,9,14,8,11,6,3,2,12,1,4
6,0,8,10,12,3,1,13,14,4,2,9,11,5,7
6,2,8,9,7,4,10,14,1,5,11,12,13,3,0
6,8,10,2,7,4,9,5,1,14,11,12,13,3,0
6,8,10,9,1,4,2,12,7,11,5,3,14,13,0
6,8,13,0,9,11,10,3,4,14,1,5,2,12,7
6,8,13,9,7,4,10,5,1,14,12,11,2,0,3
6,10,9,2,7,4,14,1,11,12,13,8,5,3,0
6,10,13,0,7,4,9,14,5,12,11,8,3,2,1
6,10,13,9,7,4,14,5,12,11,2,8,0,3,1
8,10,9,2,5,7,11,13,1,14,4,0,3,6,12
8,10,13,0,4,6,5,1,12,11,2,9,7,3,14
8,10,13,9,5,7,11,1,14,4,0,3,2,12,6
