0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 11)","(0, 2)","(0, 10)","(0, 3)","(0, 9)","(0, 4)","(0, 8)","(0, 5)","(0, 7)","(1, 2)","(1, 3)","(1, 11)","(1, 5)","(1, 9)","(1, 8)","(1, 7)","(1, 4)","(1, 6)","(1, 10)","(2, 3)","(2, 5)","(2, 11)","(2, 6)","(2, 10)","(2, 7)","(2, 8)","(2, 4)","(3, 5)","(3, 7)","(3, 11)","(3, 8)","(3, 9)","(3, 4)","(4, 5)","(4, 8)","(4, 10)","(4, 7)","(4, 6)","(4, 9)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(7, 8)","(7, 9)","(7, 11)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 11)","(10, 11)"
1009,257
6,0,7,8,9,2,10,4,1,11,5,3
1,6,0,7,8,9,2,10,4,11,5,3
2,6,0,7,8,9,10,4,1,11,5,3
4,6,0,7,8,9,2,10,1,11,5,3
7,6,0,8,9,2,10,4,1,11,5,3
8,6,0,7,9,2,10,4,1,11,5,3
9,6,0,7,8,2,10,4,1,11,3,5
10,6,0,7,8,9,2,4,1,11,5,3
11,6,0,7,8,9,2,10,4,1,5,3
0,1,9,2,8,10,7,11,6,5,3,4
1,2,6,3,7,8,9,4,11,10,0,5
1,4,6,0,7,8,9,2,10,11,5,3
1,7,6,0,8,9,2,10,4,11,5,3
1,8,6,0,7,9,2,10,4,11,5,3
1,9,6,3,7,8,2,4,11,0,5,10
1,10,6,0,7,8,9,2,4,11,5,3
1,11,6,0,7,8,9,2,10,4,5,3
2,4,6,0,7,8,9,10,1,11,5,3
2,7,6,0,8,9,10,4,1,11,5,3
2,8,6,0,7,9,10,4,1,11,5,3
2,10,6,0,7,8,9,4,1,11,5,3
2,11,6,0,7,8,9,10,4,1,5,3
4,7,6,0,8,9,2,10,1,11,5,3
4,8,6,0,7,9,2,10,1,11,5,3
4,9,6,0,7,8,2,10,1,11,3,5
4,10,6,0,7,8,9,2,1,11,5,3
7,8,6,0,9,2,10,4,1,11,5,3
7,9,6,0,8,2,10,4,1,11,3,5
7,10,6,0,8,9,2,4,1,11,5,3
7,11,6,0,8,9,2,10,4,1,5,3
8,9,6,0,7,2,10,4,1,11,3,5
8,10,6,0,7,9,2,4,1,11,5,3
8,11,6,0,7,9,2,10,4,1,5,3
9,10,6,0,7,8,2,4,1,11,3,5
9,11,6,0,7,8,2,10,4,1,3,5
10,11,6,0,7,8,9,2,4,1,5,3
0,1,2,10,3,9,11,8,5,4,7,6
0,1,3,9,2,8,10,7,11,6,5,4
0,1,4,9,2,8,10,7,11,6,5,3
0,1,5,9,2,8,10,7,11,6,3,4
0,1,7,9,2,8,10,11,6,5,3,4
0,1,8,9,2,10,7,11,6,5,3,4
0,1,10,9,3,11,8,2,5,4,7,6
0,1,11,9,2,8,10,7,6,5,3,4
1,2,4,6,5,7,8,9,10,11,0,3
1,2,7,6,3,8,9,4,11,10,0,5
1,2,8,6,3,7,9,4,11,10,0,5
1,2,10,6,3,9,11,8,0,5,4,7
1,2,11,6,5,7,8,9,10,4,0,3
1,4,7,6,0,8,9,2,10,11,5,3
1,4,8,6,0,7,9,2,10,11,5,3
1,4,9,6,5,7,8,2,10,11,3,0
1,4,10,6,0,7,8,9,2,11,5,3
1,7,8,6,0,9,2,10,4,11,5,3
1,7,9,6,3,8,2,4,11,0,5,10
1,7,10,6,0,8,9,2,4,11,5,3
1,7,11,6,0,8,9,2,10,4,5,3
1,8,9,6,3,7,2,4,11,0,5,10
1,8,10,6,0,7,9,2,4,11,5,3
1,8,11,6,0,7,9,2,10,4,5,3
1,9,10,6,3,11,8,0,2,5,4,7
1,9,11,6,5,7,8,2,10,4,3,0
1,10,11,6,0,7,8,9,2,4,5,3
2,4,7,6,0,8,9,10,1,11,5,3
2,4,8,6,0,7,9,10,1,11,5,3
2,4,10,6,0,7,8,9,1,11,5,3
2,7,8,6,0,9,10,4,1,11,5,3
2,7,10,6,0,8,9,4,1,11,5,3
2,7,11,6,0,8,9,10,4,1,5,3
2,8,10,6,0,7,9,4,1,11,5,3
2,8,11,6,0,7,9,10,4,1,5,3
2,10,11,6,0,7,8,9,4,1,5,3
4,7,8,6,0,9,2,10,1,11,5,3
4,7,9,6,0,8,2,10,1,11,3,5
4,7,10,6,0,8,9,2,1,11,5,3
4,8,9,6,0,7,2,10,1,11,3,5
4,8,10,6,0,7,9,2,1,11,5,3
4,9,10,6,0,7,8,2,1,11,3,5
7,8,9,6,0,2,10,4,1,11,3,5
7,8,10,6,0,9,2,4,1,11,5,3
7,8,11,6,0,9,2,10,4,1,5,3
7,9,10,6,0,8,2,4,1,11,3,5
7,9,11,6,0,8,2,10,4,1,3,5
7,10,11,6,0,8,9,2,4,1,5,3
8,9,10,6,0,7,2,4,1,11,3,5
8,9,11,6,0,7,2,10,4,1,3,5
8,10,11,6,0,7,9,2,4,1,5,3
9,10,11,6,0,7,8,2,4,1,3,5
0,1,2,3,11,4,10,9,8,7,5,6
0,1,2,4,10,3,9,11,8,5,7,6
0,1,2,5,10,3,9,11,8,4,7,6
0,1,2,7,10,3,9,11,8,5,4,6
0,1,2,8,10,3,9,11,5,4,7,6
0,1,2,11,10,4,9,8,7,3,5,6
0,1,3,4,9,2,8,10,7,11,6,5
0,1,3,5,9,2,8,10,7,11,6,4
0,1,3,7,9,2,8,10,11,6,5,4
0,1,3,8,9,2,10,7,11,6,5,4
0,1,3,11,9,4,10,8,2,7,5,6
0,1,4,5,9,2,8,10,7,11,6,3
0,1,4,7,9,2,8,10,11,6,5,3
0,1,4,8,9,2,10,7,11,6,5,3
0,1,4,10,9,3,11,8,2,5,7,6
0,1,5,7,9,2,8,10,11,6,3,4
0,1,5,8,9,2,10,7,11,6,3,4
0,1,5,10,9,3,11,8,2,4,7,6
0,1,5,11,9,2,8,10,7,6,3,4
0,1,7,8,9,2,10,11,6,5,3,4
0,1,7,10,9,3,11,8,2,5,4,6
0,1,7,11,9,2,8,10,6,5,3,4
0,1,8,10,9,3,11,2,5,4,7,6
0,1,8,11,9,2,10,7,6,5,3,4
0,1,10,11,9,4,8,2,7,3,5,6
1,2,4,6,7,5,8,9,10,11,0,3
1,2,4,8,6,5,7,9,10,11,0,3
1,2,4,10,6,5,7,8,9,11,0,3
1,2,7,8,6,3,9,4,11,10,0,5
1,2,7,10,6,3,9,11,8,0,5,4
1,2,7,11,6,5,8,9,10,4,0,3
1,2,8,10,6,3,9,11,0,5,4,7
1,2,8,11,6,5,7,9,10,4,0,3
1,2,10,11,6,5,7,8,9,4,0,3
1,4,7,8,6,0,9,2,10,11,5,3
1,4,7,9,6,5,8,2,10,11,3,0
1,4,7,10,6,0,8,9,2,11,5,3
1,4,8,9,6,5,7,2,10,11,3,0
1,4,8,10,6,0,7,9,2,11,5,3
1,4,9,10,6,5,7,8,2,11,3,0
1,7,8,9,6,3,2,4,11,0,5,10
1,7,8,10,6,0,9,2,4,11,5,3
1,7,8,11,6,0,9,2,10,4,5,3
1,7,9,10,6,3,11,8,0,2,5,4
1,7,9,11,6,5,8,2,10,4,3,0
1,7,10,11,6,0,8,9,2,4,5,3
1,8,9,10,6,3,11,0,2,5,4,7
1,8,9,11,6,5,7,2,10,4,3,0
1,8,10,11,6,0,7,9,2,4,5,3
1,9,10,11,6,5,7,8,2,4,3,0
2,4,7,8,6,0,9,10,1,11,5,3
2,4,7,10,6,0,8,9,1,11,5,3
2,4,8,10,6,0,7,9,1,11,5,3
2,7,8,10,6,0,9,4,1,11,5,3
2,7,8,11,6,0,9,10,4,1,5,3
2,7,10,11,6,0,8,9,4,1,5,3
2,8,10,11,6,0,7,9,4,1,5,3
4,7,8,9,6,0,2,10,1,11,3,5
4,7,8,10,6,0,9,2,1,11,5,3
4,7,9,10,6,0,8,2,1,11,3,5
4,8,9,10,6,0,7,2,1,11,3,5
7,8,9,10,6,0,2,4,1,11,3,5
7,8,9,11,6,0,2,10,4,1,3,5
7,8,10,11,6,0,9,2,4,1,5,3
7,9,10,11,6,0,8,2,4,1,3,5
8,9,10,11,6,0,7,2,4,1,3,5
0,1,2,3,4,5,6,11,10,9,8,7
0,1,2,3,5,11,6,10,9,4,8,7
0,1,2,3,7,11,4,10,9,8,5,6
0,1,2,3,8,11,4,10,9,7,5,6
0,1,2,4,5,10,6,11,9,8,7,3
0,1,2,4,7,10,3,9,11,8,5,6
0,1,2,4,8,10,3,9,11,5,7,6
0,1,2,5,7,10,3,9,11,8,4,6
0,1,2,5,8,10,3,9,11,4,7,6
0,1,2,5,11,10,6,9,4,8,7,3
0,1,2,7,8,10,3,9,11,5,4,6
0,1,2,7,11,10,4,9,8,3,5,6
0,1,2,8,11,10,4,9,7,3,5,6
0,1,3,4,5,9,6,11,2,10,8,7
0,1,3,4,7,9,2,8,10,11,6,5
0,1,3,4,8,9,2,10,7,11,6,5
0,1,3,5,7,9,2,8,10,11,6,4
0,1,3,5,8,9,2,10,7,11,6,4
0,1,3,5,11,9,6,2,10,4,8,7
0,1,3,7,8,9,2,10,11,6,5,4
