0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 12)","(0, 2)","(0, 11)","(0, 3)","(0, 10)","(0, 5)","(1, 2)","(1, 3)","(1, 12)","(1, 4)","(1, 11)","(2, 3)","(2, 12)","(2, 7)","(2, 10)","(3, 5)","(3, 6)","(3, 11)","(3, 4)","(4, 6)","(4, 7)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(6, 8)","(6, 9)","(6, 12)","(6, 10)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 12)","(10, 11)"
77,39
0,1,12,2,11,3,6,10,5,4,8,9,7
1,0,2,3,12,11,10,6,5,9,4,8,7
6,2,3,12,10,1,0,5,11,9,4,7,8
7,1,4,2,3,5,6,0,10,8,9,12,11
8,0,10,5,11,3,6,2,12,7,1,9,4
9,0,10,12,5,6,2,3,7,11,1,4,8
0,2,1,12,11,3,6,10,5,4,8,9,7
1,2,0,3,12,11,6,10,4,5,8,9,7
2,7,6,3,12,10,8,5,9,4,1,0,11
3,0,1,12,2,11,6,10,5,4,8,9,7
3,1,0,2,12,11,10,6,5,9,4,8,7
3,6,2,12,10,0,1,9,11,5,4,7,8
4,1,2,7,3,5,6,0,10,12,8,9,11
5,0,2,3,7,10,4,6,11,1,12,8,9
10,0,1,11,2,12,3,9,6,5,8,7,4
10,6,4,7,8,5,9,3,2,0,11,12,1
10,7,1,11,2,4,8,0,3,6,5,12,9
10,8,1,11,2,0,3,7,5,12,6,4,9
10,9,4,7,6,8,5,3,2,0,11,12,1
11,0,2,1,3,10,12,5,6,9,8,7,4
11,1,2,0,3,10,12,5,6,9,8,7,4
11,7,8,10,6,3,5,9,4,2,0,1,12
11,8,0,10,5,3,6,2,12,1,7,9,4
12,0,1,2,11,3,10,6,9,5,4,8,7
12,1,0,2,3,11,10,6,9,5,4,8,7
12,6,7,9,2,5,4,8,10,3,0,1,11
12,9,0,10,5,6,2,3,7,1,11,4,8
2,10,7,6,3,12,8,5,9,4,0,11,1
3,4,1,10,2,5,0,6,11,7,12,8,9
3,5,6,8,11,0,10,12,2,1,9,7,4
3,11,1,2,0,10,12,6,5,9,8,4,7
10,5,6,7,4,8,9,3,2,0,11,12,1
10,5,7,6,8,9,4,3,2,0,11,12,1
10,5,8,4,7,6,3,9,2,0,11,12,1
10,5,9,4,7,6,3,8,2,0,11,12,1
10,11,8,6,3,2,5,0,1,7,12,4,9
10,5,6,8,7,4,9,3,2,0,11,12,1
10,5,7,8,6,9,4,3,2,0,11,12,1
10,5,9,6,7,4,8,3,2,0,11,12,1
