0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(0, 14)","(0, 15)","(0, 16)","(1, 2)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(1, 14)","(1, 15)","(1, 16)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(2, 14)","(2, 15)","(2, 16)","(3, 5)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 12)","(3, 13)","(3, 14)","(3, 15)","(3, 16)","(4, 5)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(4, 14)","(4, 15)","(4, 16)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(5, 14)","(5, 15)","(5, 16)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 14)","(6, 16)","(7, 8)","(7, 9)","(7, 11)","(7, 14)","(7, 16)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 15)","(8, 16)","(9, 10)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
10513,4678
5,0,1,2,3,4,6,7,8,9,10,11,12,13,14,15,16
0,3,1,2,5,7,8,9,10,12,13,14,15,16,4,6,11
1,5,0,2,3,4,6,7,8,9,10,11,12,13,14,15,16
2,5,0,1,3,4,6,7,8,9,10,11,12,13,14,15,16
3,5,1,0,2,7,8,9,10,12,13,14,15,16,4,6,11
4,5,0,1,2,3,6,7,8,9,10,11,12,13,14,15,16
6,5,0,1,2,3,4,7,8,9,10,11,12,13,14,15,16
7,5,0,1,2,3,4,6,8,9,10,11,12,13,14,15,16
8,5,0,1,2,3,4,6,7,9,10,11,12,13,14,15,16
9,5,0,1,2,3,4,6,7,8,10,11,12,13,14,15,16
