0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
"(0, 1)","(0, 3)","(0, 13)","(0, 6)","(0, 16)","(0, 4)","(1, 4)","(1, 13)","(1, 6)","(2, 5)","(2, 12)","(2, 7)","(2, 14)","(2, 3)","(2, 11)","(2, 15)","(2, 10)","(3, 6)","(3, 13)","(3, 14)","(3, 16)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(5, 11)","(6, 8)","(6, 9)","(6, 11)","(6, 14)","(6, 15)","(7, 10)","(7, 12)","(8, 10)","(8, 11)","(8, 15)","(8, 16)","(8, 12)","(9, 12)","(9, 14)","(9, 15)","(10, 12)","(10, 15)","(11, 12)","(11, 14)","(12, 13)","(12, 16)","(13, 15)","(13, 16)","(14, 16)","(15, 16)"
148,72
2,0,3
7,1,5,4,6,12,13,2,11,0,3,15,8,9,16,14,10
8,0,6,16,3,14,15,13,2,11,9,12,1,10,5,7,4
9,5,6
10,1,8,6,15,12,13,16,9,11,3,0,2,14,5,4,7
14,0,16,3,6,15,8,9,2,13,11,12,5,10,1,7,4
15,1,13,6,3,0,2,16,5,4,14,11,12,8,7,9,10
0,1,3,13,6,15,16,2,14,8,12,5,4,11,9,10,7
0,3,1,6,13,15,16,2,14,8,12,5,4,11,9,10,7
1,8,6,3,0,13,16,12,15,14,11,9,2,10,5,4,7
3,7,2,9,6,14,12,15,5,11,8,16,13,10,4,0,1
3,10,2,6,8,15,5,14,11,16,12,13,9,7,0,4,1
3,14,1,0,6,13,16,15,8,2,9,11,12,10,5,4,7
4,2,5,6,14,3,11,15,16,9,0,13,8,12,7,1,10
5,2,3,6,11,14,15,8,16,9,13,10,12,0,4,7,1
5,1,4,6,9
6,5,1,4
6,7,5,3,2,14,11,15,16,9,12,8,10,13,0,4,1
6,8,0,16,15,14,3,13,9,2,11,1,12,5,10,4,7
6,14,0,16,3,15,8,9,2,13,11,12,5,10,1,7,4
6,15,3,16,13,2,14,8,0,12,1,5,11,9,10,4,7
7,2,1,5,4,6,12,13,14,3,11,15,0,8,9,16,10
9,5,6,1,4
10,2,1,8,6,15,12,13,5,4,14,3,11,0,16,9,7
11,2,4,6,5,3,14,15,0,13,16,9,8,12,1,7,10
11,4,6,5,8,0,16,14,12,15,3,2,7,9,13,1,10
12,0,13,16
12,2,4,11,6,9,8,5,7,13,1,0,16,14,3,15,10
12,7,1,13,5,4,6,11,2,15,3,0,8,9,16,14,10
12,8,6,11,9,14,15,16,2,13,10,0,3,5,1,4,7
12,9,6,11,8,14,15,16,2,13,10,0,3,5,1,4,7
12,10,1,13,8,6,15,16,3,0,9,11,2,14,5,4,7
12,11,1,13,6,15,3,0,8,9,16,10,2,14,5,4,7
13,4,1,0,15,6,16,3,8,14,2,12,11,9,5,10,7
13,7,12,15,10,2,9,8,16,3,14,11,6,5,0,1,4
14,1,6,3,0,13,16,15,8,9,2,11,12,10,5,4,7
15,2,6,5,14,3,11,16,9,13,8,12,0,4,7,1,10
16,1,13,0,3,6,8,14,15,12,11,9,2,10,5,4,7
16,7,12,11,14,8,5,2,9,6,10,15,4,0,3,13,1
16,8,11,14,12,6,9,2,3,0,15,5,10,13,4,7,1
0,1,4,3,13,6,15,16,2,14,8,12,5,11,9,10,7
1,5,4,6,0,8,11,16,12,14,13,15,2,3,7,9,10
1,6,0,3,13,15,16,2,14,8,12,5,4,11,9,10,7
1,8,6,4,3,0,13,16,12,15,14,11,9,5,2,7,10
1,9,6,0,3,13,14,12,15,16,11,8,2,10,5,4,7
1,9,6,14,3,0,13,16,12,15,8,11,2,10,5,4,7
1,11,6,0,3,13,14,2,12,15,16,5,4,9,8,10,7
1,11,6,8,3,0,13,14,2,16,12,15,5,4,10,9,7
1,13,0,3,6,15,16,2,14,8,12,5,4,11,9,10,7
2,3,14,6,5,11,15,8,16,13,9,10,12,0,4,7,1
3,6,0,2,5,11,14,15,4,8,16,9,13,1,10,12,7
3,6,14,8,16,11,15,0,12,2,13,9,10,5,1,7,4
3,7,2,10,13,12,15,16,9,8,6,14,0,11,5,1,4
3,13,0,15,6,2,16,1,5,11,14,8,12,4,7,9,10
3,16,0,12,13,2,15,14,6,8,10,9,11,1,5,4,7
3,16,14,12,13,2,11,9,15,6,8,10,0,1,5,7,4
4,0,5,6,9
4,0,5,6,11
6,4,8,0,16,15,14,3,13,9,2,11,1,12,5,10,7
6,4,14,0,16,3,15,8,9,2,13,11,12,5,10,1,7
6,4,15,7,5,10,2,8,14,3,11,12,16,9,0,13,1
6,9,14,0,16,3,15,8,12,2,13,10,11,5,1,4,7
6,11,5,1,4
9,4,6,14,0,16,3,15,12,8,2,13,10,11,5,7,1
11,2,5,6,14,3,15,16,9,13,8,12,0,4,7,1,10
12,7,2,4,11,6,9,8,5,13,1,0,16,14,3,15,10
12,10,2,6,11,9,8,15,5,14,3,16,13,7,0,4,1
12,11,2,4,6,9,8,5,7,13,1,0,16,3,14,15,10
14,1,6,4,8,16,11,13,0,15,3,12,5,2,7,9,10
1,4,6,0,3,13,15,16,2,14,8,12,5,11,9,10,7
1,9,6,0,4,3,13,14,12,15,16,11,8,5,2,7,10
2,3,14,7,9,12,15,6,13,16,11,10,8,5,1,0,4
