0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 4)","(0, 2)","(0, 11)","(1, 2)","(1, 7)","(1, 9)","(1, 5)","(1, 6)","(1, 8)","(1, 11)","(2, 3)","(2, 4)","(2, 8)","(3, 6)","(3, 11)","(3, 4)","(3, 9)","(4, 9)","(4, 10)","(4, 11)","(4, 5)","(4, 7)","(5, 9)","(5, 10)","(5, 7)","(5, 11)","(6, 7)","(6, 8)","(7, 8)","(7, 11)","(7, 10)","(8, 10)","(8, 9)","(9, 11)","(10, 11)"
74,45
3,1,2,6,11,9,8,0,4,7,10,5
5,0,1,4,11,2,7,9,3,8,6,10
6,0,1
7,0,1,11,4,2,9,5,8,3,10,6
8,0,2,1
9,0,11,4,1,2,5,7,3,8,6,10
10,3,4,11
0,4,1,9,2,11,5,7,8,3,10,6
1,5,4,0,2,7,9,11,8,3,10,6
1,7,4,0,2,9,5,11,8,3,10,6
1,8,0,2
1,9,4,0,2,7,5,11,3,8,6,10
2,3,1,6,11,9,8,7,4,0,10,5
2,8,0,1
4,3,1,9,0,2,11,5,7,6,8,10
4,5,2,1,0,7,9,11,8,3,10,6
4,7,3,6,11,1,0,2,9,5,8,10
4,9,2,8,1,3,10,7,6,0,5,11
11,3,2,4,0,1,9,5,7,6,8,10
11,5,0,1,4,2,7,9,3,8,6,10
11,7,0,1,4,2,9,5,3,8,6,10
11,9,0,4,1,2,5,7,3,8,6,10
11,10,3,4
0,1,2,7,4,11,8,9,5,10,3,6
0,11,4,9,1,2,7,5,3,8,6,10
1,2,8
1,6,7,4,0,2,9,5,11,3,8,10
1,7,5,4,0,2,9,11,8,3,10,6
1,9,5,10,7,8,11,4,2,0,3,6
1,11,5,6,3,7,2,9,4,0,8,10
1,11,7,4,0,2,9,5,3,8,6,10
1,11,9,4,0,2,7,5,3,8,6,10
4,7,5,9,1,8,11,0,2,10,3,6
4,9,3,2,8,1,10,7,6,0,5,11
4,10,5,6,3,7,8,1,11,9,2,0
4,10,7,3,11,6,1,8,0,2,9,5
4,11,3,2,0,1,7,9,5,6,8,10
4,11,5,2,3,0,1,9,6,7,8,10
4,11,7,3,6,1,0,2,9,5,8,10
4,11,9,2,3,0,1,8,6,7,5,10
4,7,5,10,9,1,8,11,0,2,3,6
4,10,11,5,6,3,7,8,1,9,2,0
4,10,11,7,3,6,8,1,9,2,0,5
4,11,7,5,9,1,8,0,2,10,3,6
4,11,9,3,2,0,1,8,7,5,6,10
