0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 7)","(1, 2)","(2, 3)","(3, 4)","(4, 11)","(5, 6)","(5, 12)","(6, 7)","(7, 8)","(8, 9)","(8, 13)","(9, 10)","(10, 11)","(11, 12)"
59,30
0,1,7,6,5,12,11,4,3,2,8,9,10
1,0,2,3,4,11,10,9,8,7,12,5,6
0,1,7,6,5,12,11,4,3,2,8,9,10
1,2,0,3,4,11,10,9,8,7,12,5,6
2,0,3,4,11,10,9,8,7,12,5,6,13
3,0,4,11,10,9,8,7,12,5,6,1,2
3,1,2,0,4,11,10,9,8,7,12,5,6
3,1,2,4,0,11,10,9,8,7,12,5,6
3,1,2,5,4,11,12,0,10,9,8,7,6
3,1,2,6,4,11,12,5,0,10,9,8,7
3,1,2,8,4,11,10,9,0,7,12,5,6
3,1,2,9,4,11,10,0,8,7,12,5,6
3,1,2,10,4,11,0,9,8,7,12,5,6
3,1,2,11,4,0,10,9,8,7,12,5,6
3,1,2,12,4,11,0,10,9,8,7,5,6
3,1,2,13,4,11,10,9,8,0,7,12,5,6
4,0,11,10,9,8,7,12,5,6,1,3,2
5,0,6,7,1,12,11,4,3,2,8,9,10
5,1,12,11,4,3,2,10,0,6,7,9,8
5,1,12,11,4,3,2,13,6,7,8,10,9
6,0,7,1,5,12,11,4,3,2,8,9,10
7,0,1,6,5,12,11,4,3,2,8,9,10
8,0,7,1,9,10,11,4,3,2,6,5,12
9,0,8,7,1,10,11,4,3,2,6,5,12
9,1,10,11,4,3,2,12,0,8,7,5,6
10,0,9,8,7,1,11,4,3,2,6,5,12
10,1,11,4,3,2,12,0,9,8,7,5,6
11,0,10,9,8,7,12,5,6,1,4,3,2
12,0,5,6,7,1,11,4,3,2,8,9,10
13,0,8,7,1,9,10,11,4,3,2,6,5,12
