0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 3)","(0, 4)","(0, 8)","(0, 7)","(0, 2)","(0, 5)","(1, 11)","(1, 4)","(1, 10)","(1, 8)","(1, 2)","(1, 7)","(1, 3)","(1, 6)","(2, 3)","(2, 9)","(2, 8)","(2, 4)","(2, 5)","(2, 7)","(3, 5)","(3, 11)","(3, 8)","(3, 9)","(3, 10)","(4, 7)","(4, 8)","(4, 10)","(4, 11)","(4, 5)","(4, 9)","(5, 6)","(5, 9)","(5, 11)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(6, 11)","(6, 9)","(6, 10)","(7, 8)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(10, 11)"
165,73
6,0,5,7,8,1,3,9,11,4,10,2
9,1,8,11,2,3,4,6,5,7,0,10
10,0,1,4,5,8,3,11,2,7,6,9
11,0,1,3,5,4,8,10,2,7,6,9
0,5,1,6,3,11,4,7,10,2,8,9
1,6,5,0,11,4,10,2,7,3,8,9
1,10,2,4,5,8,3,0,11,9,6,7
1,11,2,9,3,5,4,8,6,0,10,7
2,9,1,8,11,3,4,6,5,0,10,7
3,9,1,8,11,2,4,6,5,7,0,10
3,10,0,1,4,5,8,11,2,7,6,9
3,11,0,1,5,4,8,10,2,7,6,9
4,9,1,8,11,2,3,6,5,7,0,10
4,10,0,1,5,8,3,11,2,7,6,9
4,11,0,1,3,5,8,10,2,7,6,9
5,6,4,7,8,11,1,9,10,2,0,3
5,9,1,6,3,11,4,7,10,0,2,8
5,10,2,1,4,8,3,0,11,7,6,9
5,11,2,9,1,3,4,8,6,0,10,7
7,6,0,5,8,1,3,9,11,4,10,2
8,6,0,5,7,1,3,9,11,4,10,2
8,9,1,11,2,3,4,6,5,7,0,10
8,10,0,1,4,5,3,11,2,7,6,9
8,11,0,1,3,5,4,10,2,7,6,9
0,2,5,1,6,3,11,4,7,10,8,9
0,3,5,1,6,11,4,7,10,2,8,9
0,4,5,1,6,3,11,7,10,2,8,9
0,7,5,1,6,3,11,4,10,2,8,9
1,3,10,7,2,5,0,8,4,6,9,11
1,3,11,7,2,5,0,8,4,6,9,10
1,4,10,7,5,8,6,3,11,0,2,9
1,4,11,7,5,6,8,3,10,0,2,9
1,6,7,5,0,11,4,10,2,3,8,9
1,8,6,5,0,11,4,10,2,7,3,9
1,8,10,2,4,5,3,0,11,9,6,7
1,8,11,2,9,3,5,4,6,0,10,7
2,3,9,4,5,0,11,8,1,10,6,7
2,4,9,3,1,0,8,10,11,5,6,7
2,5,9,1,6,3,11,4,7,10,0,8
2,8,9,1,11,3,4,6,5,0,10,7
3,5,9,1,6,11,4,7,10,0,2,8
3,5,10,9,11,4,8,6,1,0,2,7
3,5,11,8,6,9,4,7,10,0,2,1
3,8,9,1,11,2,4,6,5,7,0,10
3,8,10,0,1,4,5,11,2,7,6,9
3,8,11,0,1,5,4,10,2,7,6,9
4,5,9,1,6,3,11,7,10,0,2,8
4,5,10,9,11,8,3,6,7,0,2,1
4,5,11,8,6,3,9,7,10,0,2,1
4,8,9,1,11,2,3,6,5,7,0,10
4,8,10,0,1,5,3,11,2,7,6,9
4,8,11,0,1,3,5,10,2,7,6,9
7,8,6,0,5,1,3,9,11,4,10,2
0,1,2,3,7,5,8,6,11,4,10,9
0,1,2,4,6,8,7,5,9,10,11,3
0,1,2,7,3,8,5,9,6,4,10,11
0,1,3,8
0,2,3,8
0,2,4,5,6,1,8,7,9,10,11,3
0,2,7,5,3,8,1,9,6,4,10,11
0,4,7,5,1,6,3,11,10,2,8,9
1,2,3,8
1,3,8,10,9,11,4,2,6,5,0,7
1,3,8,11,9,4,2,6,0,10,5,7
1,4,8,10,9,11,2,3,6,5,7,0
1,4,8,11,9,2,3,6,5,7,0,10
2,4,5,7
0,1,2,4,7,6,8,5,9,10,11,3
0,1,2,8,4,6,7,5,9,10,11,3
0,1,2,8,7,3,5,6,11,4,10,9
0,1,4,7,8
0,2,4,7,8
1,2,4,7,8
