0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 3)","(0, 6)","(0, 10)","(0, 12)","(1, 3)","(1, 4)","(1, 5)","(1, 8)","(1, 9)","(1, 10)","(1, 13)","(2, 3)","(2, 4)","(2, 6)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(4, 5)","(4, 6)","(4, 7)","(4, 11)","(5, 13)","(6, 7)","(6, 8)","(6, 11)","(7, 9)","(8, 9)","(8, 12)","(8, 13)","(9, 10)","(9, 12)","(10, 11)"
85,35
0,1,3,10
1,2,3,4
2,0,3,6,4,7,8,1,9,12,10,11
4,0,3,6,2,7,8,9,1,12,10,11
7,2,3,4,6,0,8,12,9,1,10,11
8,0,3,6,12,2,4,7,1,9,10,11
13,0,8,3,1,5,6,12,10,9,2,4,7,11
3,2,0,6,4,7,8,1,9,12,10,11
3,4,0,6,2,7,8,9,1,12,10,11
3,7,2,4,6,0,8,12,9,1,10,11
3,8,0,6,12,2,4,7,1,9,10,11
4,1,0,3,6,10,2,7,8,11,9,12
5,1,2,3,4
5,2,3,4,0,6,7,8,9,1,13,12,10,11
6,0,9,7,8,10,12,3,1,11,2,4
6,2,3,0,4,7,8,12,1,9,10,11
6,4,1,8,3,0,2,7,10,12,9,11
6,5,4,10,0,11,1,3,8,2,7,13,9,12
6,7,3,0,2,4,8,12,1,9,10,11
6,8,10,0,11,1,9,3,12,4,7,2
8,1,2,3,6,4,0,7,12,10,9,11
9,5,1,8,3,13,7,4,6,0,2,10,12,11
9,7,8,3,6,1,0,2,4,10,12,11
9,8,0,10,12,3,6,1,11,7,2,4
11,4,0,10,6,3,1,2,7,8,9,12
12,0,8,3,6,2,4,7,1,9,10,11
12,8,0,3,6,2,4,7,1,9,10,11
13,1,2,8,3,5,6,4,0,7,10,12,9,11
1,3,4,0,10,6,11,8,2,7,12,9
3,5,4,0,6,2,7,8,9,1,13,12,10,11
6,2,4,10,0,11,3,1,7,8,9,12
6,7,4,10,0,11,9,1,3,12,8,2
6,11,4,1,8,10,3,9,0,2,7,12
9,1,8,7,3,4,6,0,2,10,12,11
3,5,1,4,0,10,6,11,2,7,8,9,13,12
