0,1,2,3,4,5,6,7,8,9,10
"(0, 7)","(0, 8)","(0, 1)","(0, 4)","(1, 8)","(1, 2)","(1, 5)","(2, 6)","(2, 3)","(2, 8)","(2, 10)","(3, 6)","(3, 4)","(3, 8)","(3, 9)","(4, 8)","(4, 5)","(4, 9)","(5, 6)","(6, 7)","(6, 10)","(7, 10)"
71,22
2,0,8,1
5,0,4,1,8
0,3,8,4,5,1,6,2,7,10
1,6,2,5,8,3,4,0,7,10
1,7,0,6,2,5,10,8,4,3
1,10,2,4,8,0,5,3,6,7
3,2,0,4,8,1,5,6,7,10
6,0,7,8,2,3,1,10,4,5
6,2,0,7,8,1,10,3,5,4
7,2,6,10,1,0,5,8,4,3
7,3,6,1,0,2,8,5,4,10
7,4,0,6,5,3,1,8,2,10
7,5,6,8,0,4,1,2,3,10
8,2,0,1
8,6,2,3,7,0,10,1,4,5
8,10,2,0,7,1,6,3,5,4
9,0,4,2,3,8,1,5,6,7,10
9,2,3,1,4,8,5,0,6,7,10
9,2,3,6,8,4,5,1,0,7,10
10,0,7,5,6,1,4,2,3,8
10,2,0,7,8,1,6,3,5,4
8,3,2,0,4,1,5,6,7,10
