0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 6)","(0, 1)","(0, 2)","(0, 12)","(1, 7)","(1, 5)","(1, 8)","(1, 11)","(2, 11)","(2, 6)","(2, 9)","(2, 7)","(3, 11)","(3, 13)","(3, 7)","(3, 5)","(4, 12)","(4, 8)","(4, 9)","(4, 5)","(4, 6)","(4, 10)","(5, 11)","(5, 6)","(5, 9)","(5, 10)","(5, 13)","(5, 7)","(6, 13)","(6, 10)","(6, 8)","(6, 11)","(6, 12)","(7, 11)","(7, 12)","(7, 8)","(8, 9)","(9, 10)","(9, 11)","(10, 11)","(11, 12)","(11, 13)"
76,32
3,0,11,2,7,12,1,5,6,13,9,8,4,10
5,0,6,1,8,11,4,7,9,2,12,10
7,0,1,12,2,11,6,5,8,4,9,10
8,0,1,6,5,11,4,9,7,2,12,10
9,0,2
11,0,2,12,1,6,7,5,8,9,4,10
0,2,5,6,1,11,9,7,8,4,10,12
0,6,1,5,8,11,4,9,7,2,12,10
1,3,7,5,11,9,8,2,4,6,0,12,10,13
1,5,6,0,8,11,2,12,4,7,9,10
2,7,10,11,6,9,5,8,12,4,1,0
6,3,5,13,11,9,2,4,10,8,7,12,1,0
7,1,4,12,5,8,11,0,6,9,10,2
8,1,6,0,5,11,2,12,4,9,7,10
10,1,11,5,6,0,8,2,12,4,9,7
10,3,11,5,0,6,2,7,12,1,13,8,9,4
10,4,2,9,11,6,5,8,12,7,1,0
10,5,0,6,1,8,11,4,9,7,2,12
10,3,11,5,7,0,6,2,12,1,13,8,9,4
11,1,4,5,10,12,9,6,8,7,0,2
12,0,2,11,7,6,1,5,8,4,9,10
12,4,0,6
12,7,10,4,11,6,5,8,9,2,1,0
13,1,5,11,2,6,7,0,9,8,12,4,10,3
13,3,0,6,11,2,7,12,1,5,8,9,4,10
13,5,0,6,1,8,11,4,7,9,2,12,10,3
4,5,6,9,2,10,8,11,7,1,12,0
6,4,10,2,9,11,5,8,12,7,1,0
6,4,12
10,4,5,2,9,11,6,7,8,12,1,0
11,1,5,6,0,8,2,12,7,9,4,10
12,6,0,2,11,7,1,5,8,4,9,10
