0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 11)","(0, 3)","(0, 10)","(0, 7)","(0, 9)","(0, 5)","(1, 12)","(1, 11)","(1, 10)","(1, 5)","(1, 6)","(1, 8)","(1, 2)","(2, 3)","(2, 8)","(3, 4)","(3, 5)","(3, 6)","(3, 9)","(4, 6)","(4, 10)","(4, 8)","(5, 7)","(5, 10)","(5, 12)","(6, 7)","(6, 8)","(6, 9)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 10)","(9, 12)","(10, 11)","(11, 12)"
98,44
2,0,3,1,5,6,7,8,9,10,11,4,12
4,2,3,8,6,9,1,10,0,5,12,7,11
6,0,7,3,9,1,5,10,2,8,12,4,11
8,0,9,10,11,1,12,6,5,7,3,4,2
0,1,4,3,10,6,8,2,5,9,7,11,12
0,3,4,10,9,5,8,6,7,12,11,1,2
0,7,4,3,10,6,5,9,8,1,12,11,2
0,9,2,1,3,8,12,10,6,5,4,11,7
1,2,7,0,10,5,6,3,8,9,11,4,12
1,6,7,0,10,5,3,9,8,4,2,12,11
1,8,0,9,10,11,6,12,7,3,4,5,2
3,4,5,10,9,0,8,6,7,12,2,1,11
3,5
3,6,2,8,1,9,4,0,5,10,12,7,11
7,6,8,9,10,1,4,0,5,12,3,11,2
9,6,2,8,3,1,4,5,0,12,10,11,7
9,8,5,10,7,12,0,3,1,11,4,6,2
9,12
10,2,8,1,9,3,0,12,6,4,5,11,7
10,4,7,6,8,9,1,3,12,0,5,2,11
10,8,0,9,11,1,12,6,5,7,4,3,2
11,2,8,1,9,10,12,0,3,6,5,4,7
11,8,0,9,10,1,12,6,5,7,3,4,2
0,1,5,9,12,10,6,8,3,7,11,4,2
0,5,7,9,3,10,12,6,4,11,1,8,2
0,5,12
0,10,1,4,3,6,8,5,9,2,7,11,12
0,10,7,4,3,6,5,9,1,8,12,2,11
0,10,9,6,1,3,7,8,4,12,5,2,11
0,11,1,9,10,12,8,6,5,7,4,3,2
0,12,1,4,3,10,11,9,5,8,6,2,7
0,12,11
1,2,8,9,0,12,10,6,3,11,7,5,4
1,6,8,10,7,4,9,5,0,3,12,11,2
1,10,8,0,9,11,6,12,7,4,3,5,2
1,11,8,0,9,10,6,12,7,3,4,5,2
1,12,5
1,12,11
5,7,10
7,9,0,8,6,10,1,11,3,4,5,12,2
7,9,10
10,4,8,9,3,6,5,0,2,7,1,12,11
10,11,8,0,9,1,12,6,5,7,4,3,2
10,11,1,8,0,9,12,6,5,7,4,3,2
