0,1,2,3,4,5,6,7,8,9,10,11
"(0, 8)","(0, 7)","(0, 9)","(0, 1)","(1, 9)","(1, 6)","(2, 11)","(2, 10)","(2, 8)","(3, 11)","(3, 10)","(3, 8)","(3, 6)","(4, 10)","(4, 7)","(4, 5)","(4, 11)","(5, 10)","(5, 8)","(5, 11)","(5, 7)","(6, 9)","(8, 9)","(9, 10)"
57,22
2,6,11,3,10,8,9,5,4
6,0,9,1
11,0,2,8,3,5,7,4,10,9,6,1
0,1,5,8,7,9,10,3,2,4,6,11
0,4,7,3,8,10,11,5,2,9,6,1
0,5,8,7,3,10,11,4,9,2,6,1
0,6,9,1,5,8,7,3,10,11,2,4
1,3,6,10,9,8,0,5,2,7,11,4
3,6,0,8,9,1,10,5,2,11,7,4
7,1,0,5,9,8,10,3,2,4,11,6
7,9,0
9,4,10,1,7,0,5,8,3,2,6,11
10,0,9
10,1,9
10,2,1,9,8,0,5,3,11,7,6,4
10,3,1,9,6,8,5,2,0,11,7,4
10,4,1,9,7,0,5,8,3,2,11,6
10,5,1,9,8,0,7,3,2,4,11,6
1,6,9
7,9,0,1,5,8,10,3,2,4,11,6
9,0,1,5,8,10,7,3,2,4,6,11
9,0,8
