0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 2)","(0, 12)","(0, 11)","(0, 4)","(0, 5)","(0, 9)","(0, 8)","(0, 7)","(0, 3)","(0, 10)","(0, 6)","(1, 2)","(1, 3)","(1, 13)","(1, 4)","(1, 12)","(1, 5)","(1, 6)","(1, 10)","(1, 7)","(1, 9)","(1, 11)","(2, 3)","(2, 4)","(2, 5)","(2, 13)","(2, 6)","(2, 12)","(2, 7)","(2, 8)","(2, 10)","(2, 9)","(2, 11)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 13)","(3, 9)","(3, 10)","(4, 7)","(4, 9)","(4, 13)","(4, 10)","(4, 12)","(4, 11)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(5, 9)","(5, 10)","(5, 13)","(5, 12)","(5, 8)","(6, 7)","(6, 9)","(6, 10)","(6, 11)","(6, 13)","(6, 8)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 9)","(8, 10)","(8, 11)","(8, 13)","(8, 12)","(9, 12)","(9, 13)","(9, 10)","(9, 11)","(10, 11)","(10, 12)","(10, 13)","(11, 12)","(11, 13)","(12, 13)"
3909,468
0,8,1,7,9,10,11,13,2,6,12,5,4
1,8,0,2,13,12,5,6,10,7,9,11,4
0,2,8,4,7,9,10,11,13,6,12,5,1
0,5,8,1,7,9,10,11,13,2,6,12,4
0,6,8,1,7,9,10,11,13,2,12,5,4
0,7,8,1,9,10,11,13,2,6,12,5,4
0,9,8,1,7,10,11,13,2,6,12,5,4
0,10,8,1,7,9,11,13,2,6,12,5,4
0,11,8,1,7,9,10,13,2,6,12,5,4
0,12,8,1,7,9,10,11,13,2,6,5,4
0,13,8,1,7,9,10,11,2,6,12,5,4
0,1,2,11,3,10,7,6,4,9,13
0,1,2,12,3,13,10,9,7,4,5
0,2,5,8,4,7,9,10,11,13,6,12,1
0,2,6,8,4,7,9,10,11,13,12,5,1
0,2,7,8,4,9,10,11,13,6,12,5,1
0,2,9,8,4,7,10,11,13,6,12,5,1
0,2,10,8,4,7,9,11,13,6,12,5,1
0,2,11,8,5,10,12,7,6,4,9,13,1
0,2,12,8,4,7,9,10,11,13,6,5,1
0,2,13,8,4,7,9,10,11,6,12,5,1
0,5,6,8,1,7,9,10,11,13,2,12,4
0,5,7,8,1,9,10,11,13,2,6,12,4
0,5,9,8,1,7,10,11,13,2,6,12,4
0,5,10,8,1,7,9,11,13,2,6,12,4
0,5,12,8,1,7,9,10,11,13,2,6,4
0,5,13,8,1,7,9,10,11,2,6,12,4
0,6,7,8,1,9,10,11,13,2,12,5,4
0,6,9,8,1,7,10,11,13,2,12,5,4
0,6,10,8,1,7,9,11,13,2,12,5,4
