0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 2)","(0, 11)","(0, 3)","(0, 10)","(0, 12)","(1, 2)","(1, 3)","(1, 11)","(1, 7)","(1, 8)","(2, 3)","(2, 4)","(2, 12)","(2, 6)","(2, 8)","(2, 7)","(3, 12)","(3, 10)","(3, 9)","(3, 5)","(4, 5)","(4, 6)","(4, 7)","(5, 6)","(5, 8)","(5, 11)","(5, 7)","(6, 7)","(6, 9)","(6, 12)","(8, 10)","(8, 11)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(10, 12)","(11, 12)"
88,36
4,1,2,7
5,2,4,6,8,7,3,12,9,1,10,11,0
6,1,7,2
7,0,1,2
8,0,10,11,12,1,2,9,3,6,5,7,4
9,2,6,12,3,5,11,4,8,7,0,1,10
0,6,2,12,3,5,9,11,4,8,7,10,1
0,7,1,2,3,5,11,8,4,6,12,9,10
0,10,2,8,12,3,11,1,5,9,7,4,6
0,12,1,11,2,3,8,9,5,10,6,7,4
1,6,2,7,3,5,9,12,8,11,4,0,10
1,7,0,2
1,8,0,10,11,12,2,3,9,5,6,7,4
2,7,0,1
2,8,0,10,11,12,1,3,9,5,6,4,7
3,9,8,2,1,12,10,5,11,6,0,4,7
10,8,11,9,12,0,3,1,2,5,6,7,4
10,9,2,8,12,0,3,6,11,1,5,7,4
11,5,3,12,9,0,1,8,6,2,10,7,4
12,6,0,2
12,7,2,6,3,1,5,9,0,11,8,4,10
12,8,1,11,2,3,0,9,5,10,6,7,4
12,9,2,6,3,5,8,11,4,7,10,1,0
0,1,3
0,2,12,1,11,3,8,9,5,10,6,4,7
0,3,10,11,1,12,9,5,8,2,7,6,4
0,3,12,1,11,2,8,9,5,10,6,7,4
1,2,3
2,3,12
2,4,7,0,1
2,6,7,0,12,1,11,3,8,9,5,10,4
3,9,10,11,1,0,12,5,8,2,7,6,4
3,12,9,8,2,1,10,5,11,6,0,4,7
12,10,0,2,8,3,11,1,5,9,7,6,4
12,10,9,2,8,0,3,6,11,1,5,7,4
2,4,6,7,0,12,1,11,3,8,5,9,10
