0,1,2,3,4,5,6,7,8,9,10,11
"(0, 11)","(0, 2)","(0, 3)","(0, 9)","(0, 4)","(0, 8)","(0, 5)","(0, 6)","(0, 1)","(0, 10)","(1, 2)","(1, 11)","(1, 5)","(1, 9)","(1, 6)","(1, 3)","(1, 4)","(1, 7)","(1, 10)","(2, 4)","(2, 5)","(2, 11)","(2, 6)","(2, 9)","(2, 8)","(2, 3)","(2, 10)","(2, 7)","(3, 6)","(3, 11)","(3, 10)","(3, 9)","(3, 4)","(3, 5)","(3, 7)","(3, 8)","(4, 5)","(4, 6)","(4, 8)","(4, 11)","(4, 10)","(5, 8)","(5, 11)","(5, 6)","(5, 7)","(5, 9)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(8, 11)","(9, 11)","(9, 10)","(10, 11)"
1009,311
7,0,6,8,9,10,5,1,3,2,11,4
0,8,1,7,9,6,10,5,11,4,2,3
1,7,0,6,8,9,10,5,3,2,11,4
2,7,0,6,8,9,10,5,1,3,11,4
3,7,0,6,8,9,10,5,1,2,11,4
5,7,0,6,8,9,10,1,3,2,11,4
6,7,0,8,9,10,5,1,3,2,11,4
8,7,1,9,6,10,5,11,4,0,2,3
9,7,0,6,8,10,5,1,3,2,11,4
10,7,0,6,8,9,5,1,3,2,11,4
0,2,8,1,7,9,6,10,5,11,4,3
0,3,8,1,7,9,6,10,5,11,4,2
0,4,8,1,7,9,6,10,5,11,2,3
0,5,8,1,7,9,6,10,11,4,2,3
0,6,8,1,7,9,10,5,11,4,2,3
0,9,8,1,7,6,10,5,11,4,2,3
0,10,8,1,7,9,6,5,11,4,2,3
0,11,8,1,7,9,6,10,5,4,2,3
1,2,7,0,6,8,9,10,5,3,11,4
1,3,7,0,6,8,9,10,5,2,11,4
1,5,7,0,6,8,9,10,3,2,11,4
1,6,7,0,8,9,10,5,3,2,11,4
1,9,7,0,6,8,10,5,3,2,11,4
1,10,7,0,6,8,9,5,3,2,11,4
2,3,7,0,6,8,9,10,5,1,11,4
2,5,7,0,6,8,9,10,1,3,11,4
2,6,7,0,8,9,10,5,1,3,11,4
2,8,7,1,9,6,10,5,11,4,0,3
2,9,7,0,6,8,10,5,1,3,11,4
2,10,7,0,6,8,9,5,1,3,11,4
3,5,7,0,6,8,9,10,1,2,11,4
3,6,7,0,8,9,10,5,1,2,11,4
3,8,7,1,9,6,10,5,11,4,0,2
3,9,7,0,6,8,10,5,1,2,11,4
3,10,7,0,6,8,9,5,1,2,11,4
5,6,7,0,8,9,10,1,3,2,11,4
5,8,7,1,9,6,10,11,4,0,2,3
5,9,7,0,6,8,10,1,3,2,11,4
6,8,7,1,9,10,5,11,4,0,2,3
6,9,7,0,8,10,5,1,3,2,11,4
6,10,7,0,8,9,5,1,3,2,11,4
8,9,7,1,6,10,5,11,4,0,2,3
8,10,7,1,9,6,5,11,4,0,2,3
9,10,7,0,6,8,5,1,3,2,11,4
0,2,3,8,1,7,9,6,10,5,11,4
0,2,4,8,1,7,9,6,10,5,11,3
0,2,5,8,1,7,9,6,10,11,4,3
0,2,6,8,1,7,9,10,5,11,4,3
0,2,9,8,1,7,6,10,5,11,4,3
0,2,10,8,1,7,9,6,5,11,4,3
0,2,11,8,1,7,9,6,10,5,4,3
0,3,4,8,1,7,9,6,10,5,11,2
0,3,5,8,1,7,9,6,10,11,4,2
0,3,6,8,1,7,9,10,5,11,4,2
0,3,9,8,1,7,6,10,5,11,4,2
0,3,10,8,1,7,9,6,5,11,4,2
0,3,11,8,1,7,9,6,10,5,4,2
