0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 9)","(0, 15)","(0, 5)","(1, 8)","(1, 10)","(1, 16)","(1, 2)","(2, 16)","(2, 5)","(2, 7)","(2, 15)","(2, 4)","(3, 13)","(3, 12)","(3, 7)","(3, 11)","(4, 10)","(5, 15)","(6, 10)","(6, 11)","(7, 11)","(7, 13)","(7, 14)","(7, 10)","(8, 17)","(8, 12)","(8, 14)","(9, 14)","(9, 12)","(9, 16)","(10, 17)","(11, 12)","(11, 17)","(12, 15)","(13, 16)","(16, 17)"
141,73
0,1,9,16,15,2,5,12,8,14,17,7,10,11,13,3,4,6
1,0,16,9,2,5,15,12,8,14,17,7,10,11,13,3,4,6
4,1,10,2,7
7,0,2,5,15,14,9,16,12,8,13,1,17,3,11,10,6,4
8,0,12,9,14,15,7,2,5,11,3,1,16,17,10,6,13,4
10,0,4,2,5,1,7,15,16,9,17,14,8,13,11,12,3,6
0,2,15,5,3,9,12,7,16,14,11,13,17,8,1,10,6,4
1,2,3,8,12,10,7,16,13,17,14,15,11,6,9,4,0,5
2,3,7,4,10,1,8,12,16,13,14,17,15,11,6,9,0,5
2,0,5,15,9,16,12,3,7,13,14,11,8,17,1,10,6,4
3,0,12,9,15,5,7,2,14,11,16,8,17,13,1,10,6,4
3,7,1,13,16,12,8,2,10,14,17,9,11,15,6,4,0,5
3,2,7,11,4,10,6,17,1,16,8,12,13,14,15,9,0,5
3,2,7,12,15,11,4,10,6,17,1,8,16,13,14,9,0,5
3,2,7,14,10,1,4,8,12,16,13,17,15,11,9,6,0,5
4,0,2,5,15,8,10,1,17,9,14,12,7,16,6,11,3,13
4,1,10,2,7,3,8,12,16,13,17,14,15,11,6,9,0,5
4,1,10,2,7,5,14,8,0,9,17,12,15,16,11,3,6,13
4,1,10,2,7,15,3,8,12,16,13,17,14,11,6,9,0,5
5,0,1,2,9,16,15,12,8,14,17,7,10,11,13,3,4,6
5,1,2,3,7,15,12,8,10,16,13,11,14,4,17,6,9,0
5,1,2,15,3,7,12,8,10,16,13,11,14,17,6,9,4,0
5,1,2,16,14,7,0,9,8,10,13,15,12,17,4,6,11,3
6,0,11,12,9,15,2,10,4,1,7,5,16,17,14,8,3,13
6,7,10,11,17,2,4,1,16,8,12,13,14,3,15,9,0,5
8,1,0,12,9,14,15,16,2,5,7,17,10,11,3,13,4,6
9,0,1,16,15,2,5,12,8,14,17,7,10,11,13,3,4,6
9,1,16,0,2,5,15,12,8,14,17,7,10,11,13,3,4,6
9,5,0,1,16,2,15,12,8,14,17,7,10,11,13,3,4,6
9,7,14,1,16,2,10,8,13,17,4,12,3,11,15,6,0,5
10,1,0,4,2,5,7,15,16,9,17,14,13,11,12,8,3,6
