0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 3)","(0, 4)","(0, 5)","(0, 8)","(0, 1)","(0, 6)","(0, 2)","(0, 9)","(0, 14)","(0, 12)","(1, 3)","(1, 5)","(1, 12)","(1, 6)","(1, 10)","(1, 9)","(1, 2)","(1, 8)","(1, 7)","(2, 6)","(2, 8)","(2, 11)","(2, 9)","(3, 5)","(3, 13)","(3, 9)","(3, 12)","(3, 4)","(3, 10)","(3, 6)","(3, 7)","(3, 11)","(4, 7)","(4, 14)","(4, 11)","(4, 5)","(4, 10)","(4, 13)","(4, 6)","(4, 8)","(4, 12)","(5, 7)","(5, 9)","(5, 11)","(5, 6)","(5, 13)","(5, 12)","(5, 14)","(5, 8)","(5, 10)","(6, 13)","(6, 14)","(6, 7)","(6, 12)","(6, 9)","(6, 10)","(7, 9)","(7, 10)","(7, 13)","(7, 8)","(7, 14)","(7, 11)","(8, 14)","(8, 10)","(8, 9)","(8, 12)","(9, 10)","(9, 12)","(9, 13)","(9, 11)","(10, 11)","(10, 12)","(11, 12)","(12, 13)","(12, 14)"
524,316
7,0,5,9,4,8,14,6,1,3,10,12,13,11,2
10,0,9,1,8,4,3,12,6,5,7,13,11,2,14
11,1,5,10,2,12,7,9,3,0,6,8,13,14,4
13,1,12,3,7,6,5,9,11,14,10,4,8,2,0
0,4,2,11,6,8,5,12,9,3,10,7,1,14,13
0,14,3,4,7,6,12,5,9,8,1,10,13,11,2
1,7,2,9,8,6,11,0,14,10,4,5,12,3,13
1,10,2,9,11,8,6,5,12,7,3,4,0,14,13
2,11,8,4,5,10,12,7,9,0,6,3,13,1,14
3,7,0,5,9,4,8,14,6,1,10,12,13,11,2
3,10,0,9,1,8,4,12,6,5,7,13,11,2,14
3,11,2,1,0,9,6,5,12,10,7,4,8,13,14
3,13,2,1,0,9,6,11,5,12,7,10,4,8,14
4,7,2,0,11,6,8,9,1,3,5,14,12,10,13
4,10,2,0,11,6,8,9,1,3,5,12,7,14,13
4,11,2,0,6,8,3,5,9,12,7,10,1,14,13
4,13,2,0,11,6,8,9,3,5,12,7,10,1,14
5,7,0,9,4,8,14,6,1,3,10,12,13,11,2
5,10,0,9,1,8,4,3,12,6,7,13,11,2,14
5,11,2,1,9,0,6,8,3,12,10,7,4,14,13
5,13,2,1,9,0,11,6,8,3,12,7,10,4,14
6,7,0,5,9,4,8,14,1,3,10,12,13,11,2
6,10,0,9,1,8,4,3,12,5,7,13,11,2,14
6,13,1,12,3,7,5,9,11,14,10,4,8,2,0
8,7,0,5,9,4,14,6,1,3,10,12,13,11,2
8,10,0,9,1,4,3,12,6,5,7,13,11,2,14
9,7,0,5,4,8,14,6,1,3,11,10,13,12,2
9,10,0,1,8,4,3,12,6,5,7,2,14,11,13
9,11,1,5,10,2,12,7,3,0,6,8,13,14,4
9,13,1,12,3,7,6,5,11,14,10,4,8,2,0
12,10,0,9,1,8,4,3,6,5,7,13,11,2,14
12,11,2,1,9,6,8,0,3,5,10,7,4,14,13
12,13,2,1,11,9,6,8,0,3,5,7,10,4,14
14,7,3,4,6,0,12,5,8,1,9,13,11,10,2
0,1,2,5,6,8,11,9,14,7,4,12,10,3,13
0,1,3,4,5,12,6,10,8,7,13,11,9,14,2
0,1,5,2,9,11,6,8,4,12,3,10,7,14,13
0,1,12,2,11,9,6,8,4,5,3,10,7,14,13
0,3,4,2,1,9,6,11,8,5,12,10,7,13,14
0,5,4,2,1,9,11,6,8,3,12,10,7,13,14
0,5,14,3,4,7,6,12,9,8,1,10,13,11,2
0,6,4,2,11,8,5,12,9,3,10,7,14,1,13
0,6,14,3,4,7,12,5,9,8,1,10,13,11,2
0,8,4,3,7,10,1,9,5,12,14,6,13,11,2
0,8,14,3,7,10,1,9,4,5,12,6,13,11,2
0,12,4,2,1,11,9,6,8,3,5,10,7,13,14
0,12,14,3,4,7,6,5,9,8,1,10,13,11,2
0,14,4,3,7,6,12,5,9,8,1,10,13,11,2
1,3,7,4,5,12,6,0,10,8,13,11,9,14,2
1,3,10,4,5,12,6,0,8,7,13,11,9,14,2
1,5,7,2,9,0,11,6,8,3,4,14,12,10,13
1,5,10,2,9,0,11,6,8,3,4,12,7,14,13
1,6,7,2,9,8,11,0,14,10,4,5,12,3,13
1,6,10,2,9,11,8,5,12,7,3,4,0,14,13
1,8,7,4,3,5,12,6,0,10,9,13,11,14,2
1,8,10,4,3,5,12,6,0,7,9,13,11,14,2
1,9,7,2,8,6,11,0,14,10,4,5,12,3,13
1,9,10,2,11,8,6,5,12,7,3,4,0,14,13
1,12,10,2,11,9,6,8,0,5,7,3,4,14,13
3,4,7,2,1,0,9,6,11,8,5,12,10,14,13
3,4,10,2,1,0,9,6,11,8,5,12,7,13,14
3,4,11,2,1,0,9,6,8,5,12,10,7,13,14
3,4,13,2,1,0,9,6,11,8,5,12,10,7,14
3,5,7,0,9,4,8,14,6,1,10,12,13,11,2
3,5,10,0,9,1,8,4,12,6,7,13,11,2,14
3,5,11,2,1,0,9,6,8,12,10,7,4,14,13
3,5,13,2,1,0,9,6,11,8,12,7,10,4,14
3,6,7,0,5,9,4,8,14,1,10,12,13,11,2
3,6,10,0,9,1,8,4,12,5,7,13,11,2,14
3,6,13,2,1,0,9,11,5,12,7,10,4,8,14
3,9,7,0,5,4,8,14,6,1,11,10,13,12,2
3,9,10,0,1,8,4,12,6,5,7,2,14,11,13
3,9,11,4,10,7,5,0,8,12,6,13,1,14,2
3,9,13,4,10,7,5,0,8,12,6,11,1,14,2
3,12,10,0,9,1,8,4,6,5,7,13,11,2,14
3,12,11,2,1,0,9,6,8,5,10,7,4,14,13
3,12,13,2,1,0,9,6,11,8,5,7,10,4,14
4,5,7,2,0,11,6,8,1,9,3,14,12,10,13
4,5,10,2,0,11,6,8,1,9,3,12,7,14,13
4,5,11,2,0,6,8,1,9,3,12,7,10,14,13
4,5,13,2,0,11,6,8,1,9,3,12,7,10,14
4,6,7,2,0,11,8,9,1,3,5,14,12,10,13
4,6,10,2,0,11,8,9,1,3,5,12,7,14,13
4,6,13,2,0,11,8,9,3,5,12,10,7,14,1
4,8,7,3,0,10,1,9,5,12,6,14,13,11,2
4,8,10,3,0,7,1,9,5,12,6,14,13,11,2
4,12,10,2,0,11,6,8,1,9,3,5,7,14,13
4,12,11,2,0,6,8,1,9,3,5,7,10,14,13
4,12,13,2,0,11,6,8,1,9,3,5,7,10,14
4,14,7,3,6,0,12,5,8,1,9,13,11,10,2
5,6,7,0,9,4,8,14,1,3,10,12,13,11,2
5,6,10,0,9,1,8,4,3,12,7,13,11,2,14
5,6,13,2,1,9,0,11,8,3,12,7,10,4,14
5,8,7,0,9,4,14,6,1,3,10,12,13,11,2
5,8,10,0,9,1,4,3,12,6,7,13,11,2,14
5,9,7,0,4,8,14,6,1,3,11,10,13,12,2
5,9,10,0,1,8,4,3,12,6,7,2,14,11,13
5,9,11,2,1,0,6,8,3,12,10,7,4,14,13
5,9,13,2,1,0,11,6,8,3,12,7,10,4,14
5,12,10,0,9,1,8,4,3,6,7,13,11,2,14
5,12,11,2,1,9,0,6,8,3,10,7,4,14,13
5,12,13,2,1,9,0,11,6,8,3,7,10,4,14
5,14,7,3,4,6,0,12,8,1,9,13,11,10,2
6,9,7,0,5,4,8,14,1,3,11,10,13,12,2
6,9,10,0,1,8,4,3,12,5,7,2,14,11,13
6,9,13,1,12,3,7,5,11,14,10,4,8,2,0
6,12,10,0,9,1,8,4,3,5,7,13,11,2,14
6,12,13,2,1,11,9,8,0,3,5,7,10,4,14
6,14,7,3,4,0,12,5,8,1,9,13,11,10,2
8,9,7,0,5,4,14,6,1,3,11,10,13,12,2
8,9,10,0,1,4,3,12,6,5,7,11,13,2,14
8,12,10,0,9,1,4,3,6,5,7,13,11,2,14
8,14,7,3,0,10,1,9,4,5,12,6,13,11,2
9,12,10,0,1,8,4,3,6,5,7,2,14,11,13
9,12,11,2,1,6,8,0,3,5,10,7,4,14,13
9,12,13,2,1,11,6,8,0,3,5,7,10,4,14
0,1,2,6,8,5,14,7,4,12,9,10,11,3,13
0,1,3,5,4,12,6,10,8,7,13,11,9,14,2
0,1,6,3,4,5,12,10,8,7,13,11,9,14,2
0,1,6,5,2,9,11,8,4,12,3,10,7,14,13
0,1,6,12,2,11,9,8,4,5,3,10,7,14,13
0,1,8,2,7,3,4,5,6,9,14,11,12,10,13
0,1,8,5,7,3,4,6,9,14,12,10,11,13,2
0,1,8,12,4,3,5,6,10,7,9,2,14,13,11
0,1,9,2,5,6,8,11,14,7,4,12,10,3,13
0,1,9,3,4,5,12,6,10,8,7,13,11,14,2
