0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 1)","(0, 2)","(0, 14)","(0, 9)","(1, 15)","(1, 4)","(1, 5)","(1, 7)","(1, 12)","(1, 14)","(2, 3)","(2, 4)","(2, 11)","(2, 5)","(3, 5)","(3, 10)","(3, 15)","(4, 5)","(4, 6)","(4, 10)","(5, 8)","(6, 7)","(6, 8)","(7, 15)","(8, 12)","(8, 10)","(8, 11)","(9, 10)","(9, 14)","(12, 14)","(13, 14)","(13, 15)"
114,49
4,0,2,1,5
5,0,1,2,4
6,0,7,1,4,2,5,15,3,8,10,12,11,14,9,13
7,0,1
8,0,5,1,12,2,11,14,10,9,4,3,6,15,13,7
11,0,2
12,0,14,1
15,0,1
0,3,2,10,9,4,1,5,15,14,8,13,12,7,6,11
0,4,1,2,5,13,14,15,3,9,10,8,12,11,6,7
0,7,1,8,5,2,12,14,11,9,10,6,4,3,15,13
0,10,9,13,14,3,15,1,2,5,4,8,6,12,11,7
0,11,2,1,4,5,8,12,6,10,14,9,7,3,15,13
0,12,1,14,6,4,2,7,8,5,10,11,3,15,9,13
0,13,14,15,1,6,4,2,7,12,8,5,10,3,11,9
1,3,15,5,6,4,7,2,10,8,0,11,12,9,14,13
1,4,2,0,5
2,4,1,0,5
2,9,0,13,3,15,14,10,5,1,4,8,6,11,12,7
2,15,3,10,4,1,5,0,8,9,12,14,11,6,7,13
6,1,7,4,14,8,12,5,10,3,15,9,2,0,13,11
7,0,1,9,14,11,6,8,2,4,5,12,10,3,15,13
7,0,1,12,14,8,6,5,2,11,9,10,4,3,15,13
7,0,1,13,15,14,11,6,8,2,4,5,12,3,10,9
7,0,1,14,8,6,5,2,12,11,9,10,4,3,15,13
7,0,1,15,11,6,8,2,4,5,12,3,10,14,9,13
8,1,5,12,13,14,15,3,0,2,9,10,7,6,11,4
9,1,14,0,6,10,4,8,7,12,2,3,15,5,11,13
9,8,10,11,0,2,1,5,12,14,3,4,15,13,6,7
10,3,8,5,4,2,6,11,7,15,1,0,12,9,14,13
10,4,0,9,2,1,14,3,5,13,15,8,12,7,6,11
12,0,14,1,9,6,8,4,2,7,10,5,11,3,15,13
12,0,14,1,13,15,6,8,4,2,7,5,11,10,9,3
13,3,15,6,7,2,4,5,10,8,1,0,14,11,9,12
13,4,14,1,15,11,12,8,0,2,3,5,10,6,7,9
13,7,15,0,14,1
14,4,1,2,0,5
14,5,1,2,0,4
14,8,12,0,5,1,2,11,10,9,4,3,6,15,13,7
14,12,0,1
15,0,1,6,7,4,2,5,3,8,10,12,11,14,9,13
7,1,5,2,6,4,0,15,3,8,10,12,11,14,9,13
12,1,4,11,8,0,2,5,6,10,14,9,7,3,15,13
12,1,7,13,14,15
15,1,4,5,3,2,10,0,8,9,12,14,11,6,7,13
12,1,7,13,14,15
12,1,14,4,11,8,0,2,5,6,10,9,7,3,15,13
15,1,7,12,0,14,13
15,1,12,4,11,3,2,0,5,8,10,14,9,6,7,13
