0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 1)","(0, 13)","(0, 3)","(0, 11)","(0, 5)","(0, 2)","(1, 2)","(1, 5)","(1, 8)","(1, 10)","(1, 6)","(1, 13)","(2, 4)","(2, 13)","(2, 9)","(2, 7)","(2, 11)","(2, 3)","(3, 6)","(3, 9)","(3, 13)","(4, 6)","(4, 9)","(4, 10)","(4, 13)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(6, 12)","(6, 13)","(7, 9)","(7, 8)","(7, 12)","(8, 10)","(8, 11)","(8, 9)","(9, 10)","(9, 11)","(10, 13)","(11, 13)","(11, 12)"
82,34
4,0,2,13
6,0,3,1,13,2,4,7,9,10,5,8,11,12
7,1,6,5,2,8,4,3,13,0,10,9,11,12
8,0,11,1,13,2,10,6,9,7,5,4,3,12
9,1,10,2,8,13,4,7,11,3,6,5,12,0
10,0,13,1,5
0,3,1,6,2,13,7,4,5,9,8,10,11,12
0,11,1,13,8,2,10,6,7,9,5,4,3,12
1,6,7,2,5,8,4,13,3,0,9,11,10,12
1,8,5,10,7,9,6,2,3,4,13,11,0,12
1,10,0,13,5
2,7,8,1,9,11,5,6,10,0,13,12,4,3
2,9,1,10,8,13,4,11,7,3,6,0,12,5
3,6,11,0,9,2,13,8,12,1,7,4,10,5
3,9,1,0,6,2,13,10,8,11,5,7,4,12
5,7,11,0,9,2,8,12,3,1,10,6,13,4
5,10,0,13,1
11,8,7,9,2,12,1,6,0,13,5,10,4,3
11,9,1,13,8,0,2,10,3,4,6,7,5,12
11,12
12,6,0,11,3,1,13,8,9,2,7,10,4,5
13,4,0,2
13,6,0,3,1,2,4,7,9,10,5,8,11,12
13,10,0,1,5
0,1,2,12,11,6,7,13,8,9,3,4,5,10
0,1,5,9,3,11,2,8,10,7,6,13,12,4
0,2,3,12,11,7,6,9,13,8,5,1,4,10
0,2,11,12,7,5,9,8,1,10,3,6,13,4
0,13,3,1,6,2,7,4,5,9,8,10,11,12
0,13,11,1,8,2,6,10,7,9,3,12,4,5
1,2,13
2,3,13
2,4,13
2,11,13
