0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 11)","(1, 2)","(1, 3)","(1, 12)","(2, 3)","(2, 4)","(3, 4)","(3, 5)","(4, 5)","(4, 6)","(5, 6)","(5, 7)","(5, 10)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(8, 10)","(8, 12)","(9, 10)","(9, 11)","(10, 12)","(11, 12)"
77,30
3,0,2,1
4,1,3,2
5,0,4,2,3,1,10,12,6,8,7,9,11
6,1,5,3,4,2,8,12,7,10,0,9,11
7,1,8,12,5,3,6,10,4,2,9,0,11
0,9,11,12,10
1,3,0,2
1,5,3,0,4,2,10,12,6,8,7,9,11
2,3,0,1
2,5,3,4,0,1,10,12,8,6,7,9,11
2,6,4,1,5,3,8,12,7,10,0,9,11
3,0,2,1,12,10,5,4,6,8,7,9,11
8,4,6,3,7,5,10,12,1,9,0,2,11
8,5,7,6,10,9,3,4,12,1,2,0,11
8,6,3,7,5,10,4,12,1,9,2,0,11
10,3,5,0,12,2,1,4,8,6,7,9,11
10,4,5,2,12,0,1,3,8,6,7,9,11
10,5,0,12,4,2,3,1,8,6,7,9,11
11,7,9,4,0,2,6,5,10,12,8,1,3
12,5,10,0,4,2,3,1,6,8,7,9,11
12,6,8,4,0,2,1,10,5,3,7,9,11
12,7,8,4,0,2,1,10,5,3,6,11,9
0,1,8,12,9,11,10,7,5,3,4,2,6
0,1,10,12,7,8,11,9,3,5,6,4,2
0,8,12,10
0,8,12,11
1,2,11,0,12
1,8,12,10
2,4,3,0,1
2,6,4,3,5,1,8,12,0,7,10,11,9
