0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 3)","(0, 8)","(0, 9)","(0, 5)","(1, 4)","(1, 5)","(1, 7)","(1, 9)","(1, 10)","(1, 8)","(1, 11)","(1, 13)","(2, 3)","(2, 5)","(2, 12)","(2, 4)","(2, 11)","(2, 6)","(3, 4)","(3, 6)","(3, 12)","(3, 8)","(3, 5)","(4, 5)","(4, 7)","(4, 11)","(4, 9)","(5, 7)","(5, 11)","(6, 7)","(6, 8)","(7, 12)","(7, 8)","(8, 9)","(8, 12)","(8, 13)","(9, 12)","(9, 13)","(10, 11)","(10, 13)","(11, 12)","(12, 13)"
93,55
0,1,8,9,5,3,7,4,12,6,13,11,2,10
1,0,5,9,8,4,7,3,12,6,13,11,2,10
4,0,3,5,9,12,8,1,2,7,11,13,6,10
7,0,5,8,1,3,9,4,6,12,2,11,13,10
10,0,11,5,1,13,8,9,12,4,7,3,2,6
12,1,9,8,7,13,11,4,5,10,3,2,0,6
1,2,4,5,11,9,12,0,8,7,13,3,6,10
3,0,1,4,8,5,9,7,12,6,13,11,2,10
3,4,1,8,5,9,7,0,12,6,2,11,13,10
3,12,1,4,8,5,9,7,13,11,2,0,6,10
4,1,0,3,5,9,8,12,7,2,11,13,6,10
5,0,1,8,9,3,7,4,12,6,2,11,13,10
5,1,0,9,8,4,3,7,12,6,2,11,13,10
5,4,0,3,9,12,8,1,2,7,11,13,6,10
5,7,0,8,3,1,4,6,12,9,2,11,13,10
5,10,1,11,0,13,8,9,12,3,7,4,2,6
6,2,1,7,8,5,4,11,12,3,0,9,13,10
7,1,3,6,5,4,12,8,2,11,0,9,13,10
8,0,2,6,12,3,5,7,9,11,1,4,13,10
8,1,5,0,3,7,9,4,6,12,2,11,13,10
8,7,0,5,1,3,9,4,6,12,2,11,13,10
8,10,13,1,7,12,11,9,5,4,0,3,2,6
8,12,2,6,3,7,5,4,1,0,11,9,13,10
9,0,7,8,12,1,4,5,3,13,11,2,6,10
9,1,3,8,12,0,4,5,7,13,11,2,6,10
9,4,0,3,5,12,8,1,2,7,11,13,6,10
9,6,8,12,7,3,2,4,1,5,0,11,13,10
10,1,0,11,5,13,8,9,12,4,7,3,2,6
11,1,0,5,9,8,4,7,3,12,2,6,13,10
11,2,0,5,3,4,12,9,7,8,1,6,13,10
11,4,0,5,3,9,1,2,12,8,7,13,6,10
12,2,1,9,8,7,13,11,5,4,0,6,3,10
13,1,3,8,12,4,5,9,7,0,11,2,6,10
13,6,8,7,12,1,2,3,9,11,5,4,0,10
2,3,4,1,5,11,8,7,0,12,6,9,13,10
3,5,0,1,4,8,9,7,12,6,2,11,13,10
3,5,4,1,8,0,7,9,6,12,2,11,13,10
3,6,8
3,8,0,5,7,1,6,4,12,9,2,11,13,10
3,8,12,11,2,4,5,1,6,7,9,0,13,10
5,4,1,0,3,9,8,12,7,2,11,13,6,10
5,7,1,3,6,4,12,8,2,11,9,13,0,10
5,11,1,0,9,8,4,12,3,7,2,13,6,10
5,11,2,0,3,4,12,9,7,8,1,6,13,10
5,11,4,0,3,9,2,12,8,1,6,7,13,10
7,1,4,3,6,5,12,8,2,11,0,9,13,10
8,7,1,5,0,3,9,4,6,12,2,11,13,10
8,9,0,12,3,4,1,7,5,11,2,13,6,10
8,9,1,7,12,4,13,11,2,3,10,5,6,0
8,9,12,11,1,4,7,13,3,2,5,6,10,0
8,13,1,7,12,9,11,4,10,5,3,2,0,6
9,1,4,12,7,8,11,13,3,2,5,6,10,0
11,4,1,0,5,3,9,8,7,2,12,6,13,10
5,11,4,1,0,3,9,8,2,12,7,6,13,10
8,9,13,1,7,12,4,11,2,3,10,5,6,0
