0,1,2,3,4,5,6,7,8,9,10,11
"(0, 8)","(0, 11)","(0, 1)","(0, 7)","(1, 9)","(1, 4)","(2, 6)","(2, 8)","(2, 9)","(2, 3)","(3, 10)","(3, 9)","(4, 8)","(4, 5)","(4, 7)","(4, 6)","(5, 9)","(6, 11)","(7, 10)","(7, 11)","(7, 9)","(8, 9)","(9, 11)","(10, 11)"
53,18
3,0,10,7,9,11,2,8,1,4,6,5
4,0,8,7,1,9,5,11,6,2
5,1,4,9,8,7,0,11,6,2
9,0,1,8,7,11,4,5,6,2
0,7,10,11
0,8,1,4,9,7,5,11,6,2
1,3,9,0,10,7,11,2,8,4,6,5
1,4,5,9,8,7,0,11,6,2
1,9,0,8,7,11,4,5,6,2
2,3,0,8,10,7,9,11,1,4,6,5
6,4,0,11,8,7,1,9,2,5
7,4,5,9,1,8,0,11,6,2
7,9,1,4,0,8,5,11,6,2
8,4,1,0,9,7,11,5,6,2
8,9,1,0,4,11,7,5,6,2
10,3,1,9,7,11,4,0,5,8,6,2
11,0,5,9,8,4,1,7,6,2
11,6,10,3,9,2,7,4,8,5,1,0
