0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(0, 2)","(0, 11)","(0, 8)","(0, 9)","(0, 5)","(0, 10)","(0, 7)","(0, 13)","(1, 13)","(1, 5)","(1, 10)","(1, 7)","(1, 6)","(2, 14)","(2, 7)","(2, 3)","(2, 9)","(2, 4)","(2, 11)","(2, 8)","(3, 5)","(3, 13)","(3, 9)","(3, 12)","(3, 11)","(3, 10)","(4, 7)","(4, 14)","(4, 12)","(4, 6)","(4, 5)","(5, 6)","(5, 12)","(5, 13)","(5, 7)","(5, 10)","(6, 14)","(6, 7)","(6, 11)","(6, 13)","(6, 9)","(7, 9)","(7, 14)","(7, 12)","(7, 13)","(7, 8)","(8, 9)","(8, 13)","(8, 10)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(11, 12)","(11, 13)","(11, 14)","(12, 14)","(13, 14)"
171,108
0,1,5,10,7,13,9,12,8,11,3,6,14,2,4
1,0,13,5,10,7,11,3,8,9,12,6,14,2,4
3,1,5,13,10,11,8,0,6,12,2,9,7,14,4
4,0,7,2,5,3,12,13,9,11,10,8,14,6,1
6,0,5,7,11,13,9,3,12,10,2,14,8,4,1
12,2,11,7,3,4,9,8,14,13,0,6,10,5,1
14,0,11,2,7,13,12,6,9,3,8,10,5,4,1
0,2,6,11,9,5,7,13,14,4,10,12,3,8,1
2,3,8,13,9,12,10,11,7,14,0,6,5,1,4
2,4,6,14,7,9,11,12,13,0,3,8,5,10,1
5,0,6,11,9,7,13,10,12,3,14,2,8,1,4
5,1,3,13,10,11,8,0,12,6,2,9,7,14,4
5,3,9,6,12,0,7,10,11,13,14,4,1,8,2
5,4,0,7,2,3,12,13,9,11,10,8,14,6,1
5,6,0,7,11,13,9,2,14,12,10,3,8,4,1
5,12,2,3,0,7,4,11,9,8,14,13,10,6,1
6,1,3,5,11,13,9,10,12,0,7,8,4,14,2
7,0,1,5,10,13,9,12,8,11,3,6,14,2,4
7,1,0,13,5,10,11,3,8,9,12,14,6,2,4
7,4,0,2,5,3,13,9,12,11,10,14,6,8,1
