0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 5)","(0, 8)","(0, 6)","(0, 7)","(0, 1)","(0, 2)","(0, 3)","(0, 11)","(0, 12)","(0, 10)","(0, 4)","(1, 2)","(1, 12)","(1, 5)","(1, 9)","(1, 8)","(1, 3)","(1, 4)","(1, 7)","(1, 10)","(1, 6)","(2, 4)","(2, 11)","(2, 7)","(2, 10)","(2, 8)","(2, 9)","(2, 3)","(2, 12)","(3, 12)","(3, 8)","(3, 11)","(3, 10)","(3, 9)","(3, 4)","(3, 6)","(3, 7)","(4, 10)","(4, 5)","(4, 11)","(4, 7)","(4, 6)","(4, 8)","(5, 7)","(5, 8)","(5, 10)","(5, 11)","(5, 6)","(5, 12)","(6, 9)","(6, 12)","(6, 7)","(6, 8)","(6, 10)","(7, 8)","(7, 9)","(7, 10)","(8, 9)","(8, 10)","(9, 12)","(9, 10)","(9, 11)","(10, 12)","(10, 11)","(11, 12)"
773,248
9,0,8,6,12,1,3,10,2,7,11,5,4
0,11,1,2,3,5,10,12,4,9,7,8,6
1,9,0,8,6,12,3,10,2,7,11,5,4
2,9,0,8,6,12,1,3,10,7,11,5,4
3,9,0,8,6,12,1,10,2,7,11,5,4
6,9,0,8,12,1,3,10,2,7,11,5,4
7,9,0,8,6,12,1,3,10,2,11,5,4
8,9,0,6,12,1,3,10,2,7,11,4,5
10,9,0,8,6,12,1,3,2,7,11,5,4
11,9,1,2,3,5,10,12,4,0,7,8,6
12,9,0,8,6,1,3,10,2,7,11,5,4
0,1,5,3,7,8,10,11,4,6,12,2,9
0,1,6,2,9,12,7,8,3,4,10,11,5
0,2,11,1,3,5,10,12,4,9,8,6,7
0,3,11,1,2,5,10,12,4,9,7,8,6
0,4,11,1,2,3,5,10,12,9,7,8,6
0,5,11,3,7,8,1,10,4,6,12,2,9
0,10,11,1,2,3,5,12,4,9,7,8,6
0,12,11,1,2,3,5,10,4,9,7,8,6
1,2,9,0,8,6,12,3,10,7,11,5,4
1,3,9,0,8,6,12,10,2,7,11,5,4
1,6,9,2,0,12,7,8,3,4,10,11,5
1,7,9,0,8,6,12,3,10,2,11,5,4
1,8,9,0,6,12,3,10,2,7,11,4,5
1,10,9,0,8,6,12,3,2,7,11,5,4
1,12,9,0,8,6,3,10,2,7,11,5,4
2,3,9,0,8,6,12,1,10,7,11,5,4
2,7,9,0,8,6,12,1,3,10,11,5,4
2,8,9,0,6,12,1,3,10,7,11,4,5
2,10,9,0,8,6,12,1,3,7,11,5,4
2,11,9,1,3,5,10,12,4,0,8,6,7
2,12,9,0,8,6,1,3,10,7,11,5,4
3,6,9,0,8,12,1,10,2,7,11,5,4
3,7,9,0,8,6,12,1,10,2,11,5,4
3,8,9,0,6,12,1,10,2,7,11,4,5
3,10,9,0,8,6,12,1,2,7,11,5,4
3,11,9,1,2,5,10,12,4,0,7,8,6
3,12,9,0,8,6,1,10,2,7,11,5,4
6,7,9,0,8,12,1,3,10,2,11,5,4
6,8,9,0,12,1,3,10,2,7,11,5,4
6,10,9,0,8,12,1,3,2,7,11,5,4
6,12,9,0,8,1,3,10,2,7,11,5,4
7,8,9,0,6,12,1,3,10,2,11,4,5
7,10,9,0,8,6,12,1,3,2,11,5,4
8,10,9,0,6,12,1,3,2,7,11,4,5
10,11,9,1,2,3,5,12,4,0,7,8,6
10,12,9,0,8,6,1,3,2,7,11,5,4
11,12,9,1,2,3,5,10,4,0,7,8,6
0,1,3,6,2,9,12,7,8,4,10,11,5
0,1,4,5,3,7,8,10,11,6,12,2,9
0,1,4,6,2,9,12,7,8,3,10,11,5
0,1,7,5,3,8,10,11,4,6,12,9,2
0,1,7,6,2,9,12,8,3,4,10,11,5
0,1,8,5,3,7,10,11,4,6,12,2,9
0,1,8,6,2,9,12,7,3,4,10,11,5
0,1,10,5,3,7,8,11,4,6,12,2,9
0,1,10,6,2,9,12,7,8,3,4,11,5
0,1,12,5,4,10,3,6,11,2,8,7,9
0,1,12,6,2,9,7,8,3,4,10,11,5
0,2,3,11,1,5,10,12,4,9,7,8,6
0,2,4,11,1,3,5,10,12,9,8,6,7
0,2,10,11,1,3,5,12,4,9,8,6,7
0,2,12,11,1,3,5,10,4,9,8,6,7
0,3,4,11,1,2,5,10,12,9,7,8,6
0,3,10,11,1,2,5,12,4,9,7,8,6
0,3,12,11,1,2,5,10,4,9,7,8,6
0,4,5,11,9,8,6,7,1,2,3,12,10
0,4,10,11,1,2,3,5,12,9,7,8,6
0,5,6,1,3,7,8,10,11,4,12,2,9
0,5,10,11,3,7,8,1,4,6,12,2,9
0,5,12,11,9,8,6,7,1,2,3,10,4
0,10,12,11,1,2,3,5,4,9,7,8,6
1,2,3,9,6,4,7,10,8,0,12,11,5
1,2,7,9,0,8,6,12,3,10,11,5,4
1,2,8,9,0,6,12,3,10,7,11,4,5
1,2,10,9,0,8,6,12,3,7,11,5,4
1,2,12,9,0,8,6,3,10,7,11,5,4
1,3,6,9,5,12,8,11,10,4,0,7,2
1,3,7,9,0,8,6,12,10,2,11,5,4
1,3,8,9,0,6,12,10,2,7,11,4,5
1,3,10,9,0,8,6,12,2,7,11,5,4
1,3,12,9,0,8,6,10,2,7,11,5,4
1,6,7,9,2,0,12,8,3,4,10,11,5
1,6,8,9,2,0,12,7,3,4,10,11,5
1,6,10,9,2,0,12,7,8,3,4,11,5
1,6,12,9,2,0,7,8,3,4,10,11,5
1,7,8,9,0,6,12,3,10,2,11,4,5
1,7,10,9,0,8,6,12,3,2,11,5,4
1,8,10,9,0,6,12,3,2,7,11,4,5
1,10,12,9,0,8,6,3,2,7,11,5,4
2,3,7,9,0,8,6,12,1,10,11,5,4
2,3,8,9,0,6,12,1,10,7,11,4,5
2,3,10,9,0,8,6,12,1,7,11,5,4
2,3,11,9,8,5,10,4,0,7,1,12,6
2,3,12,9,0,8,6,1,10,7,11,5,4
2,7,8,9,0,6,12,1,3,10,11,4,5
2,7,10,9,0,8,6,12,1,3,11,5,4
2,8,10,9,0,6,12,1,3,7,11,4,5
2,10,11,9,1,3,5,12,4,0,8,6,7
2,10,12,9,0,8,6,1,3,7,11,5,4
2,11,12,9,1,3,5,10,4,0,8,6,7
3,6,7,9,0,8,12,1,10,2,11,5,4
3,6,8,9,0,12,1,10,2,7,11,5,4
3,6,10,9,0,8,12,1,2,7,11,5,4
3,6,12,9,0,8,1,10,2,7,11,5,4
3,7,8,9,0,6,12,1,10,2,11,4,5
3,7,10,9,0,8,6,12,1,2,11,5,4
3,8,10,9,0,6,12,1,2,7,11,4,5
3,10,11,9,1,2,5,12,4,0,7,8,6
3,10,12,9,0,8,6,1,2,7,11,5,4
3,11,12,9,1,2,5,10,4,0,7,8,6
4,5,10,11
5,10,11,12
6,7,8,9,0,12,1,3,10,2,11,5,4
6,7,10,9,0,8,12,1,3,2,11,5,4
6,8,10,9,0,12,1,3,2,7,11,5,4
6,10,12,9,0,8,1,3,2,7,11,5,4
7,8,10,9,0,6,12,1,3,2,11,4,5
10,11,12,9,1,2,3,5,4,0,7,8,6
0,1,2,3,4,6,7,10,8,9,12,5,11
0,1,2,3,12,9,8,6,7,11,10,5,4
0,1,2,10,12
0,1,3,4,6,5,12,8,11,10,7,2,9
0,1,3,7,6,2,9,12,8,4,10,11,5
0,1,3,8,6,2,9,12,7,4,10,11,5
0,1,3,10,6,2,9,12,7,8,4,11,5
0,1,3,12,6,9,8,7,2,11,10,5,4
0,1,4,5,6,3,7,8,10,11,12,2,9
0,1,4,7,5,3,8,10,11,6,12,9,2
0,1,4,7,6,2,9,12,8,3,10,11,5
0,1,4,8,5,3,7,10,11,6,12,2,9
0,1,4,8,6,2,9,12,7,3,10,11,5
0,1,4,10,5,3,7,8,11,6,12,2,9
0,1,4,10,6,2,9,12,7,8,3,11,5
0,1,7,8,5,3,10,11,4,6,12,2,9
0,1,7,8,6,2,9,12,3,4,10,11,5
0,1,7,10,5,3,8,11,4,6,12,9,2
0,1,7,10,6,2,9,12,8,3,4,11,5
0,1,8,10,5,3,7,11,4,6,12,2,9
0,1,8,10,6,2,9,12,7,3,4,11,5
0,1,10,12,5,4,3,6,11,2,8,7,9
0,1,10,12,6,2,9,7,8,3,4,11,5
0,1,12,5,6,9,8,7,2,3,11,10,4
0,2,3,4,11,9,8,6,7,1,12,10,5
0,2,3,10,11,1,5,12,4,9,7,8,6
0,2,3,12,11,9,8,6,7,1,10,5,4
0,2,4,10,11,1,3,5,12,9,8,6,7
0,2,10,12,11,1,3,5,4,9,8,6,7
0,3,4,10,11,1,2,5,12,9,7,8,6
0,3,6,10,12
0,3,10,12,11,1,2,5,4,9,7,8,6
0,5,6,7,1,3,8,10,11,4,12,9,2
0,5,6,8,1,3,7,10,11,4,12,2,9
0,5,6,10,1,3,7,8,11,4,12,2,9
0,5,6,10,12
1,2,3,7,9,6,4,10,8,0,12,11,5
1,2,3,8,9,6,4,7,10,0,12,11,5
1,2,3,10,9,6,4,7,8,0,12,11,5
1,2,3,12,9,8,10,6,0,5,7,4,11
1,2,7,8,9,0,6,12,3,10,11,4,5
