0,1,2,3,4,5,6,7,8,9,10,11
"(0, 1)","(0, 7)","(0, 8)","(0, 4)","(1, 10)","(1, 5)","(1, 2)","(1, 6)","(1, 3)","(1, 4)","(1, 7)","(1, 8)","(2, 5)","(2, 11)","(2, 9)","(2, 3)","(2, 4)","(3, 4)","(3, 7)","(3, 8)","(3, 9)","(4, 9)","(4, 11)","(5, 6)","(5, 7)","(5, 8)","(5, 11)","(6, 7)","(6, 11)","(6, 8)","(7, 9)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)"
71,43
2,0,1,4
3,0,4,7,8,1,9,6,5,10,2,11
5,0,7,8,1,6,9,3,11,2,4,10
6,0,7,1,8,5,9,3,2,11,4,10
9,1,8,10,7,2,4,3,5,0,6,11
10,0,1,8
0,1,2,4
0,7
0,8
1,3,0,4,7,8,9,6,5,10,2,11
1,5,0,7,8,6,9,3,11,10,2,4
1,6,4,11,10,2,5,8,9,0,3,7
1,10,0,8
4,2,0,1
4,3,0,7,8,1,9,6,5,10,2,11
4,9,1,8,10,7,2,3,0,5,6,11
7,3,0,4,8,1,9,5,6,10,2,11
7,5,0,8,1,9,3,6,2,11,4,10
7,6,0,1,8,9,5,3,11,4,10,2
7,9,2,5,3,1,8,11,10,4,0,6
8,3,0,4,7,1,9,6,5,10,2,11
8,5,0,7,1,6,9,3,11,2,4,10
8,6,0,7,1,5,9,3,2,11,4,10
8,9,2,5,3,1,7,11,10,4,6,0
8,10,0,1
9,2,1,8,10,7,4,3,5,0,6,11
11,2,1,10,4,6,5,9,8,7,3,0
0,1,4
0,8,1,9,7,4,10,2,3,6,5,11
1,2,3,0,4,7,8,9,5,6,10,11
1,4,3,0,7,8,9,6,5,10,2,11
1,6,5,4,11,2,10,8,9,0,3,7
1,7,5,4,9,0,3,2,11,8,10,6
1,7,6,4,9,0,3,11,8,10,2,5
1,8,5,4,9,0,3,2,11,10,7,6
1,8,6,4,9,0,3,11,10,7,2,5
1,8,10
4,9,2,1,8,10,7,3,0,5,6,11
4,11,2,1,10,6,5,9,8,7,3,0
4,11,9,1,10,2,6,5,8,7,3,0
9,2,3,1,8,10,7,4,5,0,6,11
4,9,2,3,10,11,1,8,6,5,7,0
4,11,9,2,1,10,6,5,8,7,3,0
