0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"(0, 10)","(0, 6)","(0, 8)","(0, 7)","(0, 5)","(0, 15)","(0, 9)","(0, 1)","(1, 12)","(1, 10)","(1, 7)","(1, 8)","(2, 9)","(2, 8)","(2, 10)","(2, 13)","(2, 3)","(2, 11)","(2, 12)","(3, 9)","(3, 12)","(3, 11)","(3, 14)","(3, 5)","(3, 8)","(3, 4)","(4, 15)","(4, 9)","(4, 11)","(4, 14)","(4, 5)","(4, 10)","(4, 6)","(4, 7)","(4, 13)","(5, 11)","(5, 6)","(5, 14)","(5, 7)","(5, 13)","(6, 15)","(6, 11)","(6, 9)","(7, 15)","(7, 13)","(7, 9)","(7, 11)","(8, 15)","(8, 13)","(8, 9)","(8, 10)","(8, 14)","(9, 10)","(9, 15)","(9, 11)","(9, 12)","(10, 11)","(10, 13)","(11, 13)","(12, 13)","(12, 14)","(13, 14)","(13, 15)","(14, 15)"
162,97
3,1,12,8,13,14,2,9,11,4,5,7,10,15,0,6
4,2,9,11,10,13,3,15,8,7,12,14,5,6,0,1
11,1,10,7,0,9,4,13,6,5,15,8,12,2,3,14
12,0,1,9,10,7,8,2,13,4,11,15,3,14,5,6
13,1,7,8,12,10,15,0,9,4,11,2,3,14,6,5
14,2,13,3,12,8,11,4,5,1,9,10,7,15,0,6
0,1,4,10,6,7,5,15,9,11,13,8,14,3,12,2
1,7
2,3,7,9,13,11,5,4,10,15,8,12,0,6,14,1
4,3,2,9,11,10,13,15,8,7,12,14,5,6,0,1
5,3,2,11,13,14,8,12,4,0,9,10,1,15,6,7
5,4,2,11,3,13,9,10,12,14,8,7,15,0,6,1
5,11,2,3,13,12,14,8,4,9,1,0,10,15,7,6
5,13,3,14,2,8,12,11,4,9,10,0,1,15,7,6
5,14,2,11,3,13,12,8,4,9,10,1,0,15,7,6
6,4,3,5,11,9,0,7,10,15,8,2,13,1,14,12
7,4,3,5,9,11,6,0,15,10,8,14,13,1,2,12
7,11,3,4,5,9,6,0,15,10,8,13,14,1,2,12
7,13,3,4,5,9,11,14,2,8,12,10,15,6,0,1
8,3,1,12,13,14,2,9,11,4,5,7,10,15,0,6
8,13,1,7,12,10,15,0,9,4,11,3,14,2,6,5
8,14,2,13,3,12,11,4,5,1,9,10,7,15,0,6
9,0,1,10,8,7,12,4,11,13,2,15,3,14,5,6
9,3,1,10,8,0,7,12,2,4,11,13,15,14,5,6
9,4,2,11,10,13,3,8,7,12,15,14,5,0,1,6
9,11,1,10,8,0,7,12,4,13,2,3,15,14,6,5
9,12,1,10,8,0,7,2,13,4,11,3,14,15,5,6
10,2,0,9,8
