0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 1)","(0, 2)","(0, 15)","(0, 17)","(0, 16)","(0, 12)","(0, 8)","(0, 10)","(0, 11)","(0, 5)","(1, 2)","(1, 10)","(1, 12)","(1, 3)","(1, 7)","(1, 8)","(1, 9)","(1, 11)","(1, 13)","(1, 4)","(2, 11)","(2, 10)","(2, 12)","(2, 3)","(2, 9)","(2, 13)","(2, 4)","(2, 8)","(3, 4)","(3, 8)","(3, 16)","(3, 12)","(3, 11)","(3, 15)","(3, 5)","(3, 14)","(4, 10)","(4, 5)","(4, 16)","(4, 14)","(4, 6)","(4, 11)","(4, 12)","(4, 13)","(4, 9)","(5, 8)","(5, 16)","(5, 13)","(5, 11)","(5, 10)","(5, 17)","(6, 10)","(6, 17)","(6, 13)","(6, 7)","(6, 8)","(6, 14)","(6, 16)","(6, 12)","(7, 17)","(7, 14)","(7, 15)","(7, 8)","(7, 9)","(8, 11)","(8, 15)","(8, 9)","(8, 17)","(8, 16)","(8, 10)","(9, 17)","(9, 15)","(9, 11)","(9, 13)","(10, 16)","(10, 11)","(10, 17)","(10, 12)","(11, 16)","(11, 17)","(11, 15)","(12, 16)","(12, 14)","(13, 14)","(13, 16)","(13, 17)","(14, 17)","(14, 15)","(14, 16)","(16, 17)"
397,237
3,0,8,16,2,12,11,1,15,5,6,10,13,4,14,9,7,17
4,0,10,5,16,11,12,2,1,3,8,13,15,14,9,6,17,7
6,3,8,4,14,16,12,5,11,9,1,2,10,15,17,7,0,13
7,0,17,15,1,8,14,11,9,10,13,3,12,16,4,6,2,5
9,0,8,17,15,2,11,1,14,7,10,13,3,4,12,16,6,5
13,0,16,5,2,1,17,11,3,10,4,8,12,9,7,15,14,6
14,2,13,4,3,12,16,5,1,6,11,10,8,0,17,7,15,9
0,5,7,1,15,17,8,10,3,11,13,4,9,14,6,2,16,12
0,15,7,1,17,8,3,9,11,10,13,14,16,2,12,5,4,6
0,16,4,1,2,12,10,11,5,3,8,13,15,14,9,6,17,7
0,17,4,1,2,16,12,10,11,5,14,6,9,13,7,8,3,15
1,3,0,8,16,2,12,11,15,5,6,10,13,4,14,9,7,17
1,4,0,10,5,16,11,12,2,8,13,3,9,6,17,14,15,7
1,7,0,17,15,8,11,9,10,13,14,3,16,2,4,5,6,12
1,9,0,8,17,15,2,11,7,10,13,14,3,6,4,16,5,12
1,13,0,16,5,2,17,11,3,10,4,8,12,9,7,15,14,6
2,3,0,8,16,12,11,1,15,5,6,10,13,4,14,7,9,17
2,4,0,10,5,16,11,12,1,8,13,3,9,6,17,14,15,7
2,9,0,8,17,15,11,1,10,13,14,7,3,4,6,16,5,12
