0,1,2,3,4,5,6,7,8,9,10,11,12,13
"(0, 13)","(0, 2)","(0, 10)","(0, 9)","(0, 7)","(0, 8)","(0, 12)","(0, 3)","(0, 11)","(0, 1)","(1, 4)","(1, 5)","(1, 11)","(1, 10)","(1, 9)","(1, 2)","(1, 7)","(1, 13)","(1, 8)","(1, 12)","(1, 3)","(2, 5)","(2, 11)","(2, 9)","(2, 8)","(2, 10)","(2, 4)","(2, 3)","(2, 13)","(2, 12)","(3, 5)","(3, 7)","(3, 12)","(3, 10)","(3, 9)","(4, 5)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 6)","(5, 11)","(5, 13)","(5, 6)","(5, 12)","(5, 7)","(5, 9)","(5, 8)","(6, 7)","(6, 8)","(6, 9)","(6, 11)","(6, 13)","(6, 12)","(7, 12)","(7, 13)","(7, 8)","(8, 11)","(8, 10)","(8, 12)","(9, 10)","(9, 12)","(9, 13)","(10, 11)","(10, 13)","(11, 13)","(11, 12)","(12, 13)"
509,263
4,0,1,7,8,9,10,11,12,2,6,3,13,5
5,0,3,2,1,11,13,12,7,9,8,10,4,6
6,3,7,9,5,12,4,0,13,1,10,2,8,11
1,4,0,7,8,9,10,11,12,2,6,3,13,5
1,5,0,3,2,11,13,12,7,9,8,10,4,6
2,4,0,1,7,8,9,10,11,12,3,13,5,6
2,5,0,3,1,11,13,12,7,9,8,10,6,4
3,5,0,2,1,11,13,12,7,9,8,4,10,6
6,4,3,7,9,5,12,1,10,2,0,13,8,11
7,4,0,1,8,9,10,11,12,2,6,5,3,13
7,5,0,3,2,1,11,13,12,9,8,10,4,6
7,6,3,9,5,12,4,0,1,13,10,2,8,11
8,4,0,1,7,9,10,11,12,2,6,3,13,5
8,5,0,3,2,1,11,13,12,7,9,10,4,6
8,6,3,2,0,10,7,1,5,12,9,11,4,13
9,4,0,1,7,8,10,11,12,2,6,3,13,5
9,5,0,3,2,1,11,13,12,7,8,10,4,6
9,6,3,7,5,12,4,0,13,1,10,2,8,11
10,4,0,1,7,8,9,11,12,2,3,13,6,5
11,4,0,1,7,8,9,10,12,2,6,13,5,3
11,5,0,3,2,1,13,12,7,9,8,10,4,6
11,6,3,1,2,5,10,12,0,7,9,4,13,8
12,4,0,1,7,8,9,10,11,2,6,3,13,5
12,5,0,3,2,1,11,13,7,9,8,10,4,6
12,6,3,7,9,5,4,0,13,1,10,2,8,11
13,5,0,3,2,1,11,12,7,9,8,10,4,6
13,6,4,11,7,5,12,1,2,9,10,8,0,3
0,1,7,2,4,3,12,13,8,5,9,10,11,6
1,2,4,3,5,7,9,10,12,11,13,8,0,6
1,2,5,0,3,11,13,12,7,9,8,10,6,4
1,3,5,0,2,11,13,12,7,9,8,4,10,6
1,7,4,3,5,9,10,12,2,11,13,8,6,0
1,7,5,2,4,3,12,0,13,8,9,10,11,6
1,8,4,0,7,9,10,11,12,2,6,3,13,5
1,8,5,0,3,2,11,13,12,7,9,10,4,6
1,9,4,0,7,8,10,11,12,2,6,3,13,5
1,9,5,0,3,2,11,13,12,7,8,10,4,6
1,10,4,0,7,8,9,11,12,2,3,13,6,5
1,11,4,0,7,8,9,10,12,2,6,13,5,3
1,11,5,0,3,2,13,12,7,9,8,10,4,6
1,12,4,0,7,8,9,10,11,2,6,3,13,5
1,12,5,0,3,2,11,13,7,9,8,10,4,6
1,13,5,0,3,2,11,12,7,9,8,10,4,6
2,3,5,0,1,11,13,12,7,9,8,10,6,4
2,8,4,0,1,7,9,10,11,12,3,13,5,6
2,8,5,0,3,1,11,13,12,7,9,10,6,4
2,9,4,0,1,7,8,10,11,12,3,13,5,6
2,9,5,0,3,1,11,13,12,7,8,10,6,4
2,10,4,0,1,7,8,9,11,12,3,13,5,6
2,11,4,0,1,7,8,9,10,12,3,13,5,6
2,11,5,0,3,1,13,12,7,9,8,10,6,4
2,12,4,0,1,7,8,9,10,11,3,13,5,6
2,12,5,0,3,1,11,13,7,9,8,10,6,4
2,13,5,0,3,1,11,12,7,9,8,10,6,4
3,7,5,0,2,1,11,13,12,9,8,4,10,6
3,9,5,0,2,1,11,13,12,7,8,4,10,6
3,12,5,0,2,1,11,13,7,9,8,4,10,6
6,4,5,3,7,9,12,1,10,2,0,13,8,11
7,6,4,3,9,5,12,1,10,2,0,13,11,8
7,8,4,0,1,9,10,11,12,2,6,3,5,13
7,8,5,0,3,2,1,11,13,12,9,10,4,6
7,8,6,3,2,0,10,1,5,12,9,4,13,11
7,12,4,0,1,8,9,10,11,2,6,5,3,13
7,12,5,0,3,2,1,11,13,9,8,10,4,6
7,12,6,3,9,5,4,0,1,13,10,2,8,11
7,13,5,0,3,2,1,11,12,9,8,10,4,6
7,13,6,4,11,5,12,1,2,9,10,8,0,3
8,6,4,3,2,0,10,7,1,5,12,9,11,13
8,10,4,0,1,7,9,11,12,2,3,13,6,5
8,11,4,0,1,7,9,10,12,2,6,13,5,3
8,11,5,0,3,2,1,13,12,7,9,10,4,6
8,11,6,3,2,0,10,7,1,5,12,9,4,13
8,12,4,0,1,7,9,10,11,2,6,3,13,5
8,12,5,0,3,2,1,11,13,7,9,10,4,6
8,12,6,3,2,0,10,7,1,5,9,11,4,13
9,6,4,3,7,5,12,1,10,2,0,13,8,11
9,10,4,0,1,7,8,11,12,2,6,3,13,5
9,12,4,0,1,7,8,10,11,2,6,3,13,5
9,12,5,0,3,2,1,11,13,7,8,10,4,6
9,12,6,3,7,5,4,0,13,1,10,2,8,11
9,13,5,0,3,2,1,11,12,7,8,10,4,6
9,13,6,4,11,7,5,12,1,2,10,0,8,3
10,11,4,0,1,7,8,9,12,2,3,13,6,5
11,6,4,3,1,2,5,10,12,0,7,9,13,8
11,12,4,0,1,7,8,9,10,2,6,13,5,3
11,12,5,0,3,2,1,13,7,9,8,10,4,6
11,12,6,3,1,2,5,10,0,7,9,4,13,8
11,13,5,0,3,2,1,12,7,9,8,10,4,6
11,13,6,4,7,5,12,1,2,9,10,0,8,3
12,6,4,3,7,9,5,1,10,2,0,13,8,11
