0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 9)","(0, 10)","(0, 11)","(0, 12)","(0, 13)","(0, 14)","(0, 15)","(0, 16)","(0, 17)","(1, 2)","(1, 8)","(1, 9)","(1, 12)","(1, 14)","(1, 15)","(1, 16)","(1, 17)","(2, 3)","(2, 6)","(2, 9)","(2, 12)","(2, 13)","(2, 15)","(2, 16)","(2, 17)","(3, 6)","(3, 7)","(3, 9)","(3, 10)","(3, 11)","(3, 14)","(3, 16)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 10)","(4, 12)","(4, 14)","(4, 16)","(4, 17)","(5, 7)","(5, 8)","(5, 9)","(5, 11)","(5, 13)","(5, 14)","(5, 15)","(6, 7)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(6, 14)","(6, 15)","(6, 16)","(6, 17)","(7, 8)","(7, 10)","(7, 11)","(7, 13)","(7, 17)","(8, 11)","(8, 12)","(8, 14)","(8, 15)","(8, 16)","(8, 17)","(9, 10)","(9, 11)","(9, 13)","(9, 15)","(9, 16)","(9, 17)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(10, 17)","(11, 13)","(11, 14)","(11, 15)","(12, 15)","(13, 15)","(13, 16)","(15, 17)"
462,270
0,2,3,6,9,12,13,15,16,17,10,7,11,1,4,8,14,5
1,0,9,12,14,15,16,17,2,6,10,3,5,11,4,8,13,7
2,0,3,6,9,12,13,15,16,17,10,7,11,1,4,8,14,5
7,0,3,4,5,6,10,11,13,17,14,16,9,2,8,15,1,12
8,0,4,5,11,12,14,15,16,17,6,7,10,9,13,3,1,2
0,3,5,7,9,11,14,4,6,10,13,17,8,1,16,12,15,2
1,2,8,12,15,16,17,0,4,6,10,9,13,14,3,5,11,7
3,2,5,0,7,9,11,14,13,15,6,12,16,17,4,10,8,1
3,7,5,0,9,11,14,4,6,10,13,17,1,8,16,12,15,2
4,0,3,6,7,10,14,16,5,11,13,17,8,1,9,15,2,12
4,7,3,0,6,10,14,16,5,11,13,17,8,1,9,15,2,12
4,8,3,0,6,7,10,14,16,11,5,12,15,17,13,9,1,2
5,0,3,7,9,11,14,4,6,10,13,17,8,1,16,12,15,2
5,7,3,0,9,11,14,4,6,10,13,17,1,8,16,12,15,2
5,8,3,0,7,9,11,14,16,4,12,15,17,6,10,13,1,2
6,0,2,3,9,12,13,15,16,17,10,7,11,1,4,8,14,5
6,2,1,9,12,14,15,16,17,0,10,3,5,11,4,8,13,7
6,7,2,3,13,17,0,9,10,11,16,15,4,5,12,14,8,1
8,1,6,4,7,11,12,14,15,16,17,2,9,0,5,10,3,13
9,0,2,3,6,12,13,15,16,17,10,7,11,1,4,8,14,5
9,1,0,12,14,15,16,17,2,6,10,4,8,3,5,11,13,7
9,2,0,3,6,12,13,15,16,17,10,7,11,1,4,8,14,5
10,0,2,3,6,9,12,13,15,16,17,7,11,1,4,8,5,14
10,7,2,3,6,9,12,13,15,16,17,0,11,5,1,4,8,14
11,0,2,3,6,9,13,15,12,16,17,7,10,1,8,4,5,14
11,7,2,3,6,9,13,15,17,0,10,16,5,8,4,12,14,1
11,8,4,0,5,6,7,14,12,15,16,17,3,10,13,9,1,2
12,0,3,2,6,10,9,13,15,16,17,1,7,11,8,4,14,5
12,1,0,9,14,15,16,17,2,6,10,3,5,11,4,8,13,7
12,2,0,3,6,9,13,15,16,17,10,7,11,1,8,4,14,5
12,8,0,4,5,11,14,15,16,17,6,7,10,9,13,3,1,2
13,0,4,5,6,7,10,16,9,11,14,15,8,3,17,1,12,2
13,2,4,0,5,6,7,10,16,12,17,3,9,15,11,14,8,1
13,7,4,0,5,6,10,16,3,11,17,9,14,15,8,2,1,12
14,0,2,1,3,6,9,12,13,15,16,17,10,7,11,5,4,8
14,1,7,3,4,5,6,8,10,11,17,2,9,16,0,12,15,13
14,8,0,4,5,11,12,15,16,17,6,7,10,9,13,3,1,2
15,0,4,5,6,8,10,12,17,7,9,11,13,14,16,1,2,3
15,1,0,9,12,14,16,17,2,6,10,3,5,11,4,8,13,7
15,2,0,3,6,9,12,13,16,17,10,11,7,1,4,8,14,5
15,8,0,4,5,11,12,14,16,17,6,10,7,9,13,3,1,2
16,0,2,3,6,9,12,13,15,17,10,7,11,1,4,8,14,5
16,1,0,9,12,14,15,17,2,6,10,3,5,11,4,8,13,7
16,2,0,3,6,9,12,13,15,17,10,7,11,1,4,8,14,5
16,8,0,4,5,11,12,14,15,17,6,7,10,9,13,3,1,2
17,0,3,2,6,7,9,10,12,13,15,16,4,5,11,1,8,14
17,1,0,9,12,14,15,16,2,6,10,3,5,11,4,8,13,7
17,2,0,3,6,9,12,13,15,16,7,10,11,1,4,8,5,14
17,7,0,3,4,5,6,10,11,13,2,9,14,16,8,15,12,1
17,8,0,4,5,11,12,14,15,16,6,7,10,9,13,3,1,2
0,3,6,8,4,5,11,12,14,15,16,17,7,10,9,13,2,1
1,2,9,14,3,6,0,5,10,11,16,7,12,15,17,4,13,8
3,2,6,8,7,11,14,16,1,12,15,17,4,13,5,10,9,0
3,6,7,9,5,10,11,13,17,0,14,4,15,8,2,16,12,1
3,9,0,5,7,11,14,6,10,13,17,4,8,1,15,12,16,2
3,9,2,5,0,7,11,14,13,15,6,12,16,17,4,10,8,1
3,10,0,5,7,9,11,14,4,13,15,6,17,8,1,16,12,2
3,10,7,5,0,9,11,14,4,13,15,6,17,1,16,8,12,2
3,11,0,5,7,9,14,4,6,10,13,17,8,1,16,12,15,2
3,11,7,5,0,9,14,4,6,10,13,17,1,8,16,12,15,2
3,14,0,5,7,9,11,4,6,8,10,13,17,1,16,12,15,2
3,16,0,5,7,9,11,14,4,8,13,6,10,17,1,15,12,2
3,16,2,5,0,7,9,11,14,4,8,13,15,6,12,17,10,1
4,0,5,13,6,7,10,16,9,11,14,15,3,17,8,1,12,2
4,5,7,6,0,9,11,13,14,15,3,10,17,16,1,8,12,2
4,5,8,6,0,7,9,11,13,14,15,12,16,17,3,10,1,2
4,6,0,9,5,10,16,17,7,11,13,14,15,8,1,2,3,12
4,6,7,9,0,5,10,16,17,3,11,13,14,15,8,1,2,12
4,10,0,5,7,9,13,14,15,3,6,11,17,8,16,1,12,2
4,10,7,5,0,9,13,14,15,3,6,11,17,16,1,8,12,2
4,12,0,5,8,15,11,14,16,17,6,10,7,3,9,13,1,2
4,14,0,3,6,7,10,16,5,8,11,13,17,1,9,15,12,2
4,14,8,3,0,6,7,10,16,11,5,12,15,17,13,9,1,2
4,16,0,5,8,9,13,11,12,14,15,17,1,7,6,10,3,2
4,17,0,5,7,8,9,15,3,6,10,11,13,12,14,16,1,2
4,17,7,5,0,8,9,15,3,6,10,11,13,12,14,16,1,2
4,17,8,6,7,11,12,14,15,16,10,3,5,13,0,9,1,2
5,9,0,10,4,7,13,14,15,6,16,17,8,12,3,11,1,2
6,9,0,2,3,12,13,15,16,17,10,7,11,1,4,8,14,5
6,9,2,1,12,14,15,16,17,0,10,4,8,3,5,11,13,7
6,10,0,2,3,9,12,13,15,16,17,7,11,1,4,8,5,14
6,10,7,2,3,9,12,13,15,16,17,0,11,5,1,4,8,14
6,11,0,2,3,9,13,15,12,16,17,7,10,1,8,4,5,14
6,11,7,2,3,9,13,15,17,0,10,16,5,8,4,12,14,1
6,12,0,3,2,10,9,13,15,16,17,1,7,11,8,4,14,5
6,12,2,14,0,1,4,8,10,3,9,13,15,16,17,5,11,7
6,13,0,8,4,7,11,12,14,15,16,17,5,10,3,9,2,1
6,13,2,8,4,7,11,12,14,15,16,17,5,1,0,10,3,9
6,13,7,9,3,5,10,11,17,0,2,16,14,4,15,8,12,1
6,14,0,2,1,3,9,12,13,15,16,17,10,7,11,5,4,8
6,15,0,8,4,7,11,12,14,16,17,5,10,13,3,9,1,2
6,15,2,8,4,7,11,12,14,16,17,1,0,5,10,13,3,9
6,16,0,2,3,9,12,13,15,17,10,7,11,1,4,8,14,5
6,16,2,1,9,12,14,15,17,0,10,3,5,11,4,8,13,7
6,17,0,3,2,7,9,10,12,13,15,16,4,5,11,1,8,14
6,17,2,8,4,7,11,12,14,15,16,1,0,5,10,3,13,9
6,17,7,3,0,2,9,10,4,5,11,13,12,15,16,14,8,1
9,10,0,2,3,6,12,13,15,16,17,7,11,1,4,8,5,14
9,11,0,2,3,6,13,15,12,16,17,7,10,1,8,4,5,14
9,13,0,4,5,6,10,16,17,7,11,14,15,8,1,2,3,12
9,13,2,4,0,5,6,10,16,17,7,12,3,15,11,14,8,1
9,15,0,4,5,6,10,16,17,8,12,7,11,13,14,1,2,3
9,15,1,0,12,14,16,17,2,6,10,4,8,3,5,11,13,7
9,15,2,0,3,6,12,13,16,17,10,11,7,1,4,8,14,5
9,16,0,2,3,6,12,13,15,17,10,7,11,1,4,8,14,5
9,16,1,0,12,14,15,17,2,6,10,4,8,3,5,11,13,7
9,16,2,0,3,6,12,13,15,17,10,7,11,1,4,8,14,5
9,17,0,5,4,7,8,15,6,10,16,12,3,11,13,1,14,2
9,17,1,0,12,14,15,16,2,6,10,4,8,3,5,11,13,7
9,17,2,0,3,6,12,13,15,16,7,10,11,1,4,8,5,14
10,12,0,3,2,6,9,13,15,16,17,1,7,11,8,4,14,5
10,13,0,5,4,7,9,14,15,6,16,17,8,12,3,11,1,2
10,13,7,5,0,4,9,14,15,3,6,11,17,16,8,12,1,2
10,14,0,2,3,6,9,12,13,15,16,17,1,7,11,5,4,8
10,15,0,5,4,7,9,13,14,6,8,12,17,16,11,3,1,2
10,16,0,2,3,6,9,12,13,15,17,7,11,1,4,8,5,14
10,17,0,3,2,6,7,9,12,13,15,16,4,5,11,1,8,14
10,17,7,3,0,2,6,9,4,5,11,13,12,15,16,14,8,1
11,5,0,8,4,12,14,15,16,17,6,7,10,1,2,3,9,13
11,5,7,6,0,4,9,13,14,15,3,10,17,8,16,12,1,2
11,5,8,6,0,4,7,9,13,14,15,12,16,17,3,10,1,2
11,13,0,4,5,6,7,8,14,10,16,9,15,12,17,3,1,2
11,13,7,4,0,5,6,8,14,10,16,3,17,12,15,9,1,2
11,14,0,2,3,6,9,13,15,1,12,16,17,7,10,5,8,4
11,14,8,4,0,5,6,7,12,15,16,17,3,10,13,9,1,2
11,15,0,4,5,6,7,8,14,10,12,17,9,13,16,3,1,2
11,15,8,4,0,5,6,7,14,10,12,17,16,3,13,9,1,2
12,1,2,14,0,4,6,8,10,3,9,15,16,17,13,5,11,7
12,8,1,14,0,4,6,10,5,11,15,16,17,9,7,2,13,3
12,15,0,5,4,8,6,10,17,11,14,16,7,9,13,3,1,2
12,15,1,0,9,14,16,17,2,6,10,3,5,11,4,8,13,7
12,15,2,0,3,6,9,13,16,17,10,11,7,1,4,8,14,5
12,15,8,0,4,5,11,14,16,17,6,10,7,9,13,3,1,2
13,0,5,8,7,11,15,16,4,12,14,17,3,6,10,9,1,2
13,5,7,10,0,4,9,14,15,3,6,11,17,16,8,12,1,2
13,15,0,4,5,6,7,10,16,8,12,17,9,11,14,3,1,2
13,15,2,4,0,5,6,7,10,16,8,12,17,3,9,11,14,1
13,16,0,5,4,8,9,6,7,10,17,11,15,12,14,1,2,3
13,16,2,5,0,4,8,9,15,3,6,12,17,11,14,7,10,1
14,5,0,3,7,9,11,4,6,8,10,13,17,1,16,12,15,2
14,5,8,3,0,7,9,11,16,4,12,15,17,6,10,13,1,2
15,0,5,8,4,11,12,14,16,17,6,10,7,3,9,13,1,2
15,1,2,8,12,16,17,0,4,6,10,9,13,14,3,5,11,7
15,5,8,10,0,4,7,9,13,14,12,16,17,11,3,6,1,2
15,8,1,11,9,14,5,16,17,0,3,6,10,4,13,7,2,12
15,17,0,5,4,7,8,9,6,10,12,16,11,13,3,14,1,2
15,17,1,0,9,12,14,16,2,6,10,3,5,11,4,8,13,7
15,17,2,0,3,6,9,12,13,16,10,11,7,1,4,8,14,5
15,17,8,0,4,5,11,12,14,16,6,10,7,9,13,3,1,2
16,1,2,8,12,15,17,0,4,6,10,9,13,14,3,5,11,7
17,1,2,8,12,15,16,0,4,6,10,9,13,14,3,5,11,7
17,8,1,6,4,7,11,12,14,15,16,2,9,0,5,10,3,13
0,3,6,9,8,4,5,11,12,14,15,16,17,7,1,10,13,2
1,2,9,15,16,0,6,8,10,13,12,14,17,3,4,5,11,7
3,2,6,9,15,0,10,11,12,13,16,17,7,14,1,8,4,5
3,6,9,11
3,6,10,0,8,7,11,14,16,4,12,15,17,5,13,9,1,2
3,6,10,14
3,6,11,0,8,7,14,16,4,12,15,17,5,10,13,1,9,2
3,6,11,14
3,6,14,0,9,1,5,10,11,2,16,12,15,17,8,7,4,13
3,6,16,0,8,7,11,14,4,12,15,17,5,10,13,9,1,2
3,6,16,2,8,7,11,14,4,12,15,17,1,10,13,5,0,9
3,9,10,0,5,7,11,14,4,13,15,6,17,8,1,16,12,2
3,9,11,0,5,7,14,6,10,13,17,4,8,1,15,12,16,2
3,9,16,0,5,7,11,14,4,8,13,6,10,17,1,15,12,2
3,9,16,2,5,0,7,11,14,4,8,13,15,6,12,17,10,1
3,10,14,0,5,7,9,11,4,13,15,6,8,17,1,16,12,2
3,10,16,0,5,7,9,11,14,4,13,15,8,6,17,1,12,2
3,11,14,0,5,7,9,4,6,8,10,13,17,1,16,12,15,2
4,6,0,10,11,5,7,8,14,3,9,13,15,17,12,16,1,2
4,6,7,10,16,3,8,13,0,14,11,2,9,12,15,17,5,1
4,6,10,12
4,6,10,14
4,6,10,16
4,6,12,0,9,5,10,16,17,1,2,15,7,11,13,14,8,3
4,6,14,0,9,5,10,16,17,1,3,11,7,13,15,8,12,2
4,6,16,0,9,5,10,17,7,11,13,14,15,8,1,2,3,12
4,6,17,0,9,5,10,16,7,11,13,14,15,8,1,2,3,12
4,6,17,7,9,0,5,10,16,3,11,13,14,15,8,1,2,12
4,10,12,0,5,7,9,13,14,15,8,6,3,11,17,16,1,2
4,10,14,0,5,7,9,13,15,3,6,8,11,17,16,1,12,2
4,10,16,0,5,7,9,13,14,15,8,3,6,11,17,1,12,2
4,10,17,0,5,7,9,13,14,15,8,3,6,11,16,1,2,12
