0,1,2,3,4,5,6,7,8,9,10,11,12
"(0, 1)","(0, 12)","(0, 2)","(0, 3)","(0, 4)","(0, 9)","(0, 6)","(0, 11)","(1, 2)","(1, 12)","(1, 4)","(1, 11)","(1, 5)","(1, 10)","(1, 7)","(1, 6)","(2, 3)","(2, 4)","(2, 12)","(2, 6)","(2, 7)","(3, 4)","(3, 6)","(3, 7)","(3, 12)","(3, 8)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 11)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(6, 8)","(6, 9)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(9, 10)","(9, 11)","(9, 12)","(10, 11)","(10, 12)","(11, 12)"
157,81
5,0,4,6,1,9,7,8,11,12,10,3,2
7,0,9,4,3,11,1,2,8,6,5,12,10
8,2,7,6,4,12,3,5,9,1,10,11,0
10,0,9,11,12,1,7,6,5,4,3,2,8
0,3,1,2,4,6,7,12,8,11,5,9,10
0,9,5,1,4,6,12,11,10,7,8,2,3
1,5,3,0,2,12,4,7,6,8,9,11,10
1,7,0,9,4,3,11,2,10,6,12,5,8
1,10,4,11,8,7,5,9,6,12,0,3,2
2,7,0,9,4,3,11,1,6,12,8,5,10
3,7,1,2,4,0,6,12,8,11,9,5,10
3,8,2,7,6,4,12,5,9,1,10,11,0
4,5,0,6,1,9,12,11,10,7,8,2,3
4,7,0,9,3,11,1,2,8,6,5,12,10
4,8,2,7,6,12,3,5,9,1,10,11,0
6,5,0,4,1,9,7,8,11,12,10,3,2
6,8,2,7,4,12,3,5,9,1,10,11,0
9,5,4,8,7,11,6,0,12,3,1,2,10
9,7,4,8,11,6,5,0,12,3,1,10,2
9,8,4,7,11,6,5,0,3,1,2,10,12
9,10,4,8,7,11,6,5,0,1,12,3,2
11,7,0,9,4,3,1,2,8,6,5,12,10
11,8,3,12,7,4,0,10,1,9,2,6,5
11,10,0,9,12,1,7,6,5,4,3,2,8
12,8,2,7,6,4,3,9,10,11,1,5,0
12,10,0,9,11,1,7,6,5,8,3,2,4
0,1,2,3,12,4,7,6,11,8,10,9,5
0,1,11,3,2,12,4,7,6,8,10,9,5
0,2,3,1,4,6,7,12,8,11,5,9,10
0,4,3,1,2,6,7,12,5,8,9,11,10
0,4,11
0,6,3,1,2,4,7,12,8,11,9,5,10
0,11,9,10,1,12,5,7,6,4,8,3,2
0,12,3,1,2,4,6,7,8,11,9,5,10
0,12,9,10,1,11,5,7,6,4,8,3,2
1,2,7,3,0,12,4,6,9,11,10,8,5
1,2,12
1,4,5,3,0,2,12,7,6,8,9,11,10
1,4,7,0,9,3,11,2,10,6,12,5,8
1,6,5,3,0,2,12,4,7,8,9,11,10
1,10,5,6,9,8,7,11,12,0,4,3,2
1,11,7,3,0,2,12,4,6,8,9,10,5
1,11,10,6,9,8,4,0,5,7,12,3,2
1,12,10,9,0,11,5,7,6,4,2,3,8
2,3,7,1,4,0,6,12,8,11,9,5,10
2,3,12
2,4,7,0,9,3,11,1,6,12,8,5,10
3,4,7,1,2,0,6,12,9,11,5,8,10
3,4,8,5,6,7,9,2,1,12,0,11,10
3,6,8,2,7,4,12,5,9,1,10,11,0
4,6,5,0,1,9,12,11,10,7,8,2,3
4,6,8,2,7,12,3,5,9,1,10,11,0
4,11,7,0,9,3,1,2,8,6,5,12,10
4,11,8,6,9,1,0,7,5,10,12,3,2
6,9,5,7,4,8,3,2,1,0,11,12,10
6,9,8,4,7,11,5,0,3,1,2,10,12
9,7,5,6,8,4,3,1,2,10,11,12,0
9,8,5,4,7,11,6,0,3,1,2,10,12
9,10,5,6,8,1,7,11,4,12,0,3,2
9,11,7,6,8,1,4,0,5,3,2,10,12
9,11,8,6,1,4,0,12,5,10,7,3,2
9,11,10,6,8,1,4,0,5,7,12,3,2
9,12,8,7,11,10,1,2,3,4,0,5,6
9,12,10,7,11,1,2,8,3,4,0,5,6
11,12,8,7,10,1,9,2,3,4,5,6,0
11,12,10,0,9,1,7,6,5,8,3,2,4
0,1,2,4,5,9,6,7,10,11,12,8,3
0,1,4,6
0,1,6,2,3,12,4,7,9,8,11,10,5
0,2,3,4,5,1,9,6,7,8,12,11,10
0,2,6,3,1,4,7,12,8,11,9,5,10
0,4,6,3,1,2,7,12,9,11,8,5,10
1,2,4,6
2,3,4,6
9,7,5,8,6,4,3,1,2,0,11,12,10
9,10,5,7,6,8,1,4,3,2,11,12,0
9,11,7,8,6,1,4,0,5,3,2,12,10
9,11,10,7,6,8,1,4,0,5,3,2,12
9,11,12,8,7,10,1,2,3,0,5,6,4
9,11,12,10,7,1,2,8,3,0,5,6,4
9,12,8,10,7,11,1,2,3,4,0,5,6
