0,1,2,3,4,5,6,7,8,9,10,11
"(0, 11)","(0, 10)","(0, 7)","(0, 9)","(1, 2)","(1, 3)","(1, 11)","(2, 3)","(2, 4)","(3, 4)","(3, 5)","(4, 6)","(4, 10)","(5, 6)","(5, 7)","(6, 7)","(6, 8)","(7, 8)","(7, 9)","(8, 9)","(8, 10)","(9, 10)","(9, 11)","(10, 11)"
78,35
2,0,1,11,4,10,3,5,7,9,6,8
3,0,4,10,1,11,5,7,2,6,9,8
0,1,11,8,10,7,9,5,3,6,4,2
0,4,10,5,7,3,6,9,8,1,11,2
0,5,7,4,10,6,3,9,8,1,11,2
0,6,7,3,11,1,10,4,5,8,9,2
0,7,3,11,1,10,4,5,9,2,8,6
0,6,7,8,10,9,4,5,3,1,11,2
1,2,0,11,4,10,3,5,7,9,6,8
1,3,0,11,4,10,5,7,9,2,6,8
1,4,2,3,0,11,10,5,7,9,8,6
1,5,3,0,11,7,4,10,9,6,8,2
4,2,0,10,1,11,3,5,7,6,8,9
5,2,3,0,7,1,11,4,10,6,9,8
5,3,0,7,4,10,1,11,6,8,9,2
5,2,3,4,6,0,7,1,11,10,9,8
6,2,4,0,7,1,11,10,5,3,9,8
7,3,5,1,9,11,0,10,4,8,6,2
8,0,7,9,10,3,5,6,4,11,1,2
10,2,4,0,1,11,3,5,7,6,8,9
10,3,4,0,1,11,5,7,2,9,6,8
11,2,1,0,4,10,3,5,7,9,6,8
11,3,1,0,4,10,5,7,2,6,9,8
11,7,0,9,3,1,5,10,4,2,6,8
0,1,11,9,8,10,7,5,3,6,4,2
1,2,3,0,11,4,10,5,7,9,6,8
1,5,3,2,0,11,7,4,10,9,6,8
9,0,4,10,5,7,3,6,8,1,11,2
9,0,7,3,10,4,5,11,1,8,6,2
9,4,10,11
10,0,1,11,8,7,9,5,3,6,4,2
10,0,8,7,9,11,3,4,1,5,6,2
11,0,4,10,5,7,9,1,3,6,8,2
11,2,1,3,0,4,10,5,7,6,9,8
9,4,10,11,0,5,7,3,6,8,1,2
